 slim_762173752 slim_762173767 slim_762173775 slim_762173714 slim_762173779 slim_762173753 slim_762173739 slim_762173721 slim_762173749 slim_762173757 slim_762173769 slim_762173748 slim_762173747 slim_762173763 slim_762173771 slim_762173719 slim_762173772 slim_762173762 slim_762173776 slim_762173760 slim_762173765 slim_762173730 slim_762173731 slim_762173734 slim_762173720 slim_762173766 slim_762173732 slim_762173751 slim_762173738 slim_762173742 slim_762173758 slim_762173743 slim_762173764 slim_762173774 slim_762173718 slim_762173735 slim_762173780 slim_762173755 slim_762173723 slim_762173713 slim_762173770 slim_762173725 slim_762173729 slim_762173740 slim_762173745 slim_762173733 slim_762173754 slim_762173761 slim_762173728 slim_762173756 slim_762173746 slim_762173716 slim_762173717 slim_762173750 slim_762173741 slim_762173777 slim_762173781 slim_762173727 slim_762173782 slim_762173715 slim_762173773 slim_762173759 slim_762173737 slim_762173736 slim_762173724 slim_762173768 slim_762173726 slim_762173744 slim_762173722 slim_762173778
26 2.3e-06 1.75e-06 1.55e-06 2e-06 1.75e-06 1.5e-06 1e-06 1.35e-06 2.3e-06 1.5e-06 1.3e-06 2.1e-06 1.85e-06 1.35e-06 1.55e-06 1.85e-06 1.3e-06 1.3e-06 1.6e-06 1.65e-06 1.6e-06 1.25e-06 1.7e-06 1.7e-06 1.75e-06 1.35e-06 2e-06 1.65e-06 1.1e-06 1.65e-06 1.45e-06 1.55e-06 1.7e-06 2.1e-06 1.25e-06 1.6e-06 1.35e-06 1.1e-06 2.3e-06 1.75e-06 1.3e-06 1.35e-06 1.55e-06 1.95e-06 1.65e-06 1.3e-06 1.55e-06 1.4e-06 1.25e-06 1.35e-06 1.85e-06 1.55e-06 1.4e-06 1.75e-06 1.3e-06 1.15e-06 2e-06 1.55e-06 1.6e-06 2.3e-06 1.65e-06 1.35e-06 1.95e-06 1.05e-06 1.75e-06 1.65e-06 1.55e-06 1.75e-06 1.55e-06 1.05e-06
27 2.35e-06 1.85e-06 1.85e-06 2.45e-06 2e-06 1.75e-06 1.45e-06 1.45e-06 2.1e-06 1.2e-06 1.55e-06 2.5e-06 1e-06 1.3e-06 1.9e-06 1.95e-06 1.9e-06 1.5e-06 1.2e-06 2.35e-06 1.7e-06 1.15e-06 2.2e-06 1.9e-06 2e-06 1.7e-06 1.65e-06 2e-06 1.2e-06 1.75e-06 1.75e-06 2.05e-06 1.55e-06 2.15e-06 1.55e-06 1.5e-06 1.75e-06 2e-06 2.05e-06 1.85e-06 2e-06 1.6e-06 2.2e-06 1.8e-06 1.2e-06 1.5e-06 1.5e-06 1.35e-06 1.3e-06 1.8e-06 2.35e-06 2e-06 1.75e-06 1.4e-06 1.95e-06 1.6e-06 1.55e-06 1.4e-06 2.05e-06 2.35e-06 1.65e-06 1.95e-06 2.35e-06 1.65e-06 2.3e-06 1.7e-06 1.4e-06 2.25e-06 1.3e-06 1.5e-06
28 2e-06 1.65e-06 1.4e-06 2e-06 1.55e-06 1.35e-06 1e-06 1.15e-06 2e-06 1.2e-06 1.15e-06 2.15e-06 1.35e-06 8.5e-07 1.7e-06 1.55e-06 1.45e-06 1.05e-06 1.05e-06 1.8e-06 1.4e-06 8.5e-07 1.8e-06 1.5e-06 1.8e-06 1.25e-06 1.1e-06 1.2e-06 1e-06 1.45e-06 1.3e-06 1.65e-06 1.2e-06 1.8e-06 1e-06 1.1e-06 1.15e-06 1.4e-06 2e-06 1.55e-06 1.5e-06 1.15e-06 1.7e-06 1.45e-06 1.1e-06 1.1e-06 1.4e-06 9e-07 9e-07 1.25e-06 1.95e-06 1.7e-06 1.3e-06 1.3e-06 1.4e-06 1e-06 1.5e-06 1e-06 1.5e-06 2e-06 1.45e-06 1.35e-06 1.95e-06 1.2e-06 1.9e-06 1.4e-06 1e-06 1.85e-06 1e-06 9.5e-07
29 1.75e-06 1e-06 1.2e-06 1.7e-06 1.7e-06 1.1e-06 1.4e-06 1.45e-06 2.15e-06 1.7e-06 1.4e-06 1.85e-06 1.55e-06 1.2e-06 1.25e-06 1.05e-06 1.25e-06 1.45e-06 1.5e-06 1.85e-06 1.1e-06 1.85e-06 1.35e-06 1.2e-06 1.35e-06 1.05e-06 1.65e-06 1.75e-06 1.45e-06 1.4e-06 1.1e-06 8.5e-07 9e-07 1.85e-06 1.35e-06 7.5e-07 1.45e-06 1.5e-06 2.15e-06 1.5e-06 1.2e-06 1.25e-06 1.7e-06 1.4e-06 1.55e-06 1.7e-06 1.55e-06 1.35e-06 1.35e-06 1.2e-06 1.55e-06 1.6e-06 1.1e-06 1.45e-06 1.1e-06 1.55e-06 1.85e-06 1.2e-06 1.8e-06 1.75e-06 9e-07 1.65e-06 1.9e-06 1.4e-06 1.7e-06 9e-07 1.2e-06 1.4e-06 1.1e-06 1.5e-06
30 1.9e-06 1.25e-06 1.2e-06 1.8e-06 1.7e-06 1.1e-06 1.3e-06 1.5e-06 2.15e-06 1.7e-06 1.5e-06 1.95e-06 1.6e-06 1.35e-06 1.3e-06 1.3e-06 1.05e-06 1.45e-06 1.55e-06 1.65e-06 1.35e-06 1.8e-06 1.5e-06 1.3e-06 1.55e-06 1e-06 1.45e-06 1.75e-06 1.3e-06 1.1e-06 1.9e-06 1.2e-06 1.2e-06 1.85e-06 1.3e-06 9.5e-07 1.3e-06 1.15e-06 2.15e-06 1.5e-06 1.15e-06 1.1e-06 1.5e-06 1.55e-06 1.6e-06 1.5e-06 1.4e-06 1.45e-06 1.45e-06 1.1e-06 1.65e-06 1.45e-06 1.05e-06 1.6e-06 1.1e-06 1.35e-06 1.85e-06 1.35e-06 1.6e-06 1.9e-06 1.05e-06 1.45e-06 1.85e-06 1.25e-06 1.5e-06 1.15e-06 1.35e-06 1.55e-06 1.3e-06 1.35e-06
31 2e-06 1.2e-06 1.35e-06 1.35e-06 1.6e-06 1.25e-06 1.2e-06 1.35e-06 2.25e-06 1.95e-06 1.4e-06 1.5e-06 2e-06 1.55e-06 9e-07 1.25e-06 9e-07 1.45e-06 1.85e-06 1.4e-06 1.05e-06 2.1e-06 8.5e-07 1.2e-06 1e-06 1.15e-06 1.55e-06 2.05e-06 1.65e-06 8.5e-07 1.2e-06 3e-07 1.4e-06 2.1e-06 1.25e-06 1.3e-06 1.35e-06 1.05e-06 2.25e-06 1.65e-06 7.5e-07 1.4e-06 1.25e-06 1.9e-06 1.9e-06 1.6e-06 1.55e-06 1.6e-06 1.6e-06 1.2e-06 1.1e-06 1.15e-06 1.2e-06 1.9e-06 6e-07 1.45e-06 2.2e-06 1.7e-06 1.7e-06 2e-06 1.3e-06 1.4e-06 1.55e-06 1.05e-06 1.25e-06 1.1e-06 1.7e-06 9e-07 1.7e-06 1.4e-06
32 1.7e-06 1.05e-06 1.25e-06 2.05e-06 1.8e-06 1.15e-06 1.55e-06 1.45e-06 2.2e-06 1.55e-06 1.35e-06 2.2e-06 1.4e-06 8.5e-07 1.65e-06 1.05e-06 1.7e-06 1.35e-06 1.3e-06 2.3e-06 1.15e-06 1.5e-06 1.85e-06 1.3e-06 1.65e-06 1.15e-06 1.7e-06 1.55e-06 1.2e-06 9e-07 1.2e-06 1.4e-06 9e-07 1.85e-06 1.45e-06 5e-07 1.55e-06 1.95e-06 2.2e-06 1.6e-06 1.65e-06 1.35e-06 2.15e-06 1.15e-06 1.35e-06 1.75e-06 1.7e-06 1e-06 1.05e-06 1.3e-06 2e-06 2e-06 1.2e-06 1.1e-06 1.6e-06 1.55e-06 1.65e-06 8.5e-07 1.9e-06 1.7e-06 9.5e-07 1.9e-06 2.2e-06 1.65e-06 2.15e-06 9e-07 8e-07 1.9e-06 8e-07 1.55e-06
33 1.55e-06 2.05e-06 1.95e-06 1.7e-06 1.65e-06 1.85e-06 1.95e-06 2.1e-06 1.65e-06 2.15e-06 2.05e-06 1.75e-06 1.9e-06 1.85e-06 2.1e-06 1.7e-06 1.9e-06 1.85e-06 1.95e-06 1.95e-06 2.05e-06 2.2e-06 1.8e-06 2.15e-06 2.3e-06 1.8e-06 2.1e-06 2.15e-06 1.8e-06 1.85e-06 1.85e-06 2.1e-06 1.85e-06 2.7e-06 1.9e-06 1.7e-06 1.85e-06 2.05e-06 1.8e-06 1.5e-06 2.05e-06 1.7e-06 1.8e-06 1.5e-06 2e-06 2.15e-06 2e-06 2e-06 2e-06 1.95e-06 1.85e-06 2.35e-06 1.85e-06 2.15e-06 2e-06 2e-06 1.65e-06 1.85e-06 1.7e-06 1.55e-06 1.65e-06 2.3e-06 1.95e-06 1.95e-06 2.35e-06 1.85e-06 1.85e-06 1.85e-06 1.75e-06 1.95e-06
34 2.05e-06 1.55e-06 1.45e-06 1.75e-06 1.45e-06 1.35e-06 1e-06 1.3e-06 2.1e-06 1.5e-06 1.3e-06 1.9e-06 1.65e-06 1.15e-06 1.4e-06 1.55e-06 1.15e-06 1.05e-06 1.2e-06 1.6e-06 1.4e-06 1.35e-06 1.45e-06 1.45e-06 1.6e-06 1.25e-06 1.25e-06 1.55e-06 1e-06 1.35e-06 1.3e-06 1.25e-06 1.45e-06 1.9e-06 1.6e-06 1.35e-06 1.2e-06 1.2e-06 2.1e-06 1.55e-06 1.2e-06 1.25e-06 1.45e-06 1.7e-06 1.25e-06 1.3e-06 1.45e-06 1.2e-06 1.25e-06 1.3e-06 1.6e-06 1.55e-06 1.3e-06 1.6e-06 1.15e-06 1.1e-06 1.8e-06 1.3e-06 1.55e-06 2.05e-06 1.4e-06 1.15e-06 1.85e-06 1e-06 1.6e-06 1.4e-06 1.3e-06 1.5e-06 1.3e-06 1.1e-06
35 1.6e-06 9e-07 1.1e-06 1.95e-06 1.7e-06 1e-06 1.5e-06 1.45e-06 2.1e-06 1.5e-06 1.3e-06 2.1e-06 1.3e-06 9e-07 1.6e-06 8.5e-07 1.55e-06 1.35e-06 1.2e-06 2.15e-06 1.05e-06 1.5e-06 1.75e-06 1.05e-06 1.6e-06 9e-07 1.6e-06 1.5e-06 1.1e-06 7.5e-07 9.5e-07 1.3e-06 5e-07 1.7e-06 1.35e-06 3e-07 1.4e-06 1.75e-06 2.1e-06 1.45e-06 1.5e-06 1.15e-06 2e-06 1e-06 1.25e-06 1.65e-06 1.55e-06 1e-06 1e-06 1e-06 1.9e-06 1.9e-06 9.5e-07 1.1e-06 1.45e-06 1.5e-06 1.55e-06 8e-07 1.75e-06 1.6e-06 7e-07 1.75e-06 2.1e-06 1.65e-06 2e-06 7e-07 8e-07 1.8e-06 7.5e-07 1.45e-06
36 2e-06 1.6e-06 1.4e-06 1.7e-06 1.3e-06 1.35e-06 1.2e-06 1.5e-06 2.05e-06 1.7e-06 1.5e-06 1.85e-06 1.75e-06 1.4e-06 1.45e-06 1.65e-06 1.15e-06 1.15e-06 1.55e-06 1.4e-06 1.5e-06 1.65e-06 1.4e-06 1.5e-06 1.7e-06 1.25e-06 1.35e-06 1.75e-06 1.15e-06 1.45e-06 1.3e-06 1.35e-06 1.55e-06 1.85e-06 1.2e-06 1.4e-06 1.8e-06 1.1e-06 2.05e-06 1.5e-06 1.2e-06 1.15e-06 1.3e-06 1.65e-06 1.6e-06 1.3e-06 1.45e-06 1.45e-06 1.45e-06 1.25e-06 1.4e-06 1.4e-06 1.3e-06 1.8e-06 1.1e-06 1.25e-06 1.75e-06 1.55e-06 1.4e-06 2e-06 1.5e-06 1.3e-06 1.75e-06 1.15e-06 1.6e-06 1.5e-06 1.55e-06 1.45e-06 1.55e-06 1.25e-06
37 2.25e-06 1.65e-06 1.2e-06 1.6e-06 1.65e-06 1.2e-06 1.05e-06 1.5e-06 2.2e-06 1.9e-06 1.65e-06 1.75e-06 1.95e-06 1.8e-06 1.05e-06 1.8e-06 6.5e-07 1.5e-06 1.9e-06 9.5e-07 1.6e-06 2.05e-06 1.2e-06 1.45e-06 1.45e-06 1e-06 1.1e-06 2e-06 1.4e-06 1.5e-06 1.15e-06 1.05e-06 1.95e-06 2.05e-06 1.2e-06 1.75e-06 1.1e-06 2e-07 2.2e-06 1.6e-06 5.5e-07 1.05e-06 9e-07 2.15e-06 1.95e-06 1.25e-06 1.2e-06 1.85e-06 1.85e-06 9e-07 1.35e-06 9e-07 1e-06 2.15e-06 6.5e-07 9.5e-07 2.15e-06 1.95e-06 1.2e-06 2.25e-06 1.55e-06 9.5e-07 1.5e-06 7e-07 1.1e-06 1.65e-06 1.95e-06 1.25e-06 1.95e-06 1.15e-06
38 2e-06 2.4e-06 2.25e-06 1.9e-06 1.9e-06 2.15e-06 2.15e-06 2.3e-06 1.7e-06 2.05e-06 2.25e-06 2.05e-06 1.5e-06 2.1e-06 2.3e-06 2e-06 2.1e-06 2.1e-06 1.9e-06 2.15e-06 2.2e-06 2.45e-06 2e-06 2.3e-06 2.45e-06 2.1e-06 2.3e-06 2.05e-06 2e-06 2.15e-06 2.15e-06 2.25e-06 2.2e-06 1.8e-06 2.1e-06 2.1e-06 2.05e-06 2.2e-06 3e-06 1.85e-06 2.2e-06 2e-06 2e-06 2e-06 1.9e-06 2.35e-06 1.85e-06 2.25e-06 2.25e-06 2.2e-06 1.95e-06 2.4e-06 2.15e-06 2.5e-06 2.15e-06 2.2e-06 1.7e-06 2.2e-06 2.05e-06 2e-06 2.1e-06 2.5e-06 2.1e-06 2.15e-06 2.5e-06 2.15e-06 2.2e-06 2.05e-06 2.1e-06 2.15e-06
39 1.7e-06 1.7e-06 1.6e-06 1.65e-06 1.3e-06 1.5e-06 1.5e-06 1.75e-06 1.8e-06 1.8e-06 1.8e-06 1.8e-06 1.65e-06 1.6e-06 1.65e-06 1.75e-06 1.45e-06 1.5e-06 1.7e-06 1.45e-06 1.8e-06 1.95e-06 1.3e-06 1.8e-06 1.95e-06 1.45e-06 1.75e-06 1.85e-06 1.55e-06 1.5e-06 1.5e-06 1.65e-06 1.6e-06 1.5e-06 1.55e-06 1.45e-06 1.5e-06 1.6e-06 1.85e-06 2.2e-06 1.6e-06 1.35e-06 1.3e-06 1.35e-06 1.75e-06 1.8e-06 1.65e-06 1.75e-06 1.75e-06 1.6e-06 1.4e-06 1.9e-06 1.5e-06 1.85e-06 1.55e-06 1.65e-06 1.5e-06 1.6e-06 1.45e-06 1.7e-06 1.3e-06 1.85e-06 1.9e-06 1.5e-06 1.95e-06 1.6e-06 1.6e-06 1.35e-06 1.5e-06 1.6e-06
40 2.1e-06 1.4e-06 1.25e-06 1.4e-06 1.6e-06 1.2e-06 1.1e-06 1.4e-06 2.2e-06 1.9e-06 1.5e-06 1.6e-06 1.95e-06 1.65e-06 9.5e-07 1.45e-06 7.5e-07 1.45e-06 1.85e-06 1.15e-06 1.3e-06 2.05e-06 1.05e-06 1.3e-06 1.2e-06 1.05e-06 1.3e-06 2e-06 1.5e-06 1.2e-06 1.15e-06 7.5e-07 1.65e-06 2.05e-06 1.2e-06 1.5e-06 1.2e-06 5.5e-07 2.2e-06 1.6e-06 1e-06 1.2e-06 1.05e-06 2e-06 1.9e-06 1.4e-06 1.35e-06 1.7e-06 1.7e-06 1e-06 1.2e-06 1e-06 1.05e-06 2e-06 6.5e-07 1.15e-06 2.15e-06 1.8e-06 1.4e-06 2.1e-06 1.4e-06 1.15e-06 1.5e-06 8.5e-07 1.15e-06 1.35e-06 1.8e-06 1.1e-06 1.8e-06 1.25e-06
41 1.9e-06 1.4e-06 1.15e-06 1.85e-06 1.65e-06 1.1e-06 1.2e-06 1.5e-06 2e-06 1.55e-06 1.55e-06 2e-06 1.4e-06 1.35e-06 1.35e-06 1.5e-06 1.05e-06 1.4e-06 1.45e-06 1.5e-06 1.55e-06 1.7e-06 1.55e-06 1.45e-06 1.7e-06 1.05e-06 1.35e-06 1.6e-06 1.15e-06 1.25e-06 1.1e-06 1.4e-06 1.35e-06 1.7e-06 1.25e-06 1.15e-06 1.15e-06 1.05e-06 2e-06 1.35e-06 1.2e-06 1.7e-06 1.4e-06 1.55e-06 1.5e-06 1.3e-06 1.25e-06 1.5e-06 1.5e-06 1.15e-06 1.7e-06 1.35e-06 1.1e-06 1.6e-06 1.1e-06 1.25e-06 1.7e-06 1.35e-06 1.5e-06 1.9e-06 1.05e-06 1.35e-06 1.85e-06 1.15e-06 1.6e-06 1.35e-06 1.35e-06 1.6e-06 1.25e-06 1.25e-06
42 2e-06 1.85e-06 1.65e-06 1.35e-06 1.25e-06 1.55e-06 1.3e-06 1.7e-06 1.95e-06 2.1e-06 1.85e-06 1.5e-06 2.15e-06 2e-06 1.25e-06 2e-06 9.5e-07 1.55e-06 2.1e-06 9e-07 1.8e-06 2.25e-06 9e-07 1.75e-06 1.65e-06 1.45e-06 1.55e-06 2.2e-06 1.7e-06 1.7e-06 1.5e-06 1.25e-06 2.15e-06 1.8e-06 1.45e-06 2e-06 1.3e-06 9e-07 2e-06 1.3e-06 1.05e-06 1.4e-06 1.4e-06 1.9e-06 2.15e-06 1.6e-06 1.5e-06 2.05e-06 2.05e-06 1.45e-06 1e-06 1.3e-06 1.5e-06 2.35e-06 1e-06 1.45e-06 1.9e-06 2.15e-06 1.25e-06 2e-06 1.75e-06 1.45e-06 1.5e-06 1.1e-06 1.4e-06 1.85e-06 2.15e-06 9.5e-07 2.15e-06 1.45e-06
43 1.55e-06 1.55e-06 1.65e-06 1.95e-06 1.45e-06 1.55e-06 1.8e-06 1.85e-06 1.85e-06 1.8e-06 1.75e-06 2e-06 1.6e-06 1.3e-06 2.05e-06 1.55e-06 1.95e-06 1.55e-06 1.55e-06 2.05e-06 1.65e-06 1.8e-06 1.75e-06 1.75e-06 2.15e-06 1.5e-06 1.95e-06 1.8e-06 1.45e-06 1.4e-06 1.55e-06 1.9e-06 1.15e-06 1.5e-06 1.7e-06 1e-06 1.65e-06 2.15e-06 2e-06 1.35e-06 2e-06 1.55e-06 1.9e-06 1.9e-06 1.6e-06 2e-06 1.9e-06 1.45e-06 1.45e-06 1.65e-06 1.8e-06 2.35e-06 1.55e-06 1.6e-06 1.95e-06 1.85e-06 1.3e-06 1.3e-06 1.55e-06 1.55e-06 1.3e-06 2.15e-06 2.25e-06 1.95e-06 2.35e-06 1.4e-06 1.3e-06 1.8e-06 1.2e-06 1.8e-06
44 2.15e-06 1.75e-06 1.7e-06 2.3e-06 1.8e-06 1.6e-06 1.5e-06 1.65e-06 1.95e-06 1.2e-06 1.55e-06 2.45e-06 8.5e-07 1.1e-06 2e-06 1.7e-06 1.8e-06 1.35e-06 8.5e-07 2.3e-06 1.65e-06 1.4e-06 2.1e-06 1.7e-06 2.15e-06 1.55e-06 1.65e-06 1.2e-06 1.1e-06 1.55e-06 1.6e-06 1.9e-06 1.35e-06 2e-06 1.25e-06 1.25e-06 1.6e-06 1.95e-06 1.9e-06 1.75e-06 1.9e-06 1.5e-06 2.15e-06 1.6e-06 1.7e-06 1.7e-06 1.4e-06 1.25e-06 1.3e-06 1.65e-06 2.25e-06 2.15e-06 1.6e-06 1.55e-06 1.85e-06 1.5e-06 1.4e-06 1.2e-06 1.95e-06 2.15e-06 1.5e-06 1.7e-06 2.45e-06 1.65e-06 2.2e-06 1.55e-06 1.2e-06 2.15e-06 1.1e-06 1.5e-06
45 2.35e-06 1.75e-06 1.6e-06 2.05e-06 1.8e-06 1.55e-06 1.15e-06 1.25e-06 2.35e-06 1.65e-06 1.4e-06 2.1e-06 1.9e-06 1.45e-06 1.45e-06 1.9e-06 1.35e-06 1.35e-06 1.65e-06 1.7e-06 1.55e-06 1.2e-06 1.75e-06 1.75e-06 1.6e-06 1.45e-06 1.3e-06 1.5e-06 1.1e-06 1.7e-06 1.5e-06 1.6e-06 1.75e-06 2.15e-06 1.3e-06 1.65e-06 1.3e-06 1.25e-06 2.35e-06 1.8e-06 1.4e-06 1.3e-06 1.6e-06 2e-06 1.7e-06 2.1e-06 1.6e-06 1.4e-06 1.35e-06 1.45e-06 1.9e-06 1.35e-06 1.5e-06 1.6e-06 1.3e-06 1.25e-06 2.05e-06 1.6e-06 1.7e-06 2.35e-06 1.7e-06 1.4e-06 1.85e-06 1.15e-06 1.8e-06 1.65e-06 1.6e-06 1.8e-06 1.6e-06 1.2e-06
46 2.2e-06 1.7e-06 1.5e-06 2e-06 1.85e-06 1.4e-06 1.4e-06 1.7e-06 1.9e-06 1.45e-06 1.75e-06 2.15e-06 1e-06 1.6e-06 1.5e-06 1.8e-06 1.2e-06 1.65e-06 1.4e-06 1.7e-06 1.7e-06 1.95e-06 1.7e-06 1.6e-06 1.85e-06 1.35e-06 1.55e-06 1.5e-06 1.4e-06 1.55e-06 1.4e-06 1.55e-06 1.7e-06 2e-06 1.45e-06 1.55e-06 1.45e-06 1.2e-06 1.85e-06 1.65e-06 1.35e-06 1.25e-06 1.5e-06 1.9e-06 1.4e-06 1.6e-06 2e-06 1.75e-06 1.75e-06 1.4e-06 1.85e-06 1.5e-06 1.4e-06 1.95e-06 1.3e-06 1.45e-06 1.6e-06 1.7e-06 1.7e-06 2.2e-06 1.5e-06 1.6e-06 2e-06 1.35e-06 1.65e-06 1.65e-06 1.7e-06 1.75e-06 1.6e-06 1.45e-06
47 2.05e-06 1.35e-06 1.6e-06 2.1e-06 1.7e-06 1.5e-06 1.25e-06 1.2e-06 2.25e-06 1.4e-06 1.05e-06 2.1e-06 1.6e-06 7.5e-07 1.7e-06 1.45e-06 1.75e-06 1.1e-06 1.2e-06 2.2e-06 1.05e-06 9.5e-07 1.9e-06 1.55e-06 1.55e-06 1.4e-06 1.4e-06 1.35e-06 9e-07 1.35e-06 1.45e-06 1.6e-06 1e-06 2e-06 1.2e-06 1e-06 1.45e-06 1.85e-06 2.25e-06 1.75e-06 1.7e-06 1.5e-06 2.05e-06 1.45e-06 1.25e-06 1.4e-06 1.75e-06 1.3e-06 7.5e-07 1.45e-06 2.05e-06 1.9e-06 1.45e-06 1.25e-06 1.65e-06 1.25e-06 1.7e-06 1e-06 1.8e-06 2.05e-06 1.45e-06 1.65e-06 2.1e-06 1.4e-06 2.15e-06 1.15e-06 1e-06 1.95e-06 1e-06 1.25e-06
48 2.05e-06 1.3e-06 1.6e-06 2.1e-06 1.7e-06 1.5e-06 1.1e-06 1.15e-06 2.25e-06 1.25e-06 8.5e-07 2.05e-06 1.6e-06 8e-07 1.7e-06 1.45e-06 1.75e-06 1.15e-06 1.25e-06 2.2e-06 9.5e-07 7.5e-07 1.9e-06 1.55e-06 1.5e-06 1.4e-06 1.25e-06 1.3e-06 9e-07 1.35e-06 1.45e-06 1.6e-06 1.05e-06 2e-06 1.25e-06 1e-06 1.45e-06 1.85e-06 2.25e-06 1.75e-06 1.7e-06 1.5e-06 2.05e-06 1.45e-06 1.3e-06 1.35e-06 1.75e-06 7.5e-07 1.1e-06 1.45e-06 2.05e-06 1.9e-06 1.45e-06 1.2e-06 1.65e-06 1.35e-06 1.7e-06 1.05e-06 1.8e-06 2.05e-06 1.45e-06 1.7e-06 2.1e-06 1.45e-06 2.15e-06 1.1e-06 1.05e-06 1.95e-06 1.05e-06 1.1e-06
49 2e-06 1.35e-06 1.2e-06 1.8e-06 1.7e-06 1.15e-06 1.3e-06 1.5e-06 2.2e-06 1.75e-06 1.5e-06 1.95e-06 1.7e-06 1.4e-06 1.4e-06 1.4e-06 1.15e-06 1.45e-06 1.6e-06 1.55e-06 1.35e-06 1.8e-06 1.5e-06 1.25e-06 1.55e-06 1e-06 1.35e-06 1.8e-06 1.25e-06 1.2e-06 1.1e-06 1.2e-06 1.3e-06 1.95e-06 1.3e-06 1e-06 1.25e-06 9e-07 2.2e-06 1.6e-06 1e-06 1.15e-06 1.45e-06 1.65e-06 1.65e-06 1.45e-06 1.4e-06 1.45e-06 1.45e-06 1.7e-06 1.65e-06 1.4e-06 1e-06 1.7e-06 1.05e-06 1.2e-06 1.9e-06 1.45e-06 1.45e-06 2e-06 1.25e-06 1.35e-06 1.8e-06 1.2e-06 1.55e-06 1.25e-06 1.45e-06 1.55e-06 1.45e-06 1.3e-06
50 1.9e-06 1.8e-06 1.8e-06 1.25e-06 1.1e-06 1.7e-06 1.5e-06 1.75e-06 2e-06 2.25e-06 1.85e-06 1.4e-06 2.3e-06 2e-06 1.35e-06 1.85e-06 1.25e-06 1.5e-06 2.2e-06 1.15e-06 1.65e-06 2.4e-06 8.5e-07 1.75e-06 1.55e-06 1.6e-06 1.85e-06 2.35e-06 1.95e-06 1.55e-06 1.65e-06 1.1e-06 2e-06 1.85e-06 1.6e-06 1.9e-06 1.4e-06 1.35e-06 1.95e-06 1.4e-06 1.2e-06 1.7e-06 1e-06 1.8e-06 2.25e-06 1.9e-06 1.85e-06 2.05e-06 2.05e-06 1.65e-06 1.1e-06 1.55e-06 1.65e-06 2.35e-06 1.15e-06 1.75e-06 1.95e-06 2.15e-06 1.45e-06 1.9e-06 1.75e-06 1.75e-06 1.5e-06 1.35e-06 1.65e-06 1.7e-06 2.15e-06 9e-07 2.15e-06 1.7e-06
51 2.45e-06 1.65e-06 1.55e-06 1.8e-06 1.95e-06 1.5e-06 1.35e-06 1.4e-06 2.4e-06 2.05e-06 1.7e-06 1.85e-06 2.05e-06 1.95e-06 1e-06 1.9e-06 1.05e-06 1.75e-06 2.1e-06 1.4e-06 1.5e-06 2.1e-06 1.4e-06 1.6e-06 1.2e-06 1.4e-06 1.55e-06 2e-06 1.7e-06 1.6e-06 1.45e-06 1.15e-06 2e-06 2.35e-06 1.55e-06 1.9e-06 1.4e-06 9e-07 2.4e-06 1.9e-06 1e-06 1.35e-06 1.3e-06 2.35e-06 2.15e-06 1.35e-06 1.5e-06 1.9e-06 1.9e-06 1.4e-06 1.55e-06 1.4e-06 1.45e-06 2.15e-06 9e-07 1.45e-06 2.35e-06 2.1e-06 1.75e-06 2.45e-06 1.75e-06 1.4e-06 1.55e-06 1.1e-06 1.35e-06 1.65e-06 2.1e-06 1.45e-06 2.1e-06 1.5e-06
52 1.9e-06 1.25e-06 1.15e-06 1.8e-06 1.7e-06 1.1e-06 1.3e-06 1.5e-06 2.15e-06 1.7e-06 1.5e-06 1.95e-06 1.6e-06 1.35e-06 1.3e-06 1.3e-06 1.1e-06 1.45e-06 1.55e-06 1.6e-06 1.35e-06 1.8e-06 1.5e-06 1.3e-06 1.55e-06 9.5e-07 1.4e-06 1.75e-06 1.3e-06 1.1e-06 1.05e-06 1.2e-06 1.2e-06 1.85e-06 1.3e-06 9.5e-07 1.3e-06 1e-06 2.15e-06 1.5e-06 1.05e-06 1.1e-06 1.5e-06 1.55e-06 1.6e-06 1.5e-06 1.4e-06 1.45e-06 1.45e-06 1e-06 1.65e-06 1.45e-06 1.9e-06 1.6e-06 1.1e-06 1.25e-06 1.85e-06 1.35e-06 1.5e-06 1.9e-06 1.05e-06 1.4e-06 1.85e-06 1.2e-06 1.6e-06 1.15e-06 1.35e-06 1.55e-06 1.3e-06 1.35e-06
53 2.15e-06 1.5e-06 1.65e-06 2.45e-06 2.05e-06 1.55e-06 1.55e-06 1.45e-06 2.5e-06 1.6e-06 1.5e-06 2.5e-06 1.7e-06 1.2e-06 1.85e-06 1.65e-06 1.95e-06 1.5e-06 1.5e-06 2.5e-06 1.55e-06 1.2e-06 2.2e-06 1.8e-06 1.9e-06 1.55e-06 1.75e-06 1.4e-06 1.3e-06 1.45e-06 1.6e-06 1.9e-06 1.1e-06 2.15e-06 1.6e-06 1.1e-06 1.8e-06 2.15e-06 2.5e-06 1.85e-06 2e-06 1.6e-06 2.35e-06 1.6e-06 1.55e-06 1.6e-06 1.95e-06 1.25e-06 1.2e-06 1.7e-06 2.35e-06 2.15e-06 1.6e-06 2.1e-06 1.95e-06 1.7e-06 1.95e-06 1.15e-06 2.15e-06 2.15e-06 1.35e-06 2e-06 2.4e-06 1.75e-06 2.45e-06 1.4e-06 1.1e-06 2.25e-06 1.1e-06 1.6e-06
