 slim_762404970 slim_762404974 slim_762404972 slim_762404985 slim_762404953 slim_762404977 slim_762404950 slim_762404944 slim_762404978 slim_762404975 slim_762404971 slim_762404958 slim_762404979 slim_762404945 slim_762404952 slim_762404967 slim_762404941 slim_762404965 slim_762404960 slim_762404940 slim_762404946 slim_762404956 slim_762404966 slim_762404962 slim_762404987 slim_762404949 slim_762404988 slim_762404983 slim_762404969 slim_762404961 slim_762404954 slim_762404984 slim_762404951 slim_762404963 slim_762404957 slim_762404973 slim_762404959 slim_762404948 slim_762404942 slim_762404964 slim_762404986 slim_762404981 slim_762404955 slim_762404947 slim_762404976 slim_762404943 slim_762404968 slim_762404982 slim_762404980
39 1.1e-06 1.6e-06 1.6e-06 1.85e-06 2.55e-06 2.1e-06 2.45e-06 1.35e-06 1.4e-06 2.25e-06 3e-06 2.15e-06 2.15e-06 2.45e-06 1.9e-06 2.25e-06 2.35e-06 1.8e-06 2.95e-06 2.55e-06 2.4e-06 1.8e-06 2.15e-06 8.5e-07 1.25e-06 1.75e-06 2.5e-06 2.6e-06 1.5e-06 2.25e-06 1.75e-06 1.8e-06 1.9e-06 1.9e-06 2.3e-06 1.9e-06 1.7e-06 1.95e-06 2.45e-06 1.5e-06 1.85e-06 2.85e-06 1.25e-06 1.5e-06 2.15e-06 1.75e-06 2.55e-06 2.15e-06 1.8e-06
40 1.5e-06 5e-07 6e-07 1e-07 2.55e-06 1.35e-06 2.5e-06 1.45e-06 1.85e-06 3.1e-06 2.55e-06 1.5e-06 2.4e-06 1.85e-06 2.2e-06 1.65e-06 9.5e-07 1.85e-06 2.9e-06 2.1e-06 2.15e-06 1.65e-06 1.5e-06 1.9e-06 1.7e-06 8e-07 1.35e-06 2.85e-06 1.05e-06 3e-06 1.65e-06 1e-07 1.15e-06 1.9e-06 1.75e-06 1.6e-06 1.85e-06 2.1e-06 2.25e-06 1.85e-06 2e-07 2.6e-06 9.5e-07 1.45e-06 2.2e-06 1.45e-06 2.1e-06 1.15e-06 1.35e-06
41 2.85e-06 2.6e-06 2.6e-06 2.6e-06 2.2e-06 2.8e-06 2.55e-06 2.75e-06 2.7e-06 2e-06 2.45e-06 2.2e-06 2e-06 2.7e-06 2.45e-06 2.2e-06 2.15e-06 2.2e-06 2.15e-06 2.3e-06 2.4e-06 2.25e-06 2.35e-06 2.6e-06 2.75e-06 2.6e-06 2.5e-06 2.4e-06 2.55e-06 2.05e-06 2.35e-06 2.55e-06 2.7e-06 2.55e-06 2.25e-06 2.45e-06 2.15e-06 2.45e-06 1.9e-06 2.85e-06 2.6e-06 3.4e-06 2.75e-06 2.7e-06 2.6e-06 2.4e-06 2.45e-06 2.2e-06 2.55e-06
42 1.1e-06 8e-07 1.05e-06 9.5e-07 2.65e-06 1.8e-06 2.4e-06 1.45e-06 1.75e-06 2.75e-06 2.75e-06 1.75e-06 2.25e-06 2.1e-06 2.25e-06 2e-06 1.6e-06 1.9e-06 2.95e-06 2.4e-06 2.3e-06 1.8e-06 1.75e-06 1.55e-06 1.7e-06 1.2e-06 1.8e-06 2.7e-06 1.3e-06 2.65e-06 1.7e-06 9e-07 1.4e-06 1.7e-06 2e-06 1.75e-06 1.8e-06 2e-06 2.45e-06 1.25e-06 9.5e-07 2.75e-06 1.5e-06 1.35e-06 2.25e-06 1.65e-06 2.25e-06 1.6e-06 1.65e-06
43 1.4e-06 1.35e-06 1.45e-06 1.45e-06 2.7e-06 1.9e-06 2.5e-06 1.8e-06 1.85e-06 2.8e-06 2.8e-06 1.85e-06 2.25e-06 2.4e-06 2.3e-06 2.25e-06 1.8e-06 1.95e-06 2.95e-06 2.5e-06 2.5e-06 1.85e-06 1.95e-06 1.75e-06 1.95e-06 1.55e-06 2.1e-06 2.75e-06 1.7e-06 2.75e-06 2e-06 1.4e-06 1.75e-06 2.05e-06 2.3e-06 2.05e-06 1.85e-06 2.2e-06 2.45e-06 1.5e-06 1.45e-06 2.7e-06 1.35e-06 2.3e-06 2.35e-06 1.85e-06 2.55e-06 1.8e-06 1.9e-06
44 2.4e-06 2.25e-06 2.2e-06 2.2e-06 1.95e-06 2.5e-06 2.55e-06 2.05e-06 2.35e-06 2.6e-06 2.55e-06 2.35e-06 2.5e-06 2.75e-06 2.3e-06 2.4e-06 2.3e-06 2.1e-06 2.35e-06 2.5e-06 2.7e-06 2.1e-06 1.95e-06 1.9e-06 1.95e-06 2.2e-06 2.1e-06 2.4e-06 2e-06 2.6e-06 2.15e-06 2.15e-06 2.55e-06 2.6e-06 2.45e-06 2.45e-06 2.2e-06 2.45e-06 2.2e-06 2.15e-06 2.2e-06 2.6e-06 2.25e-06 2.35e-06 3.6e-06 2.1e-06 2.7e-06 2.4e-06 2.4e-06
45 1.75e-06 1.5e-06 1.45e-06 1.45e-06 2.05e-06 1.95e-06 2.65e-06 1.6e-06 1.85e-06 2.5e-06 2.55e-06 1.9e-06 2.35e-06 2.2e-06 1.8e-06 1.9e-06 1.85e-06 1.9e-06 2.45e-06 2.2e-06 2.2e-06 1.8e-06 1.8e-06 1.65e-06 1.6e-06 1.45e-06 1.95e-06 2.65e-06 1.4e-06 2.5e-06 1.6e-06 1.4e-06 1.8e-06 2.25e-06 1.95e-06 2.1e-06 1.9e-06 2.1e-06 2e-06 1.75e-06 1.45e-06 2.4e-06 1.65e-06 1.85e-06 2.1e-06 2.5e-06 2.2e-06 1.85e-06 1.75e-06
46 2.3e-06 2.2e-06 2e-06 2.1e-06 2.2e-06 2.5e-06 2.15e-06 2.3e-06 2.3e-06 2.35e-06 2e-06 2.25e-06 2.3e-06 1.85e-06 2.1e-06 2.15e-06 2.3e-06 2.5e-06 2.4e-06 2.5e-06 2.45e-06 2.35e-06 2.1e-06 2.4e-06 2.6e-06 2.1e-06 2.25e-06 2.6e-06 2.15e-06 2.4e-06 2.1e-06 2.05e-06 2.25e-06 2.6e-06 2.15e-06 2.35e-06 2.2e-06 2.35e-06 2.25e-06 2.55e-06 2.1e-06 2.45e-06 2.25e-06 2.55e-06 2.7e-06 2.2e-06 3e-06 2.25e-06 2.3e-06
47 1.95e-06 1.4e-06 1.4e-06 1.1e-06 2.45e-06 2e-06 2.35e-06 1.95e-06 2.3e-06 2.9e-06 2.5e-06 1.6e-06 2e-06 2.2e-06 2.45e-06 2.05e-06 1.25e-06 1.8e-06 2.75e-06 2.35e-06 2.45e-06 1.7e-06 1.7e-06 2.2e-06 2.25e-06 1.75e-06 1.8e-06 2.7e-06 1.7e-06 2.8e-06 2.05e-06 1.1e-06 1.95e-06 2.35e-06 2.15e-06 2e-06 1.7e-06 2.45e-06 2e-06 2.15e-06 1.15e-06 2.2e-06 1.6e-06 1.8e-06 2.4e-06 1.85e-06 2.25e-06 2.2e-06 2.05e-06
48 1.5e-06 1.4e-06 1.15e-06 1.35e-06 2.65e-06 1.65e-06 2.65e-06 1.8e-06 1.4e-06 2.25e-06 2.75e-06 1.8e-06 2.4e-06 2.25e-06 1.8e-06 1.8e-06 2e-06 2.1e-06 2.75e-06 2.1e-06 1.9e-06 2e-06 2.2e-06 1.45e-06 1.55e-06 1.15e-06 2.25e-06 2.8e-06 1.45e-06 2.35e-06 1.75e-06 1.3e-06 1.5e-06 2e-06 1.85e-06 1.85e-06 1.95e-06 1.85e-06 2.45e-06 1.8e-06 1.35e-06 2.55e-06 1.65e-06 1.9e-06 2.4e-06 1.75e-06 2.3e-06 2.05e-06 1.9e-06
