 slim_762366363 slim_762366326 slim_762366316 slim_762366362 slim_762366359 slim_762366347 slim_762366320 slim_762366356 slim_762366322 slim_762366331 slim_762366346 slim_762366334 slim_762366335 slim_762366343 slim_762366341 slim_762366353 slim_762366318 slim_762366337 slim_762366325 slim_762366329 slim_762366319 slim_762366342 slim_762366314 slim_762366324 slim_762366364 slim_762366345 slim_762366358 slim_762366315 slim_762366339 slim_762366349 slim_762366348 slim_762366361 slim_762366333 slim_762366328 slim_762366323 slim_762366321 slim_762366354 slim_762366351 slim_762366330 slim_762366357 slim_762366360 slim_762366350 slim_762366317 slim_762366344 slim_762366332 slim_762366336 slim_762366338 slim_762366355 slim_762366352 slim_762366340 slim_762366327
13 1.55e-06 2.05e-06 2.35e-06 1.75e-06 2.05e-06 1.85e-06 1.8e-06 1.5e-06 1.85e-06 1.65e-06 1.9e-06 1.85e-06 2.2e-06 2.1e-06 1.75e-06 1.55e-06 1.5e-06 1.15e-06 1.8e-06 1.45e-06 1.3e-06 1.75e-06 1.7e-06 1.7e-06 1.45e-06 1.4e-06 1.85e-06 1.7e-06 1.6e-06 1.7e-06 1.7e-06 1.45e-06 1.3e-06 1.6e-06 1.95e-06 1.7e-06 1.2e-06 1.5e-06 1.45e-06 1.85e-06 1.85e-06 1.55e-06 1.35e-06 1.55e-06 1.75e-06 1.3e-06 1.5e-06 1.7e-06 2e-06 1.9e-06 2e-06
14 1.2e-06 1.7e-06 2.25e-06 1.7e-06 2.15e-06 1.9e-06 2.1e-06 1.65e-06 1.8e-06 1.55e-06 1.5e-06 1.8e-06 2.25e-06 1.75e-06 2.1e-06 1.5e-06 1.75e-06 1.8e-06 1.2e-06 1.7e-06 1.6e-06 1.5e-06 1.5e-06 1.5e-06 1.8e-06 1.7e-06 1.9e-06 1.8e-06 2.05e-06 1.65e-06 1.5e-06 1.85e-06 1.65e-06 1.55e-06 1.8e-06 1.75e-06 1.65e-06 2.1e-06 1.75e-06 1.45e-06 1.35e-06 1.9e-06 1.95e-06 1.8e-06 1.75e-06 2.15e-06 2e-06 1.75e-06 1.8e-06 1.95e-06 1.7e-06
15 1.2e-06 1.5e-06 1.9e-06 9e-07 1.8e-06 1.55e-06 1.55e-06 1.35e-06 1.35e-06 1.05e-06 1.15e-06 1.5e-06 1.6e-06 1.55e-06 1.5e-06 1.3e-06 1.2e-06 1.6e-06 1.05e-06 1.15e-06 1.55e-06 9e-07 9e-07 9e-07 1.25e-06 1.2e-06 1.6e-06 1.55e-06 1.7e-06 1e-06 9e-07 1.3e-06 1.1e-06 1.05e-06 1.3e-06 1.5e-06 1.75e-06 2.2e-06 1.2e-06 1.5e-06 1.2e-06 1.6e-06 1.65e-06 1.2e-06 9e-07 1.65e-06 1.3e-06 1.4e-06 1.2e-06 1.8e-06 1.4e-06
16 1.45e-06 1.75e-06 2.1e-06 1.45e-06 2.2e-06 1.95e-06 1.25e-06 1.8e-06 1.35e-06 1.3e-06 1.7e-06 1.75e-06 1.85e-06 1.5e-06 1.75e-06 1.2e-06 1.7e-06 1.55e-06 1.25e-06 9.5e-07 1.3e-06 1.1e-06 1.1e-06 1.1e-06 1.1e-06 1.85e-06 1.95e-06 1.85e-06 1.6e-06 1.25e-06 1.1e-06 1e-06 9.5e-07 1.6e-06 1.65e-06 1.8e-06 2.15e-06 2e-06 1e-06 1.7e-06 1.3e-06 1.95e-06 1.7e-06 1.95e-06 1.45e-06 1e-06 1.45e-06 1.8e-06 1.4e-06 2.2e-06 1.8e-06
17 1.6e-06 2.1e-06 2.4e-06 1.8e-06 2.1e-06 1.9e-06 1.85e-06 1.5e-06 1.9e-06 1.7e-06 1.95e-06 1.95e-06 2.25e-06 1.15e-06 1.8e-06 1.6e-06 1.55e-06 2.2e-06 1.85e-06 1.5e-06 1.35e-06 1.8e-06 1.75e-06 1.75e-06 1.5e-06 1.4e-06 1.9e-06 1.7e-06 1.65e-06 1.75e-06 1.75e-06 1.55e-06 1.35e-06 1.65e-06 2e-06 1.7e-06 1.25e-06 1.6e-06 1.5e-06 1.95e-06 1.9e-06 1.65e-06 1.4e-06 1.6e-06 1.8e-06 1.3e-06 1.55e-06 1.75e-06 2.05e-06 1.95e-06 2.05e-06
18 1.25e-06 1.3e-06 1.9e-06 1.25e-06 2.05e-06 1.75e-06 1.6e-06 1.7e-06 1.3e-06 1.1e-06 1.15e-06 1.55e-06 1.8e-06 1.8e-06 1.2e-06 1.05e-06 1.25e-06 1.85e-06 1.1e-06 1.2e-06 1.65e-06 8e-07 8e-07 8e-07 1.3e-06 1.8e-06 1.8e-06 1.65e-06 2.05e-06 1.1e-06 8e-07 1.35e-06 1.15e-06 1.4e-06 1.4e-06 1.6e-06 2.05e-06 2.4e-06 1.25e-06 1.15e-06 7.5e-07 1.95e-06 2e-06 1.9e-06 1.3e-06 1.85e-06 1.75e-06 1.6e-06 1.1e-06 2.1e-06 1.35e-06
19 1.4e-06 1.7e-06 2.05e-06 1.4e-06 2.15e-06 1.9e-06 1.3e-06 1.75e-06 1.35e-06 1.25e-06 1.65e-06 1.7e-06 1.8e-06 1.45e-06 1.7e-06 1.15e-06 9.5e-07 1.5e-06 1.2e-06 1.6e-06 1.35e-06 1.05e-06 1.05e-06 1.05e-06 1.05e-06 1.8e-06 1.9e-06 1.8e-06 1.65e-06 1.2e-06 1.05e-06 1.05e-06 9e-07 1.55e-06 1.6e-06 1.75e-06 2.1e-06 2.05e-06 8.5e-07 1.65e-06 1.25e-06 1.9e-06 1.65e-06 1.9e-06 1.4e-06 1.05e-06 1.4e-06 1.75e-06 1.35e-06 2.15e-06 1.75e-06
20 1.5e-06 1.9e-06 2.3e-06 1.75e-06 2.15e-06 1.95e-06 1.6e-06 1.65e-06 1.75e-06 1.55e-06 1.8e-06 1.9e-06 2.15e-06 1.3e-06 1.6e-06 1.55e-06 1.3e-06 1.35e-06 1.65e-06 1.35e-06 2e-06 1.7e-06 1.65e-06 1.65e-06 1.45e-06 1.6e-06 1.9e-06 1.85e-06 1.45e-06 1.65e-06 1.65e-06 1.35e-06 1.3e-06 1.65e-06 1.85e-06 1.8e-06 1.6e-06 1.55e-06 1.35e-06 1.8e-06 1.7e-06 1.75e-06 1.5e-06 1.7e-06 1.75e-06 1.15e-06 1.55e-06 1.8e-06 1.95e-06 1.9e-06 1.9e-06
21 1.1e-06 1.55e-06 1.4e-06 1.1e-06 1.8e-06 1.5e-06 1.3e-06 1.6e-06 1.1e-06 1.05e-06 1.45e-06 1.15e-06 1.5e-06 1.75e-06 1.5e-06 9e-07 1.1e-06 1.8e-06 8e-07 1.05e-06 1.7e-06 6e-07 3.5e-07 4e-07 1e-06 1.75e-06 1.55e-06 1.35e-06 1.95e-06 9.5e-07 4e-07 1.2e-06 1e-06 1.25e-06 1.35e-06 1.3e-06 2e-06 2.35e-06 1.1e-06 1.25e-06 9.5e-07 1.85e-06 1.95e-06 1.85e-06 1e-06 1.8e-06 1.7e-06 1.3e-06 6e-07 1.75e-06 1.65e-06
22 1.1e-06 1.5e-06 1.25e-06 1.05e-06 1.7e-06 1.4e-06 1.2e-06 1.6e-06 1e-06 1e-06 1.4e-06 1.1e-06 1.4e-06 1.7e-06 1.5e-06 9e-07 1.1e-06 1.75e-06 8e-07 1.05e-06 1.65e-06 3.5e-07 3e-07 2.5e-07 8.5e-07 1.7e-06 1.45e-06 1.25e-06 1.9e-06 9.5e-07 2.5e-07 1.15e-06 9.5e-07 1.25e-06 1.3e-06 1.2e-06 1.95e-06 2.3e-06 1.05e-06 1.15e-06 9.5e-07 1.8e-06 1.9e-06 1.8e-06 8.5e-07 1.75e-06 1.65e-06 1.15e-06 4.5e-07 1.65e-06 1.6e-06
23 1.05e-06 1.5e-06 1.35e-06 1e-06 1.75e-06 1.45e-06 1.25e-06 1.6e-06 1e-06 1e-06 1.4e-06 1.15e-06 1.45e-06 1.7e-06 1.5e-06 9e-07 1.1e-06 1.75e-06 8e-07 1.05e-06 1.65e-06 4e-07 2.5e-07 5e-07 9e-07 1.7e-06 1.5e-06 1.3e-06 1.9e-06 9.5e-07 2.5e-07 1.1e-06 9e-07 1.25e-06 1.3e-06 1.25e-06 1.95e-06 2.3e-06 1e-06 1.2e-06 9.5e-07 1.8e-06 1.9e-06 1.8e-06 9e-07 1.75e-06 1.65e-06 1.2e-06 5.5e-07 1.7e-06 1.6e-06
24 1.5e-06 1.75e-06 1.85e-06 1.45e-06 2.1e-06 1.85e-06 1.25e-06 1.85e-06 1.35e-06 1.3e-06 1.7e-06 1.65e-06 1.75e-06 1.45e-06 1.8e-06 1.25e-06 1.1e-06 1.5e-06 1.3e-06 1.05e-06 1.45e-06 1e-06 8.5e-07 9e-07 1.7e-06 1.85e-06 1.85e-06 1.7e-06 1.75e-06 1.3e-06 9e-07 1.15e-06 9e-07 1.65e-06 1.65e-06 1.65e-06 2.15e-06 2.15e-06 1.05e-06 1.65e-06 1.35e-06 1.95e-06 1.65e-06 1.95e-06 1.25e-06 1.1e-06 1.4e-06 1.6e-06 1.15e-06 2.05e-06 1.8e-06
25 1.5e-06 2e-06 2.35e-06 1.4e-06 1.85e-06 1.65e-06 2.15e-06 1.2e-06 2e-06 1.6e-06 1.55e-06 1.85e-06 2.15e-06 1.4e-06 1.7e-06 1.2e-06 1.85e-06 1.4e-06 1.8e-06 1.8e-06 1.6e-06 1.75e-06 1.7e-06 1.7e-06 1.85e-06 1.7e-06 1.7e-06 1.55e-06 1.75e-06 1.65e-06 1.7e-06 1.85e-06 1.7e-06 1.25e-06 1.8e-06 1.55e-06 1e-06 1.8e-06 1.8e-06 1.9e-06 1.95e-06 1.45e-06 1.55e-06 1e-06 1.4e-06 2.05e-06 1.6e-06 1.5e-06 2e-06 1.7e-06 1.8e-06
26 1.6e-06 2.2e-06 1.6e-06 1.7e-06 1.55e-06 1.75e-06 2.15e-06 1.7e-06 1.85e-06 1.7e-06 1.95e-06 1.75e-06 1.65e-06 1.85e-06 1.9e-06 1.6e-06 1.95e-06 1.9e-06 1.8e-06 1.9e-06 1.9e-06 1.55e-06 1.45e-06 1.5e-06 1.85e-06 1.7e-06 2.5e-06 1.75e-06 2.15e-06 1.75e-06 1.5e-06 1.95e-06 1.8e-06 1.6e-06 1.65e-06 1.7e-06 1.65e-06 2.15e-06 1.9e-06 1.9e-06 1.95e-06 1.9e-06 2.05e-06 1.8e-06 1.7e-06 2.35e-06 2.05e-06 1.7e-06 1.75e-06 1.8e-06 2.15e-06
27 1.5e-06 2.15e-06 1.8e-06 1.7e-06 1.95e-06 1.65e-06 1.75e-06 1.55e-06 1.85e-06 1.7e-06 1.95e-06 1.35e-06 2.15e-06 1.7e-06 1.8e-06 1.55e-06 1.85e-06 1.7e-06 1.65e-06 1.8e-06 1.85e-06 1.35e-06 1.25e-06 1.3e-06 1.7e-06 1.55e-06 1.75e-06 2.4e-06 2.1e-06 1.7e-06 1.3e-06 1.85e-06 1.7e-06 1.55e-06 1.95e-06 1.2e-06 1.35e-06 2.05e-06 1.8e-06 1.75e-06 1.8e-06 1.8e-06 1.95e-06 1.75e-06 1.6e-06 2.3e-06 2.1e-06 1.5e-06 1.2e-06 1.75e-06 2.15e-06
28 1.8e-06 2.05e-06 2.55e-06 1.9e-06 2.35e-06 2.15e-06 1.9e-06 1.8e-06 2.05e-06 1.8e-06 2.1e-06 2.1e-06 2.3e-06 1.6e-06 2.05e-06 1.7e-06 1.6e-06 1.65e-06 2.05e-06 1.65e-06 1.45e-06 1.95e-06 1.9e-06 1.9e-06 1.75e-06 1.75e-06 2.15e-06 2.1e-06 2.7e-06 1.8e-06 1.9e-06 1.6e-06 1.6e-06 1.75e-06 2.1e-06 2.05e-06 1.85e-06 1.85e-06 1.65e-06 2.15e-06 2.1e-06 1.9e-06 1.75e-06 1.8e-06 1.9e-06 1.5e-06 1.8e-06 2e-06 2.2e-06 1.75e-06 2.25e-06
29 1.3e-06 1.3e-06 1.9e-06 1.05e-06 1.8e-06 1.6e-06 1.6e-06 1.35e-06 1.35e-06 1e-06 1.35e-06 1.55e-06 1.3e-06 1.7e-06 1.65e-06 1e-06 1.25e-06 1.75e-06 1.1e-06 1.2e-06 1.65e-06 9.5e-07 9.5e-07 9.5e-07 1.3e-06 1.65e-06 1.75e-06 1.7e-06 1.8e-06 1.4e-06 9.5e-07 1.35e-06 1.15e-06 1.35e-06 1.15e-06 1.65e-06 2e-06 2.2e-06 1.25e-06 1.6e-06 1.2e-06 1.45e-06 1.7e-06 1.55e-06 1.25e-06 1.7e-06 1.4e-06 1.45e-06 1.25e-06 1.8e-06 1.45e-06
30 1.05e-06 1.5e-06 1.35e-06 1e-06 1.75e-06 1.45e-06 1.25e-06 1.6e-06 1e-06 1e-06 1.4e-06 1.15e-06 1.45e-06 1.7e-06 1.5e-06 9e-07 1.1e-06 1.75e-06 8e-07 1.05e-06 1.65e-06 4e-07 2.5e-07 2.5e-07 9e-07 1.7e-06 1.5e-06 1.3e-06 1.9e-06 9.5e-07 5e-07 1.1e-06 9e-07 1.25e-06 1.3e-06 1.25e-06 1.95e-06 2.3e-06 1e-06 1.2e-06 9.5e-07 1.8e-06 1.9e-06 1.8e-06 9e-07 1.75e-06 1.65e-06 1.2e-06 5.5e-07 1.7e-06 1.6e-06
31 1.5e-06 1.8e-06 2.15e-06 1.45e-06 2.25e-06 2e-06 1.3e-06 1.85e-06 1.35e-06 1.35e-06 1.75e-06 1.75e-06 1.9e-06 1.45e-06 1.85e-06 1.3e-06 1e-06 1.55e-06 1.35e-06 1.05e-06 1.35e-06 1.2e-06 1.15e-06 1.1e-06 1.15e-06 1.85e-06 1.95e-06 1.85e-06 1.6e-06 1.35e-06 1.1e-06 1.8e-06 9.5e-07 1.65e-06 1.7e-06 1.8e-06 2.05e-06 1.95e-06 1e-06 1.65e-06 1.4e-06 1.9e-06 1.75e-06 2e-06 1.5e-06 1.05e-06 1.5e-06 1.85e-06 1.45e-06 2.2e-06 1.85e-06
32 1.3e-06 1.6e-06 1.95e-06 1.25e-06 2.05e-06 1.8e-06 1.25e-06 1.7e-06 1.2e-06 1.15e-06 1.55e-06 1.65e-06 1.7e-06 1.3e-06 1.65e-06 1.1e-06 9.5e-07 1.35e-06 1.15e-06 9e-07 1.3e-06 1e-06 9.5e-07 9e-07 9e-07 1.7e-06 1.8e-06 1.7e-06 1.6e-06 1.15e-06 9e-07 9.5e-07 1.4e-06 1.5e-06 1.5e-06 1.65e-06 2e-06 2e-06 8.5e-07 1.55e-06 1.2e-06 1.8e-06 1.5e-06 1.8e-06 1.3e-06 9.5e-07 1.25e-06 1.65e-06 1.25e-06 2.05e-06 1.65e-06
33 1.25e-06 1.85e-06 2e-06 1.25e-06 1.85e-06 1.6e-06 1.95e-06 1.35e-06 1.7e-06 1.4e-06 1.5e-06 1.5e-06 1.95e-06 1.6e-06 1.55e-06 1.05e-06 1.6e-06 1.65e-06 1.4e-06 1.55e-06 1.65e-06 1.25e-06 1.25e-06 1.25e-06 1.65e-06 1.25e-06 1.6e-06 1.55e-06 1.75e-06 1.35e-06 1.25e-06 1.65e-06 1.5e-06 2e-06 1.65e-06 1.5e-06 1.4e-06 1.95e-06 1.6e-06 1.6e-06 1.55e-06 1.6e-06 1.75e-06 1.3e-06 1.3e-06 2.1e-06 1.7e-06 1.45e-06 1.55e-06 1.55e-06 1.75e-06
34 1.6e-06 1.5e-06 1.9e-06 1.25e-06 1.65e-06 1.8e-06 1.95e-06 1.55e-06 1.5e-06 1.05e-06 1.4e-06 1.95e-06 1.3e-06 1.95e-06 1.8e-06 1.3e-06 1.65e-06 2e-06 1.4e-06 1.6e-06 1.85e-06 1.35e-06 1.3e-06 1.3e-06 1.65e-06 1.8e-06 1.65e-06 1.95e-06 2.1e-06 1.15e-06 1.3e-06 1.7e-06 1.5e-06 1.65e-06 1.7e-06 1.9e-06 2.15e-06 2.4e-06 1.6e-06 1.8e-06 1.55e-06 1.7e-06 1.9e-06 1.65e-06 1.5e-06 2.05e-06 1.6e-06 1.65e-06 1.6e-06 2.05e-06 1.6e-06
35 1.45e-06 2.1e-06 1.75e-06 1.65e-06 1.95e-06 1.65e-06 1.7e-06 1.55e-06 1.8e-06 1.65e-06 1.9e-06 1.3e-06 2.1e-06 1.7e-06 1.75e-06 1.5e-06 1.8e-06 1.7e-06 1.6e-06 1.75e-06 1.8e-06 1.3e-06 1.2e-06 1.25e-06 1.65e-06 1.55e-06 1.7e-06 1.2e-06 2.05e-06 1.65e-06 1.25e-06 1.8e-06 1.65e-06 1.5e-06 1.9e-06 2.3e-06 1.4e-06 2.05e-06 1.75e-06 1.7e-06 1.75e-06 1.8e-06 1.95e-06 1.75e-06 1.55e-06 2.25e-06 2.05e-06 1.5e-06 1.15e-06 1.7e-06 2.1e-06
36 1.45e-06 2.35e-06 2.35e-06 1.9e-06 1.8e-06 1.6e-06 2.45e-06 1.1e-06 2.25e-06 1.95e-06 2.05e-06 1.7e-06 2.5e-06 1.2e-06 1.65e-06 1.75e-06 2.15e-06 1.25e-06 2.05e-06 2.1e-06 1.6e-06 2e-06 1.95e-06 1.95e-06 2.15e-06 1e-06 1.65e-06 1.35e-06 1.85e-06 2e-06 1.95e-06 2.05e-06 2e-06 1.4e-06 2.15e-06 1.4e-06 4e-07 1.2e-06 2.1e-06 1.8e-06 2.2e-06 1.2e-06 1.55e-06 1.25e-06 1.95e-06 2.4e-06 2.1e-06 1.45e-06 2.25e-06 1.5e-06 2.25e-06
