 slim_762437427 slim_762437422 slim_762437431 slim_762437414 slim_762437443 slim_762437455 slim_762437413 slim_762437441 slim_762437454 slim_762437421 slim_762437437 slim_762437444 slim_762437423 slim_762437417 slim_762437439 slim_762437459 slim_762437418 slim_762437449 slim_762437442 slim_762437428 slim_762437424 slim_762437430 slim_762437412 slim_762437432 slim_762437435 slim_762437436 slim_762437457 slim_762437433 slim_762437458 slim_762437451 slim_762437434 slim_762437426 slim_762437453 slim_762437420 slim_762437445 slim_762437452 slim_762437416 slim_762437425 slim_762437448 slim_762437415 slim_762437429 slim_762437419 slim_762437460 slim_762437446 slim_762437450 slim_762437440 slim_762437456 slim_762437438 slim_762437447
39 1.55e-06 1.25e-06 1.5e-06 2e-06 1.95e-06 1.75e-06 2e-06 1.45e-06 1.45e-06 1e-06 2.35e-06 1.95e-06 2.15e-06 1.65e-06 1.1e-06 2.25e-06 1.15e-06 1.95e-06 1.85e-06 2.2e-06 1.85e-06 1.2e-06 1.25e-06 1.7e-06 1.75e-06 1.5e-06 1.35e-06 2.2e-06 2.85e-06 1.8e-06 2e-06 1.25e-06 1.3e-06 1.9e-06 1.7e-06 1.8e-06 2.15e-06 1.55e-06 1.2e-06 1.9e-06 1.95e-06 2.15e-06 2e-06 2e-06 1.8e-06 1.95e-06 1.7e-06 1.75e-06 2.95e-06
40 1.4e-06 1.45e-06 1.85e-06 2.3e-06 1.55e-06 1.2e-06 2.3e-06 1.45e-06 1.85e-06 1.45e-06 2.5e-06 2.05e-06 1.65e-06 1.5e-06 1.6e-06 3e-06 1.45e-06 1.35e-06 1.25e-06 2.15e-06 1.6e-06 1.9e-06 1.85e-06 2.7e-06 1.75e-06 1.45e-06 1.55e-06 2.65e-06 2.45e-06 1.4e-06 1.55e-06 1.4e-06 1.9e-06 1.5e-06 1.8e-06 1.4e-06 2.6e-06 1.3e-06 1.45e-06 1.95e-06 2.2e-06 2.6e-06 1.6e-06 1.6e-06 1.25e-06 2.25e-06 1.75e-06 1.25e-06 3e-06
41 2.3e-06 1.75e-06 2.05e-06 1.4e-06 2.6e-06 2.2e-06 1.4e-06 1.7e-06 1.6e-06 1.7e-06 2.75e-06 2.95e-06 1.95e-06 2.2e-06 1.75e-06 1.9e-06 1.85e-06 2.05e-06 2.35e-06 1.9e-06 2.8e-06 1.85e-06 1.85e-06 2.35e-06 2.05e-06 1.7e-06 1.75e-06 1.8e-06 4.05e-06 2.45e-06 3.2e-06 1.6e-06 1.9e-06 2.55e-06 2.15e-06 2.45e-06 7.5e-07 2e-06 1.65e-06 2.15e-06 2.6e-06 1.5e-06 2.9e-06 2.9e-06 2.25e-06 1.35e-06 2.2e-06 2.45e-06 3.85e-06
42 1.2e-06 1.5e-06 1.75e-06 2.55e-06 1.65e-06 1.55e-06 2.55e-06 1.65e-06 2.1e-06 1.4e-06 2.35e-06 1.55e-06 1.85e-06 1.95e-06 1.55e-06 2.75e-06 1.3e-06 1.8e-06 1.55e-06 2.15e-06 1.85e-06 1.8e-06 1.8e-06 2.3e-06 1.45e-06 1.7e-06 1.7e-06 2.5e-06 2.45e-06 1.5e-06 1.55e-06 1.5e-06 1.85e-06 1.6e-06 1.4e-06 1.5e-06 2.9e-06 1.65e-06 1.55e-06 2e-06 1.6e-06 2.9e-06 2.1e-06 1.05e-06 1.6e-06 2.5e-06 1.3e-06 1.3e-06 2.6e-06
43 1.2e-06 1.5e-06 1.75e-06 2.55e-06 1.65e-06 1.55e-06 2.55e-06 1.65e-06 2.1e-06 1.4e-06 2.35e-06 1.55e-06 1.85e-06 1.95e-06 1.55e-06 2.75e-06 1.3e-06 1.8e-06 1.55e-06 2.15e-06 1.85e-06 1.8e-06 1.8e-06 2.3e-06 1.45e-06 1.7e-06 1.7e-06 2.5e-06 2.45e-06 1.5e-06 1.55e-06 1.5e-06 1.85e-06 1.6e-06 1.4e-06 1.5e-06 2.9e-06 1.65e-06 1.55e-06 2e-06 1.6e-06 2.9e-06 1.05e-06 2.1e-06 1.6e-06 2.5e-06 1.3e-06 1.3e-06 2.6e-06
44 1.25e-06 1.35e-06 1.6e-06 1.85e-06 1.35e-06 8.5e-07 1.85e-06 1.25e-06 1.4e-06 1.2e-06 2.2e-06 1.95e-06 1.6e-06 1.25e-06 1.45e-06 2.6e-06 1.3e-06 1.1e-06 1.15e-06 1.85e-06 1.45e-06 1.7e-06 1.65e-06 2.4e-06 1.55e-06 1.3e-06 1.25e-06 2.35e-06 2.45e-06 1.2e-06 1.6e-06 1.15e-06 1.7e-06 1.3e-06 1.5e-06 1.2e-06 2.25e-06 1.25e-06 1.1e-06 1.8e-06 1.25e-06 2.25e-06 1.6e-06 1.6e-06 1.7e-06 1.8e-06 1.7e-06 1.35e-06 2.85e-06
45 1.95e-06 1.5e-06 1.8e-06 8e-07 1.95e-06 1.75e-06 8e-07 1.15e-06 9.5e-07 1.4e-06 2.5e-06 2.6e-06 2.05e-06 1.6e-06 1.65e-06 1.6e-06 1.5e-06 1.85e-06 2.05e-06 1.55e-06 2.45e-06 1.6e-06 1.4e-06 2.1e-06 1.75e-06 1.2e-06 1.2e-06 1.95e-06 3.7e-06 1.8e-06 2.85e-06 1.3e-06 1.35e-06 1.9e-06 1.5e-06 1.8e-06 1.35e-06 1.75e-06 1.05e-06 1.95e-06 2.25e-06 1.35e-06 2.5e-06 2.5e-06 1.8e-06 1.5e-06 1.9e-06 2.15e-06 3.5e-06
46 1.2e-06 8e-07 1.3e-06 1.95e-06 1.75e-06 1.65e-06 1.95e-06 9e-07 1.5e-06 9e-07 2.55e-06 1.75e-06 1.85e-06 1.65e-06 9.5e-07 2.25e-06 8e-07 1.8e-06 1.5e-06 2.1e-06 2.3e-06 1.35e-06 1.3e-06 1.9e-06 8e-07 9e-07 1.1e-06 1.85e-06 3.25e-06 1.6e-06 2.4e-06 8.5e-07 1.35e-06 1.7e-06 9e-07 1.6e-06 2.2e-06 1.2e-06 1e-06 1.7e-06 1.75e-06 2.2e-06 1.3e-06 1.3e-06 1.7e-06 1.9e-06 1.3e-06 1.3e-06 2.8e-06
47 1e-06 1.05e-06 1.55e-06 2.2e-06 1.4e-06 1.3e-06 2.2e-06 1.15e-06 1.75e-06 1.15e-06 2.55e-06 1.8e-06 1.45e-06 1.65e-06 1.2e-06 2.85e-06 1.05e-06 1.45e-06 1.15e-06 1.9e-06 1.7e-06 1.55e-06 1.5e-06 2.45e-06 1.45e-06 1.15e-06 1.35e-06 2.45e-06 2.3e-06 1.25e-06 1.4e-06 1.1e-06 1.55e-06 1.35e-06 1.55e-06 1.25e-06 2.45e-06 1.25e-06 1.25e-06 1.75e-06 1.25e-06 2.45e-06 1.3e-06 1.3e-06 1.35e-06 2.15e-06 1.3e-06 1.8e-06 2.8e-06
48 2.65e-06 2.9e-06 2.95e-06 3.55e-06 3e-06 2.8e-06 3.55e-06 3e-06 3e-06 2.75e-06 2.85e-06 2.6e-06 3.2e-06 3.2e-06 2.95e-06 3.25e-06 2.75e-06 3e-06 2.9e-06 3.25e-06 2.75e-06 2.85e-06 2.85e-06 2.75e-06 2.85e-06 3.05e-06 3e-06 3.2e-06 2.55e-06 2.85e-06 2.6e-06 2.85e-06 2.9e-06 2.95e-06 2.8e-06 2.85e-06 3.85e-06 3e-06 2.85e-06 2.95e-06 3e-06 3.85e-06 2.6e-06 2.6e-06 2.85e-06 3.5e-06 2.8e-06 2.8e-06 5e-06
