 slim_762460232 slim_762460236 slim_762460243 slim_762460235 slim_762460215 slim_762460207 slim_762460238 slim_762460245 slim_762460208 slim_762460223 slim_762460255 slim_762460225 slim_762460226 slim_762460241 slim_762460220 slim_762460252 slim_762460221 slim_762460217 slim_762460219 slim_762460228 slim_762460237 slim_762460213 slim_762460222 slim_762460214 slim_762460212 slim_762460224 slim_762460229 slim_762460242 slim_762460250 slim_762460211 slim_762460210 slim_762460246 slim_762460233 slim_762460240 slim_762460249 slim_762460230 slim_762460231 slim_762460227 slim_762460253 slim_762460248 slim_762460244 slim_762460254 slim_762460251 slim_762460239 slim_762460216 slim_762460209 slim_762460247 slim_762460218 slim_762460234
39 1.3e-06 2.1e-06 1.75e-06 1.55e-06 1.65e-06 1.55e-06 1.65e-06 1.7e-06 1.6e-06 1.95e-06 1.7e-06 2.2e-06 2.05e-06 2.25e-06 2.05e-06 1.8e-06 2.1e-06 1.35e-06 2.05e-06 1.45e-06 1.7e-06 1.55e-06 2.1e-06 1.65e-06 2.05e-06 2.25e-06 2.2e-06 1.35e-06 1.65e-06 2.15e-06 1.65e-06 1.4e-06 1.35e-06 2e-06 1.3e-06 1.65e-06 2.15e-06 1.4e-06 2.25e-06 2.4e-06 2.1e-06 1.55e-06 1.75e-06 1.7e-06 1.7e-06 1.9e-06 1.5e-06 2.3e-06 1.45e-06
40 2.1e-06 2e-06 2.15e-06 2.15e-06 1.45e-06 2.3e-06 1.45e-06 1.4e-06 1.4e-06 1.85e-06 1.45e-06 1.75e-06 1.6e-06 2.2e-06 1.3e-06 1.8e-06 9.5e-07 1.95e-06 1.05e-06 2.1e-06 1.55e-06 2.4e-06 1.35e-06 1.2e-06 1.1e-06 2e-06 1.65e-06 1.7e-06 1.55e-06 1.4e-06 1.75e-06 1.9e-06 1.95e-06 2.2e-06 1.85e-06 2e-06 1.4e-06 2.1e-06 2.2e-06 2.1e-06 1.9e-06 1.75e-06 1.65e-06 1.6e-06 1.45e-06 1.35e-06 1.9e-06 1.55e-06 1.75e-06
41 1.7e-06 2.05e-06 1.65e-06 1.5e-06 1.4e-06 2e-06 1.3e-06 1.55e-06 1.25e-06 1.7e-06 1.45e-06 1.85e-06 1.55e-06 2.15e-06 1.7e-06 1.5e-06 1.75e-06 1.65e-06 1.75e-06 1.8e-06 1.4e-06 1.95e-06 1.75e-06 1.35e-06 1.65e-06 1.75e-06 1.85e-06 1.05e-06 1.6e-06 1.8e-06 1.35e-06 1.35e-06 1.65e-06 1.9e-06 1e-06 1.5e-06 1.75e-06 1.5e-06 2.15e-06 1.55e-06 1.75e-06 2e-06 1.7e-06 1.65e-06 1.65e-06 1.3e-06 1.15e-06 1.9e-06 1.15e-06
42 1.05e-06 1.8e-06 2.25e-06 1.8e-06 1.55e-06 1.55e-06 2e-06 1.6e-06 1.95e-06 2.2e-06 2e-06 2.1e-06 1.95e-06 2.2e-06 1.55e-06 2.25e-06 1.65e-06 1.6e-06 1.35e-06 1.4e-06 2e-06 1.45e-06 2.15e-06 1.9e-06 1.55e-06 2.2e-06 2.25e-06 1.7e-06 1.4e-06 2.2e-06 1.85e-06 1.75e-06 1.6e-06 2.15e-06 2.05e-06 1.4e-06 2.15e-06 1.75e-06 2.2e-06 1.75e-06 1.65e-06 1.7e-06 1.9e-06 1.45e-06 1.2e-06 1.65e-06 2.2e-06 1.85e-06 1.8e-06
43 1.2e-06 1.95e-06 1.9e-06 1.7e-06 1.7e-06 1.55e-06 1.5e-06 1.3e-06 1.45e-06 2.05e-06 1.6e-06 1.9e-06 1.65e-06 2.05e-06 1.75e-06 1.85e-06 1.6e-06 1.45e-06 1.75e-06 1.5e-06 1.95e-06 1.55e-06 1.5e-06 1.3e-06 1.5e-06 2e-06 1.8e-06 1.65e-06 1.1e-06 1.55e-06 1.8e-06 1.65e-06 1.45e-06 2.15e-06 1.8e-06 1.55e-06 1.5e-06 1.7e-06 2.05e-06 1.7e-06 1.6e-06 1.65e-06 1.45e-06 2.2e-06 1.5e-06 1.35e-06 1.85e-06 1.9e-06 1.7e-06
44 1.2e-06 1.5e-06 2.15e-06 1.85e-06 1.45e-06 1.6e-06 1.85e-06 1.15e-06 1.8e-06 2.1e-06 1.8e-06 1.95e-06 1.8e-06 2.05e-06 1.45e-06 2.15e-06 1.45e-06 1.5e-06 1.2e-06 1.15e-06 1.9e-06 1.6e-06 1.95e-06 1.7e-06 1.4e-06 2.15e-06 2.1e-06 1.6e-06 1.45e-06 2e-06 1.75e-06 1.5e-06 1.5e-06 2.05e-06 2e-06 1.35e-06 2e-06 1.7e-06 2.05e-06 1.7e-06 1.45e-06 1.65e-06 1.2e-06 1.5e-06 1.4e-06 1.5e-06 2.15e-06 1.8e-06 1.75e-06
45 1.75e-06 1.95e-06 1.9e-06 1.85e-06 1.6e-06 1.95e-06 1.35e-06 1.2e-06 1.3e-06 1.85e-06 1.45e-06 1.7e-06 1.3e-06 2e-06 1.55e-06 1.7e-06 1.35e-06 1.7e-06 1.55e-06 1.8e-06 1.8e-06 1.95e-06 1.25e-06 1.1e-06 1.25e-06 1.65e-06 1.6e-06 1.6e-06 1.3e-06 1.3e-06 1.7e-06 1.7e-06 1.7e-06 2.15e-06 1.75e-06 1.4e-06 1.25e-06 1.9e-06 2e-06 1.9e-06 1.35e-06 1.3e-06 1.65e-06 1.35e-06 1.5e-06 1.7e-06 1.75e-06 1.65e-06 1.6e-06
46 2.25e-06 2.45e-06 1.35e-06 1.4e-06 1.25e-06 2.4e-06 8.5e-07 1.8e-06 8e-07 1.5e-06 1.05e-06 1.9e-06 1.75e-06 2.35e-06 1.8e-06 1.1e-06 1.9e-06 1.75e-06 2.1e-06 2.3e-06 1.05e-06 2.5e-06 1.65e-06 1e-06 1.8e-06 2e-06 1.7e-06 6.5e-07 1.8e-06 1.7e-06 1.1e-06 1.2e-06 1.75e-06 1.65e-06 2.5e-07 2.3e-06 1.65e-06 1.4e-06 2.35e-06 1.5e-06 1.9e-06 1.15e-06 2.2e-06 1.85e-06 2.15e-06 1.75e-06 5e-07 2.1e-06 8e-07
47 2.25e-06 2.3e-06 2.3e-06 2.3e-06 1.75e-06 2.45e-06 1.8e-06 1.8e-06 1.75e-06 1.9e-06 1.85e-06 1.7e-06 1.9e-06 2.35e-06 1.7e-06 1.75e-06 1.55e-06 2.15e-06 1.6e-06 2.3e-06 2e-06 2.5e-06 1.45e-06 1.6e-06 1.35e-06 1.75e-06 1.6e-06 1.9e-06 1.85e-06 1.5e-06 1.95e-06 2.15e-06 2.15e-06 2.35e-06 2.05e-06 2.15e-06 1.35e-06 2.3e-06 2.35e-06 2.3e-06 1.55e-06 1.9e-06 1.85e-06 1.9e-06 1.8e-06 1.65e-06 2.1e-06 2.5e-06 1.95e-06
48 1.85e-06 2.05e-06 1.55e-06 1.3e-06 1.2e-06 2.1e-06 1.1e-06 1.65e-06 1.05e-06 1.6e-06 1.25e-06 1.85e-06 1.8e-06 2.2e-06 1.7e-06 1.35e-06 1.75e-06 1.65e-06 1.75e-06 1.85e-06 1.25e-06 2e-06 1.75e-06 1.15e-06 1.65e-06 2.05e-06 1.85e-06 7e-07 1.65e-06 1.8e-06 1.15e-06 1.15e-06 1.65e-06 1.8e-06 6.5e-07 1.9e-06 1.75e-06 1.4e-06 2.2e-06 1.45e-06 1.75e-06 1.15e-06 1.8e-06 1.7e-06 1.75e-06 1.6e-06 8e-07 1.95e-06 1.3e-06
