 slim_762366526 slim_762366487 slim_762366530 slim_762366490 slim_762366521 slim_762366493 slim_762366489 slim_762366507 slim_762366504 slim_762366527 slim_762366516 slim_762366501 slim_762366503 slim_762366488 slim_762366519 slim_762366517 slim_762366498 slim_762366506 slim_762366491 slim_762366497 slim_762366523 slim_762366512 slim_762366528 slim_762366513 slim_762366529 slim_762366486 slim_762366531 slim_762366485 slim_762366496 slim_762366508 slim_762366505 slim_762366509 slim_762366502 slim_762366511 slim_762366533 slim_762366520 slim_762366499 slim_762366510 slim_762366494 slim_762366514 slim_762366500 slim_762366525 slim_762366492 slim_762366522 slim_762366495 slim_762366515 slim_762366532 slim_762366524 slim_762366518
39 1.15e-06 1.5e-06 1.5e-06 1.1e-06 1.3e-06 1.3e-06 1.1e-06 1.3e-06 1.85e-06 1.15e-06 1.2e-06 1.5e-06 1.2e-06 1.4e-06 1.5e-06 1.2e-06 1.35e-06 1.35e-06 1.2e-06 1.4e-06 1.25e-06 1.35e-06 1.3e-06 1.5e-06 1.05e-06 1.5e-06 1.35e-06 1.3e-06 1.3e-06 1.5e-06 1.4e-06 1.55e-06 1.5e-06 1.3e-06 1.3e-06 1.4e-06 1.5e-06 1.5e-06 1.6e-06 2e-06 1.3e-06 1.05e-06 1.4e-06 1.4e-06 1.35e-06 1.4e-06 1.2e-06 1.35e-06 1.5e-06
40 9e-07 1.45e-06 1.15e-06 9.5e-07 1.35e-06 1.05e-06 9.5e-07 1.45e-06 1.9e-06 1.05e-06 9.5e-07 1.55e-06 1.25e-06 1.55e-06 1.2e-06 9.5e-07 1.3e-06 1.3e-06 9.5e-07 1.45e-06 1.6e-06 1.35e-06 1.65e-06 1.4e-06 1.55e-06 9.5e-07 1.3e-06 1.35e-06 9.5e-07 1.6e-06 1.05e-06 1.55e-06 1.55e-06 1.1e-06 1.05e-06 1.25e-06 1.3e-06 1.55e-06 1.45e-06 1.3e-06 1.7e-06 1.25e-06 1.15e-06 1.35e-06 1.25e-06 1.45e-06 1.1e-06 9e-07 9.5e-07
41 1.1e-06 1.45e-06 1.45e-06 1.05e-06 1.25e-06 1.25e-06 1.05e-06 1.25e-06 1.8e-06 1.2e-06 1.15e-06 1.45e-06 1.15e-06 1.35e-06 1.45e-06 1.15e-06 1.3e-06 1.3e-06 1.15e-06 1.35e-06 1.2e-06 1.3e-06 1.25e-06 1.45e-06 1e-06 1.45e-06 1.3e-06 1.25e-06 1.25e-06 1.45e-06 1.35e-06 1.55e-06 1.45e-06 1.3e-06 1.25e-06 1.35e-06 1.45e-06 1.45e-06 1.55e-06 1.05e-06 1.25e-06 1.9e-06 1.35e-06 1.35e-06 1.3e-06 1.35e-06 1.15e-06 1.25e-06 1.45e-06
42 1e-06 1.45e-06 1.05e-06 8e-07 1.4e-06 9.5e-07 8e-07 1.4e-06 2e-06 1e-06 8e-07 1.3e-06 1.2e-06 1.6e-06 1.25e-06 8e-07 1.2e-06 1.3e-06 7e-07 1.3e-06 1.7e-06 1.2e-06 1.85e-06 1.45e-06 1.8e-06 1.3e-06 1.3e-06 1.85e-06 9e-07 1.6e-06 1.2e-06 1.6e-06 1.25e-06 9.5e-07 1e-06 1.35e-06 1.6e-06 1.6e-06 1.5e-06 1.4e-06 1.15e-06 1.35e-06 1.4e-06 1.2e-06 1.2e-06 1.2e-06 1.05e-06 1.2e-06 1.3e-06
43 1.25e-06 1.75e-06 1.5e-06 1.05e-06 1.3e-06 1.1e-06 1.05e-06 1.5e-06 2.05e-06 9.5e-07 1.2e-06 1.45e-06 1.45e-06 1.7e-06 1.35e-06 1.2e-06 8e-07 9e-07 1.3e-06 1.4e-06 1.65e-06 8.5e-07 1.6e-06 1.3e-06 1.65e-06 1.7e-06 1.6e-06 1.85e-06 1.35e-06 1.75e-06 1.5e-06 1.6e-06 1.2e-06 1.15e-06 1.2e-06 1.45e-06 1.85e-06 1.3e-06 1.45e-06 1.4e-06 1.35e-06 1.35e-06 1.2e-06 1.6e-06 1e-06 1.35e-06 1.3e-06 1.4e-06 1.7e-06
44 1.25e-06 1.45e-06 1.35e-06 1.05e-06 1.35e-06 1e-06 1.05e-06 1.35e-06 1.8e-06 1e-06 1.1e-06 1.45e-06 1.3e-06 1.4e-06 1.25e-06 1.1e-06 9.5e-07 9.5e-07 1.15e-06 1.35e-06 1.5e-06 1e-06 1.65e-06 1.15e-06 1.6e-06 1.45e-06 1.3e-06 1.8e-06 1.05e-06 1.45e-06 1.35e-06 1.55e-06 1.3e-06 1.05e-06 1.05e-06 1.35e-06 1.55e-06 1.15e-06 1.35e-06 1.35e-06 1.25e-06 1.3e-06 1.2e-06 1e-06 1.6e-06 1.35e-06 1.3e-06 1.3e-06 1.45e-06
45 1.3e-06 1.3e-06 1.4e-06 1.25e-06 1.35e-06 1.35e-06 1.25e-06 1.25e-06 1.7e-06 1.35e-06 1.2e-06 1.25e-06 1.15e-06 1.15e-06 1.45e-06 1.2e-06 1.35e-06 1.45e-06 1.2e-06 1.25e-06 1.15e-06 1.35e-06 1.3e-06 1.5e-06 1.3e-06 1.5e-06 1.15e-06 1.7e-06 1.15e-06 1.25e-06 1.4e-06 1.55e-06 1.25e-06 1.4e-06 1.3e-06 1.3e-06 1.4e-06 1.45e-06 1.5e-06 1.4e-06 1.45e-06 1.35e-06 1.2e-06 1.35e-06 1.35e-06 2.3e-06 1.35e-06 1.5e-06 1.5e-06
46 5e-07 1.3e-06 9.5e-07 7e-07 1.2e-06 1.1e-06 7e-07 1.35e-06 1.7e-06 1.05e-06 7e-07 1.45e-06 9e-07 1.35e-06 1.1e-06 7e-07 1.25e-06 1.25e-06 6e-07 1.35e-06 1.25e-06 1.25e-06 1.25e-06 1.25e-06 1.2e-06 1.15e-06 1.15e-06 1.3e-06 9e-07 1.45e-06 8.5e-07 1.55e-06 1.6e-06 1.25e-06 9e-07 1.05e-06 1.4e-06 1.4e-06 1.35e-06 1.2e-06 1.1e-06 1.15e-06 1.05e-06 1.3e-06 1.3e-06 1.35e-06 7e-07 1.15e-06 1.15e-06
47 9.5e-07 1.5e-06 1.2e-06 1e-06 1.4e-06 1.1e-06 1e-06 1.5e-06 1.95e-06 1.1e-06 1e-06 1.6e-06 1.3e-06 1.6e-06 1.25e-06 1e-06 1.35e-06 1.35e-06 1e-06 1.5e-06 1.65e-06 1.4e-06 1.7e-06 1.45e-06 1.6e-06 1e-06 1.35e-06 1.4e-06 1e-06 1.65e-06 1.1e-06 1.6e-06 1.6e-06 1.15e-06 1.1e-06 1.3e-06 1.35e-06 1.6e-06 1.5e-06 1.35e-06 9e-07 1.25e-06 1.2e-06 1.4e-06 1.3e-06 1.5e-06 1.15e-06 1.8e-06 1e-06
48 9e-07 1e-06 8.5e-07 1.3e-06 1.55e-06 1.35e-06 1.3e-06 1.5e-06 1.45e-06 1.45e-06 9.5e-07 1.6e-06 1.05e-06 1.05e-06 1.05e-06 9.5e-07 1.65e-06 1.65e-06 8.5e-07 1.5e-06 1.3e-06 1.75e-06 1.5e-06 1.25e-06 1.4e-06 5.5e-07 8e-07 1.2e-06 5e-07 1.15e-06 7.5e-07 1.6e-06 1.9e-06 1.55e-06 9.5e-07 9e-07 8e-07 1.45e-06 1.35e-06 1.5e-06 9.5e-07 1.45e-06 1.3e-06 1.7e-06 1.45e-06 1.5e-06 1.15e-06 1e-06 9e-07
