 slim_762127915 slim_762127937 slim_762127956 slim_762127951 slim_762127933 slim_762127960 slim_762127917 slim_762127930 slim_762127898 slim_762127923 slim_762127947 slim_762127889 slim_762127902 slim_762127918 slim_762127957 slim_762127941 slim_762127936 slim_762127949 slim_762127961 slim_762127946 slim_762127931 slim_762127895 slim_762127955 slim_762127932 slim_762127914 slim_762127945 slim_762127948 slim_762127900 slim_762127911 slim_762127938 slim_762127954 slim_762127942 slim_762127950 slim_762127896 slim_762127893 slim_762127925 slim_762127890 slim_762127916 slim_762127940 slim_762127903 slim_762127901 slim_762127953 slim_762127928 slim_762127894 slim_762127887 slim_762127958 slim_762127927 slim_762127926 slim_762127910 slim_762127913 slim_762127929 slim_762127907 slim_762127944 slim_762127922 slim_762127892 slim_762127905 slim_762127906 slim_762127904 slim_762127891 slim_762127943 slim_762127899 slim_762127920 slim_762127939 slim_762127935 slim_762127912 slim_762127919 slim_762127897 slim_762127959 slim_762127921 slim_762127909 slim_762127888 slim_762127934 slim_762127924 slim_762127952 slim_762127908
24 1.85e-06 2.5e-06 2.65e-06 2e-06 1.65e-06 2.1e-06 2.25e-06 2e-06 2.4e-06 2.3e-06 2.35e-06 1.7e-06 1.6e-06 1.35e-06 2.25e-06 1.3e-06 2.05e-06 1.95e-06 1.55e-06 1.45e-06 2.1e-06 2.25e-06 1.75e-06 1.6e-06 2.1e-06 1.95e-06 1.7e-06 2.05e-06 2e-06 1.5e-06 1.6e-06 1.7e-06 1.15e-06 1.7e-06 2.25e-06 1.2e-06 2.2e-06 2.3e-06 1.9e-06 1.4e-06 2.05e-06 2.15e-06 2.4e-06 2.05e-06 1.55e-06 2.1e-06 2e-06 1.9e-06 2.35e-06 1.2e-06 1.6e-06 2.4e-06 2.5e-06 1.9e-06 2.5e-06 1.75e-06 2.15e-06 2.05e-06 1.95e-06 1.9e-06 2.35e-06 1.8e-06 1.4e-06 2.05e-06 2.05e-06 1.85e-06 2.25e-06 1.8e-06 1.85e-06 2.35e-06 1.25e-06 2.25e-06 1.4e-06 2e-06 1.45e-06
25 2.35e-06 2.2e-06 2.85e-06 1.75e-06 2.25e-06 2.4e-06 2.5e-06 2.35e-06 2.15e-06 2.05e-06 2.1e-06 2.2e-06 2.05e-06 1.45e-06 2.2e-06 1.75e-06 1.8e-06 2.3e-06 2.15e-06 2.05e-06 1.9e-06 1.7e-06 1.8e-06 2.2e-06 1.95e-06 2.9e-06 1.75e-06 2e-06 2.55e-06 2.1e-06 2.1e-06 1.75e-06 1.65e-06 1.8e-06 2.55e-06 1.7e-06 2.4e-06 2.05e-06 2.4e-06 1.55e-06 2.35e-06 2.45e-06 2.65e-06 1.8e-06 1.75e-06 2.45e-06 2.1e-06 2.2e-06 2.15e-06 1.7e-06 2.25e-06 2.3e-06 2.1e-06 2.45e-06 2.45e-06 1.85e-06 2.45e-06 1.8e-06 2.25e-06 1.55e-06 2.1e-06 2.35e-06 2e-06 2.5e-06 2.3e-06 2.15e-06 2e-06 1.65e-06 2.35e-06 2.1e-06 1.6e-06 2.5e-06 1.85e-06 1.75e-06 2.05e-06
26 2e-06 2.1e-06 2.8e-06 1.4e-06 1.75e-06 2.3e-06 2.55e-06 2.45e-06 2e-06 1.9e-06 1.95e-06 2.3e-06 2.15e-06 2e-06 1.85e-06 1.7e-06 1.6e-06 2.05e-06 1.7e-06 1.75e-06 1.85e-06 1.45e-06 1.35e-06 1.8e-06 1.7e-06 1.75e-06 2.4e-06 1.65e-06 2.15e-06 1.6e-06 1.9e-06 1.3e-06 1.6e-06 1.6e-06 2.45e-06 1.6e-06 2.15e-06 1.85e-06 1.9e-06 1.9e-06 2.2e-06 2.3e-06 2.55e-06 1.6e-06 2e-06 2.2e-06 2.25e-06 2e-06 2e-06 1.6e-06 1.9e-06 2.3e-06 1.9e-06 2.05e-06 2.35e-06 1.45e-06 2.5e-06 1.6e-06 2.05e-06 1.75e-06 1.9e-06 1.95e-06 1.5e-06 2.25e-06 1.95e-06 2.1e-06 1.85e-06 1.5e-06 1.85e-06 1.95e-06 2.05e-06 2.35e-06 1.85e-06 1.4e-06 1.75e-06
27 1.9e-06 2.25e-06 2.95e-06 1.75e-06 2.2e-06 2.75e-06 2.65e-06 2.55e-06 2.15e-06 2.1e-06 2.1e-06 2.45e-06 2.35e-06 2.35e-06 1.85e-06 2.2e-06 1.8e-06 2.4e-06 2.3e-06 2.15e-06 2e-06 1.6e-06 1.75e-06 2.3e-06 2.05e-06 2e-06 1.65e-06 2.7e-06 2.55e-06 2.1e-06 2.15e-06 1.7e-06 2.15e-06 1.95e-06 2.4e-06 2.1e-06 2.4e-06 2.05e-06 2.35e-06 2.25e-06 2.5e-06 2.5e-06 2.75e-06 1.8e-06 2.3e-06 2.15e-06 2.55e-06 2.4e-06 2.2e-06 2.1e-06 2.3e-06 2.05e-06 2.1e-06 2.45e-06 2.55e-06 1.75e-06 2.65e-06 1.8e-06 2.45e-06 2e-06 1.95e-06 2.35e-06 1.95e-06 2.1e-06 2.2e-06 2.5e-06 2.1e-06 1.85e-06 2.3e-06 2.15e-06 2.25e-06 2.55e-06 2e-06 1.7e-06 2.1e-06
28 2.3e-06 2.2e-06 1.45e-06 2.2e-06 2.05e-06 1.75e-06 1.85e-06 1.85e-06 2.7e-06 2.55e-06 2.65e-06 2.35e-06 2.15e-06 2.05e-06 2.9e-06 1.85e-06 2.5e-06 1.55e-06 1.45e-06 1.8e-06 2.5e-06 2.6e-06 2.15e-06 1.75e-06 2e-06 2.55e-06 2.15e-06 2.55e-06 2.9e-06 1.9e-06 1.85e-06 2.15e-06 1.65e-06 2.05e-06 2.8e-06 1.75e-06 2.15e-06 2.75e-06 1.85e-06 2.05e-06 2.2e-06 2.4e-06 1.85e-06 2.5e-06 2.25e-06 1.95e-06 2.1e-06 1.8e-06 2.6e-06 1.75e-06 1.5e-06 2.4e-06 2.5e-06 1.55e-06 2.35e-06 2e-06 2.3e-06 2.5e-06 1.85e-06 2.5e-06 2.35e-06 1.45e-06 1.8e-06 1.75e-06 2.25e-06 1.7e-06 2.45e-06 2.3e-06 1.8e-06 2.6e-06 2.25e-06 1.8e-06 2.2e-06 2.2e-06 1.8e-06
29 1.45e-06 2.5e-06 2.65e-06 1.85e-06 1.1e-06 2.25e-06 2.2e-06 2.05e-06 2.5e-06 2.35e-06 2.45e-06 2.2e-06 2.15e-06 1.65e-06 2.25e-06 1.35e-06 1.65e-06 1.7e-06 1.45e-06 1.3e-06 2.05e-06 2.2e-06 1.6e-06 1.65e-06 1.5e-06 2.1e-06 1.6e-06 2.1e-06 1.9e-06 1.7e-06 1.4e-06 1.6e-06 1.35e-06 1.75e-06 2.2e-06 1.25e-06 1.5e-06 1.85e-06 1.5e-06 1.5e-06 1.8e-06 1.8e-06 2.2e-06 1.65e-06 1.85e-06 2.15e-06 1.85e-06 1.5e-06 2.4e-06 1.25e-06 1.6e-06 2.4e-06 2.2e-06 1.8e-06 2.4e-06 1.5e-06 2.15e-06 1.65e-06 1.55e-06 2.05e-06 2.35e-06 1.7e-06 9e-07 2.1e-06 1.55e-06 1.95e-06 2.4e-06 1.9e-06 1.45e-06 2.4e-06 1.85e-06 1.85e-06 1.4e-06 1.85e-06 1.3e-06
30 1.6e-06 2.45e-06 2.25e-06 2.2e-06 1.5e-06 2.2e-06 1.55e-06 1.3e-06 2.65e-06 2.55e-06 2.6e-06 2.2e-06 2e-06 1.35e-06 2.55e-06 1.35e-06 2e-06 1.75e-06 1.65e-06 9e-07 1.65e-06 2.55e-06 1.9e-06 1.7e-06 1.6e-06 2.1e-06 1.9e-06 2.15e-06 1.85e-06 1.4e-06 1.3e-06 1.9e-06 1.15e-06 1.85e-06 1.9e-06 1.25e-06 1.55e-06 2.25e-06 1.5e-06 1.4e-06 1.9e-06 2.05e-06 1.75e-06 2e-06 1.6e-06 2.1e-06 1.55e-06 1.75e-06 2.6e-06 1.25e-06 1.45e-06 1.9e-06 2.2e-06 1.75e-06 2.2e-06 1.5e-06 1.75e-06 2e-06 1.8e-06 2.05e-06 2.4e-06 1.65e-06 1.25e-06 1.8e-06 1.95e-06 1.85e-06 2.45e-06 1.95e-06 1.45e-06 2.6e-06 1.65e-06 1.85e-06 1.55e-06 2.2e-06 1e-06
31 2e-06 2e-06 2.8e-06 1.45e-06 1.75e-06 2.3e-06 2.55e-06 2.45e-06 2.05e-06 1.95e-06 2e-06 2.3e-06 2.15e-06 2e-06 1.9e-06 1.7e-06 1.5e-06 2.05e-06 1.7e-06 1.75e-06 1.8e-06 1.4e-06 1.25e-06 1.8e-06 1.7e-06 1.75e-06 1.3e-06 1.7e-06 2.15e-06 1.6e-06 1.9e-06 2.4e-06 1.6e-06 1.65e-06 2.45e-06 1.6e-06 2.15e-06 1.75e-06 1.9e-06 1.9e-06 2.2e-06 2.3e-06 2.55e-06 1.5e-06 2e-06 2.25e-06 2.25e-06 2e-06 1.95e-06 1.6e-06 1.9e-06 2.3e-06 1.9e-06 2.05e-06 2.3e-06 1.45e-06 2.5e-06 1.5e-06 2.05e-06 1.65e-06 1.85e-06 1.95e-06 1.5e-06 2.25e-06 1.95e-06 2.1e-06 1.9e-06 1.55e-06 1.85e-06 2e-06 2.05e-06 2.35e-06 1.85e-06 1.45e-06 1.75e-06
32 1.95e-06 2.3e-06 2.2e-06 1.75e-06 1.55e-06 1.4e-06 1.6e-06 1.3e-06 2.25e-06 2.05e-06 2.2e-06 1.55e-06 1.4e-06 7e-07 2.45e-06 8.5e-07 2.1e-06 1.45e-06 1e-06 9e-07 1.7e-06 2.35e-06 1.6e-06 1.2e-06 1.15e-06 1.65e-06 1.6e-06 2.15e-06 1.65e-06 1.35e-06 1.15e-06 1.6e-06 0.0 1.2e-06 1.95e-06 7.5e-07 2.05e-06 2.35e-06 1.6e-06 9.5e-07 1.8e-06 2e-06 1.95e-06 2.1e-06 9.5e-07 2.1e-06 1.5e-06 1.5e-06 2.1e-06 7.5e-07 1.2e-06 2e-06 2.35e-06 1.55e-06 2.2e-06 1.5e-06 1.45e-06 2.1e-06 1.55e-06 1.6e-06 2.4e-06 1.45e-06 1.3e-06 1.9e-06 2.1e-06 1.15e-06 2e-06 1.25e-06 1.55e-06 2.1e-06 1.05e-06 2.05e-06 1.5e-06 1.75e-06 9e-07
33 2.1e-06 2.05e-06 2.3e-06 1.5e-06 1.9e-06 1.8e-06 2.1e-06 2e-06 1.95e-06 1.85e-06 1.9e-06 1.9e-06 1.75e-06 1.7e-06 2.15e-06 1.7e-06 1.8e-06 1.8e-06 1.6e-06 1.7e-06 1.85e-06 1.5e-06 1.7e-06 1.7e-06 1.7e-06 1.8e-06 1.6e-06 1.95e-06 2.05e-06 1.75e-06 1.85e-06 1.65e-06 1.2e-06 2.4e-06 2.45e-06 1.6e-06 2e-06 2.05e-06 1.9e-06 1.75e-06 1.95e-06 2.05e-06 2.15e-06 1.8e-06 1.65e-06 2.05e-06 1.95e-06 1.75e-06 1.95e-06 1.6e-06 1.8e-06 2.25e-06 1.95e-06 1.95e-06 1.95e-06 1.8e-06 2.05e-06 1.8e-06 1.8e-06 1.8e-06 2e-06 1.85e-06 1.65e-06 2.1e-06 1.85e-06 1.65e-06 1.8e-06 1.5e-06 1.85e-06 1.9e-06 1.75e-06 2.1e-06 1.7e-06 1.5e-06 1.7e-06
34 1.95e-06 2.95e-06 3.15e-06 2.65e-06 2.15e-06 2.85e-06 2.3e-06 2.1e-06 2.9e-06 2.85e-06 2.85e-06 2.6e-06 2.4e-06 2.15e-06 2.2e-06 2.25e-06 2.4e-06 2.6e-06 2.55e-06 2e-06 2.3e-06 2.8e-06 2.5e-06 2.45e-06 2.25e-06 2.55e-06 2.45e-06 2.4e-06 2.8e-06 2.2e-06 1.9e-06 2.45e-06 1.95e-06 2.45e-06 3.1e-06 2.15e-06 2.45e-06 2.45e-06 2.55e-06 2.25e-06 2.5e-06 2.4e-06 2.75e-06 2.4e-06 2.25e-06 2.6e-06 2.5e-06 2.5e-06 2.9e-06 2.15e-06 2.4e-06 2.25e-06 2.8e-06 2.7e-06 2.95e-06 2.2e-06 2.35e-06 2.4e-06 2.55e-06 2.5e-06 2.85e-06 2.6e-06 2.1e-06 2.45e-06 2.55e-06 2.55e-06 2.75e-06 2.4e-06 2.5e-06 2.85e-06 2.2e-06 2.65e-06 2.05e-06 2.65e-06 1.85e-06
35 1.8e-06 2.55e-06 2.55e-06 1.9e-06 1.45e-06 1.9e-06 2.05e-06 1.8e-06 2.6e-06 2.4e-06 2.55e-06 1.95e-06 1.8e-06 6.5e-07 2.4e-06 7.5e-07 2.15e-06 1.7e-06 1.15e-06 1.1e-06 2.05e-06 2.45e-06 1.6e-06 1.4e-06 1.2e-06 1.7e-06 1.6e-06 2.1e-06 1.75e-06 1.25e-06 1.25e-06 1.6e-06 7.5e-07 1.6e-06 2.15e-06 1.3e-06 2e-06 2.4e-06 1.5e-06 7e-07 2.05e-06 2.25e-06 2.15e-06 2.15e-06 1.3e-06 2.15e-06 1.45e-06 1.7e-06 2.45e-06 6.5e-07 1.35e-06 2.2e-06 2.4e-06 1.65e-06 2.4e-06 1.4e-06 2e-06 2.15e-06 1.75e-06 1.65e-06 2.4e-06 1.55e-06 1.2e-06 1.95e-06 2.15e-06 1.7e-06 2.35e-06 1.7e-06 1.45e-06 2.45e-06 1.15e-06 2.2e-06 1.6e-06 1.9e-06 1.1e-06
36 1.7e-06 2.3e-06 2.15e-06 2e-06 1.6e-06 2.15e-06 1.9e-06 1.9e-06 2.45e-06 2.4e-06 2.4e-06 2.4e-06 2.25e-06 2.15e-06 2.65e-06 2.1e-06 1.65e-06 1.7e-06 1.95e-06 1.75e-06 2.05e-06 2.15e-06 2.2e-06 2.05e-06 2.2e-06 2.4e-06 2.15e-06 2.4e-06 2.15e-06 1.5e-06 1.55e-06 2.15e-06 2.05e-06 2e-06 2.45e-06 2e-06 1.7e-06 1.9e-06 1.4e-06 2e-06 1.65e-06 1.7e-06 1.5e-06 1.65e-06 2.3e-06 2.2e-06 1.5e-06 1.45e-06 2.45e-06 2e-06 2e-06 2.05e-06 1.65e-06 2.05e-06 1.7e-06 1.95e-06 2.1e-06 1.65e-06 1.5e-06 2.35e-06 2.2e-06 1.95e-06 1.35e-06 2.1e-06 1.45e-06 2.1e-06 2.35e-06 2.3e-06 1.35e-06 2.45e-06 2.3e-06 1.55e-06 1.55e-06 2e-06 1.75e-06
37 1.85e-06 2.1e-06 2.95e-06 1.8e-06 1.8e-06 2.75e-06 2.65e-06 2.6e-06 2.1e-06 2.1e-06 2.05e-06 2.5e-06 2.35e-06 2.55e-06 1.95e-06 2.5e-06 1.25e-06 2.35e-06 2.55e-06 2.3e-06 1.85e-06 1.45e-06 1.85e-06 2.45e-06 2.3e-06 2.05e-06 1.85e-06 2.05e-06 2.75e-06 1.85e-06 2.25e-06 1.75e-06 2.35e-06 2.05e-06 2.45e-06 2.4e-06 1.9e-06 2.5e-06 2.45e-06 2.45e-06 2.05e-06 1.85e-06 2.7e-06 1.25e-06 2.35e-06 2.5e-06 2.55e-06 2.05e-06 2.1e-06 2.4e-06 2.55e-06 2.5e-06 1.95e-06 2.65e-06 2.4e-06 2.05e-06 2.65e-06 1.25e-06 2.1e-06 1.95e-06 2e-06 2.55e-06 1.75e-06 2.65e-06 1.7e-06 2.45e-06 2.05e-06 1.95e-06 2.4e-06 2.1e-06 2.4e-06 2.15e-06 1.65e-06 1.8e-06 2.3e-06
38 1.95e-06 2.5e-06 2.3e-06 1.95e-06 1.65e-06 1.95e-06 2.1e-06 2.05e-06 2.7e-06 2.55e-06 2.65e-06 2.5e-06 2.3e-06 1.9e-06 2.7e-06 1.6e-06 2.2e-06 1.7e-06 1.4e-06 1.5e-06 2.3e-06 2.4e-06 1.9e-06 1.65e-06 1.9e-06 2.4e-06 1.9e-06 2.35e-06 1.85e-06 1.5e-06 1.5e-06 1.9e-06 1.6e-06 1.9e-06 2.55e-06 1.5e-06 1.4e-06 2.45e-06 2.2e-06 1.75e-06 2.05e-06 2.25e-06 1.65e-06 2.2e-06 2.25e-06 2.25e-06 1.5e-06 1.7e-06 2.6e-06 1.5e-06 1.65e-06 2.15e-06 1.9e-06 1.75e-06 1.9e-06 1.65e-06 2.25e-06 2.2e-06 1.75e-06 2.35e-06 2.35e-06 1.65e-06 1.4e-06 2e-06 1.95e-06 2.05e-06 2.45e-06 2.2e-06 1.1e-06 2.6e-06 2.25e-06 2.05e-06 2.05e-06 1.95e-06 1.5e-06
39 1.9e-06 2.65e-06 2.65e-06 2.05e-06 1.7e-06 2.1e-06 2.1e-06 1.85e-06 2.75e-06 2.55e-06 2.7e-06 2e-06 1.85e-06 2.5e-07 2.55e-06 8e-07 2.2e-06 1.85e-06 1.5e-06 1.35e-06 2.1e-06 2.55e-06 1.9e-06 1.75e-06 1.4e-06 1.55e-06 1.9e-06 2.25e-06 2.05e-06 1.5e-06 1.4e-06 1.9e-06 9.5e-07 1.75e-06 2.25e-06 7e-07 2e-06 2.45e-06 1.75e-06 5e-07 2.15e-06 2.35e-06 2.2e-06 2.2e-06 1.2e-06 2.3e-06 1.25e-06 1.8e-06 2.6e-06 7e-07 1.65e-06 2.2e-06 2.45e-06 1.95e-06 2.45e-06 1.6e-06 2.1e-06 2.2e-06 1.85e-06 1.5e-06 2.4e-06 1.85e-06 1.45e-06 2.1e-06 2.25e-06 1.85e-06 2.5e-06 1.85e-06 1.7e-06 2.6e-06 9e-07 2.25e-06 1.55e-06 2.05e-06 1.35e-06
40 2e-06 2.25e-06 2.1e-06 2.1e-06 1.85e-06 1.55e-06 2e-06 1.9e-06 2.15e-06 2.15e-06 2.1e-06 1.95e-06 1.55e-06 2.1e-06 2.55e-06 2.15e-06 1.85e-06 1.85e-06 1.9e-06 1.95e-06 2.15e-06 2.2e-06 2.3e-06 1.65e-06 2.05e-06 2.35e-06 2.2e-06 2.5e-06 2.2e-06 1.8e-06 1.9e-06 2.2e-06 1.8e-06 1.95e-06 2.5e-06 2.05e-06 1.65e-06 2.05e-06 2.05e-06 2.15e-06 2.6e-06 1.6e-06 1.95e-06 1.85e-06 2.05e-06 2.15e-06 2.05e-06 1.55e-06 2.2e-06 2.05e-06 1.95e-06 2.3e-06 2.2e-06 2.1e-06 2.05e-06 2.25e-06 2e-06 1.85e-06 1.6e-06 2.3e-06 2.35e-06 2e-06 1.65e-06 2.2e-06 1.65e-06 1.8e-06 1.85e-06 2.15e-06 2e-06 2.15e-06 2.05e-06 1.75e-06 1.55e-06 2.1e-06 1.95e-06
41 1.8e-06 2.35e-06 2.3e-06 2.2e-06 1.75e-06 2e-06 2.15e-06 2.05e-06 1.95e-06 1.95e-06 1.9e-06 1.75e-06 1.8e-06 2.3e-06 2.4e-06 2.35e-06 1.8e-06 2.05e-06 2.2e-06 2.1e-06 2.2e-06 2.2e-06 2.4e-06 2e-06 2.15e-06 2.45e-06 2.3e-06 2.5e-06 2.4e-06 1.8e-06 2.05e-06 2.3e-06 2e-06 2.05e-06 2.4e-06 2.25e-06 1.7e-06 1.85e-06 2.25e-06 2.35e-06 1.6e-06 2.4e-06 2.15e-06 1.8e-06 2.1e-06 2.2e-06 2.25e-06 1.7e-06 2e-06 2.25e-06 2.15e-06 2.35e-06 2.3e-06 2.3e-06 2.1e-06 2.4e-06 1.85e-06 1.8e-06 1.75e-06 2.4e-06 2.3e-06 2.2e-06 1.7e-06 2.3e-06 1.45e-06 2e-06 2.1e-06 2.25e-06 2.2e-06 1.95e-06 2.15e-06 1.8e-06 1.5e-06 2.2e-06 2.1e-06
42 2.35e-06 2.1e-06 1.25e-06 2.35e-06 2.3e-06 1.65e-06 1.5e-06 1.4e-06 2.6e-06 2.5e-06 2.55e-06 2.3e-06 2.05e-06 2.15e-06 3.15e-06 2.25e-06 2.45e-06 1.55e-06 1.85e-06 1.95e-06 2.35e-06 2.6e-06 2.55e-06 1.95e-06 2.4e-06 2.65e-06 2.55e-06 2.75e-06 1.85e-06 2.2e-06 1.75e-06 2.55e-06 1.95e-06 2.15e-06 2.75e-06 2.15e-06 1.5e-06 2.7e-06 1.65e-06 2.2e-06 1.95e-06 2.15e-06 2.1e-06 2.45e-06 2.35e-06 2e-06 1.6e-06 1.75e-06 2.55e-06 2.15e-06 1.6e-06 2e-06 2e-06 1.75e-06 1.65e-06 2.25e-06 2e-06 2.45e-06 1.8e-06 2.6e-06 2.2e-06 1.65e-06 2.05e-06 1.75e-06 2.05e-06 1.75e-06 2.35e-06 2.5e-06 1.6e-06 2.55e-06 2.35e-06 1.65e-06 2.15e-06 2.35e-06 1.95e-06
43 1.8e-06 1.85e-06 2.7e-06 1.55e-06 1.75e-06 2.55e-06 2.4e-06 2.35e-06 1.85e-06 1.85e-06 1.8e-06 2.25e-06 2.15e-06 2.3e-06 1.9e-06 2.25e-06 1e-06 2.1e-06 2.3e-06 2.05e-06 1.6e-06 1.2e-06 1.6e-06 2.25e-06 2.05e-06 1.8e-06 1.6e-06 1.8e-06 2.5e-06 1.65e-06 2e-06 1.5e-06 2.1e-06 1.8e-06 2.4e-06 2.15e-06 1.65e-06 1.25e-06 2.2e-06 2.2e-06 1.85e-06 1.8e-06 2.45e-06 2e-06 2.1e-06 2.25e-06 2.3e-06 1.8e-06 1.85e-06 2.15e-06 2.3e-06 2.25e-06 1.7e-06 2.4e-06 2.15e-06 1.8e-06 2.4e-06 1e-06 1.85e-06 1.7e-06 1.75e-06 2.3e-06 1.5e-06 2.4e-06 1.5e-06 2.2e-06 1.85e-06 1.7e-06 2.15e-06 1.9e-06 2.15e-06 1.9e-06 1.4e-06 1.55e-06 2.05e-06
44 2.15e-06 2.45e-06 2.55e-06 2.15e-06 2e-06 2.05e-06 2e-06 1.7e-06 2.3e-06 2.2e-06 2.25e-06 1.7e-06 1.6e-06 9.5e-07 2.5e-06 1.4e-06 2.1e-06 2.05e-06 1.85e-06 1.55e-06 1.9e-06 2.3e-06 2.05e-06 1.85e-06 1.55e-06 1.75e-06 2e-06 2.3e-06 2.25e-06 1.85e-06 1.6e-06 2e-06 9.5e-07 1.65e-06 2.25e-06 1.3e-06 2.3e-06 2.35e-06 2.25e-06 1.2e-06 2.05e-06 2.1e-06 2.35e-06 2.1e-06 1.9e-06 2.25e-06 1.85e-06 1.95e-06 2.25e-06 1.3e-06 1.8e-06 2.35e-06 2.55e-06 2.15e-06 2.4e-06 2.05e-06 1.85e-06 2.1e-06 2e-06 1.7e-06 2.45e-06 2.05e-06 1.75e-06 2.25e-06 2e-06 1.65e-06 2.2e-06 1.7e-06 2.2e-06 2.25e-06 1.15e-06 2.25e-06 1.5e-06 2.15e-06 1.55e-06
45 2.05e-06 2e-06 1.6e-06 2.2e-06 2.25e-06 2e-06 1.9e-06 1.9e-06 2.35e-06 2.3e-06 2.3e-06 2.15e-06 2e-06 2.3e-06 2.45e-06 2.25e-06 2.25e-06 1.8e-06 1.95e-06 2.15e-06 2.4e-06 2.2e-06 2.3e-06 2.05e-06 2.1e-06 2.45e-06 2.2e-06 2.15e-06 1.95e-06 2.15e-06 2.1e-06 2.25e-06 2.1e-06 2.05e-06 2.6e-06 2.15e-06 2.2e-06 2.5e-06 2.25e-06 2.3e-06 2.15e-06 2.2e-06 2e-06 2.25e-06 2.25e-06 3e-06 2.35e-06 1.95e-06 2.4e-06 2.15e-06 1.8e-06 2.25e-06 2.4e-06 1.85e-06 2.3e-06 2.25e-06 2.3e-06 2.25e-06 2e-06 2.45e-06 2.1e-06 1.75e-06 2e-06 1.6e-06 2.05e-06 1.8e-06 2.25e-06 2.3e-06 2.2e-06 2.35e-06 2.2e-06 1.85e-06 1.95e-06 2.2e-06 2.1e-06
46 2.15e-06 2.5e-06 2.2e-06 2.15e-06 2e-06 1.9e-06 1.9e-06 1.8e-06 2.7e-06 2.55e-06 2.65e-06 2.25e-06 2.05e-06 1.2e-06 2.9e-06 1.55e-06 2.3e-06 1.8e-06 1.7e-06 1.65e-06 2.2e-06 2.55e-06 2.25e-06 1.9e-06 2e-06 2.1e-06 2.25e-06 2.55e-06 2.1e-06 1.85e-06 1.55e-06 2.25e-06 1.5e-06 1.95e-06 2.5e-06 1.45e-06 1.5e-06 2.55e-06 1.5e-06 1.25e-06 2.05e-06 2.25e-06 1.6e-06 2.3e-06 1.85e-06 2.35e-06 2.4e-06 1.75e-06 2.6e-06 1.45e-06 1.85e-06 2e-06 2e-06 2e-06 1.85e-06 1.9e-06 2.05e-06 2.3e-06 1.8e-06 2.05e-06 2.4e-06 1.9e-06 1.75e-06 2.1e-06 2.15e-06 1.95e-06 2.45e-06 2.2e-06 1.45e-06 2.6e-06 1.7e-06 2.05e-06 1.9e-06 2.15e-06 1.65e-06
47 1.9e-06 2.05e-06 1.7e-06 1.85e-06 1.65e-06 1.45e-06 1.75e-06 1.8e-06 2.25e-06 2.15e-06 2.2e-06 2e-06 1.8e-06 1.8e-06 2.6e-06 1.8e-06 1.8e-06 1.4e-06 1.4e-06 1.7e-06 2.1e-06 2.15e-06 2.05e-06 1.65e-06 1.9e-06 2.2e-06 2e-06 2.4e-06 1.8e-06 1.5e-06 1.75e-06 2e-06 1.5e-06 1.75e-06 2.5e-06 1.7e-06 1.45e-06 2.05e-06 1.7e-06 1.8e-06 1.55e-06 1.7e-06 1.75e-06 1.8e-06 1.95e-06 1.95e-06 1.75e-06 2.4e-06 2.2e-06 1.7e-06 1.7e-06 2.15e-06 2.05e-06 1.7e-06 1.95e-06 1.95e-06 1.95e-06 1.8e-06 1.25e-06 2.15e-06 2.25e-06 1.6e-06 1.4e-06 1.9e-06 1.6e-06 1.55e-06 2.05e-06 2e-06 1.65e-06 2.2e-06 1.95e-06 1.5e-06 1.55e-06 1.85e-06 1.7e-06
48 2.6e-06 2e-06 2.5e-06 1.8e-06 2.55e-06 2.1e-06 2.55e-06 2.5e-06 1.5e-06 1.45e-06 1.5e-06 1.75e-06 2e-06 2.5e-06 2.35e-06 2.55e-06 1.85e-06 2.35e-06 2.3e-06 2.5e-06 2e-06 1.6e-06 2e-06 2.2e-06 2.35e-06 2.15e-06 2e-06 2.2e-06 2.6e-06 2.4e-06 2.6e-06 1.95e-06 2.1e-06 1.95e-06 2.9e-06 2.45e-06 2.45e-06 2.1e-06 2.6e-06 2.6e-06 2.2e-06 2e-06 2.55e-06 1.85e-06 2.25e-06 2.4e-06 2.6e-06 2.2e-06 2.8e-06 2.45e-06 2.4e-06 2.3e-06 2.15e-06 2.5e-06 2.1e-06 2.25e-06 2.05e-06 1.85e-06 2.25e-06 2.05e-06 1.85e-06 2.4e-06 2.3e-06 2.5e-06 2e-06 2.15e-06 1.8e-06 1.9e-06 2.55e-06 1.5e-06 2.35e-06 2.4e-06 2.1e-06 1.8e-06 2.5e-06
49 1.8e-06 2.55e-06 2.55e-06 1.9e-06 1.45e-06 1.9e-06 2.05e-06 1.8e-06 2.6e-06 2.4e-06 2.55e-06 1.95e-06 1.8e-06 6.5e-07 2.4e-06 7.5e-07 2.15e-06 1.7e-06 1.15e-06 1.1e-06 2.05e-06 2.45e-06 1.6e-06 1.4e-06 1.2e-06 1.7e-06 1.6e-06 2.1e-06 1.75e-06 1.25e-06 1.25e-06 1.6e-06 7.5e-07 1.6e-06 2.15e-06 6.5e-07 2e-06 2.4e-06 1.5e-06 7e-07 2.05e-06 2.25e-06 2.15e-06 2.15e-06 1.3e-06 2.15e-06 1.45e-06 1.7e-06 2.45e-06 1.3e-06 1.35e-06 2.2e-06 2.4e-06 1.65e-06 2.4e-06 1.4e-06 2e-06 2.15e-06 1.75e-06 1.65e-06 2.4e-06 1.55e-06 1.2e-06 1.95e-06 2.15e-06 1.7e-06 2.35e-06 1.7e-06 1.45e-06 2.45e-06 1.15e-06 2.2e-06 1.6e-06 1.9e-06 1.1e-06
