 slim_762009327 slim_762009322 slim_762009344 slim_762009357 slim_762009365 slim_762009324 slim_762009362 slim_762009318 slim_762009339 slim_762009334 slim_762009340 slim_762009348 slim_762009333 slim_762009351 slim_762009364 slim_762009330 slim_762009356 slim_762009346 slim_762009315 slim_762009355 slim_762009345 slim_762009317 slim_762009320 slim_762009354 slim_762009343 slim_762009335 slim_762009329 slim_762009350 slim_762009347 slim_762009319 slim_762009321 slim_762009337 slim_762009363 slim_762009353 slim_762009359 slim_762009342 slim_762009341 slim_762009349 slim_762009338 slim_762009336 slim_762009328 slim_762009326 slim_762009331 slim_762009332 slim_762009316 slim_762009361 slim_762009323 slim_762009325 slim_762009358 slim_762009360 slim_762009352
10 1.9e-06 2e-06 1.8e-06 1.4e-06 1.3e-06 1.7e-06 1.8e-06 1.9e-06 1.1e-06 2.35e-06 1e-07 1.6e-06 1.95e-06 2.1e-06 1.35e-06 2.8e-06 2.2e-06 1.95e-06 1.55e-06 1.95e-06 1.65e-06 1.2e-06 1.45e-06 1e-07 9e-07 2e-07 1.95e-06 2.15e-06 1.3e-06 1.25e-06 2.35e-06 2.15e-06 1.3e-06 2.25e-06 1.5e-07 1.25e-06 2e-06 1.45e-06 2.2e-06 1.5e-07 2.65e-06 1.75e-06 1.3e-06 2.5e-06 1.05e-06 9e-07 1.95e-06 1.25e-06 1.25e-06 1.85e-06 2.2e-06
11 2.2e-06 2.4e-06 2.2e-06 2.05e-06 1.7e-06 2.15e-06 2e-06 2.5e-06 1.95e-06 2.4e-06 1.6e-06 2.7e-06 2.4e-06 2.35e-06 1.7e-06 2.85e-06 2.15e-06 1.85e-06 1.85e-06 2e-06 1.5e-06 2.1e-06 1.95e-06 1.5e-06 1.85e-06 1.5e-06 2.4e-06 2e-06 1.85e-06 2.1e-06 2.45e-06 2.45e-06 1.55e-06 2.6e-06 1.45e-06 2.2e-06 1.35e-06 2e-06 2.45e-06 1.55e-06 2.5e-06 2.2e-06 2.2e-06 2.5e-06 2e-06 1.75e-06 2.55e-06 2.15e-06 1.8e-06 1.8e-06 2.45e-06
12 2.7e-06 2.3e-06 1.9e-06 2.35e-06 2e-06 1.85e-06 2.5e-06 1.95e-06 2.55e-06 2.15e-06 1.95e-06 2.4e-06 3.2e-06 2.65e-06 2e-06 2.8e-06 2.2e-06 2.4e-06 1.95e-06 2.25e-06 2.25e-06 1.7e-06 2.35e-06 1.85e-06 2.05e-06 1.85e-06 1.85e-06 2.95e-06 2.3e-06 1.8e-06 2.05e-06 2.4e-06 2e-06 2.1e-06 1.8e-06 1.75e-06 2.55e-06 2.45e-06 2.75e-06 1.9e-06 2.75e-06 1.7e-06 1.8e-06 2.6e-06 1.8e-06 1.95e-06 2.5e-06 1.75e-06 2.15e-06 2.35e-06 2.95e-06
13 2.7e-06 2.55e-06 2.75e-06 1.5e-06 2e-06 2.45e-06 2.65e-06 2.4e-06 2.4e-06 2.45e-06 2.1e-06 2.35e-06 2.65e-06 2.3e-06 2.15e-06 3.1e-06 3.35e-06 2.8e-06 2.6e-06 1.95e-06 2.45e-06 2.25e-06 1.6e-06 2e-06 2.4e-06 2e-06 2.6e-06 3e-06 1.35e-06 2.75e-06 2.15e-06 3.05e-06 2.05e-06 2.25e-06 1.95e-06 2.85e-06 3.1e-06 1.55e-06 1.35e-06 2.05e-06 3e-06 2.35e-06 2.35e-06 2.9e-06 2.65e-06 2.3e-06 1.85e-06 2.3e-06 2.2e-06 2.9e-06 1.7e-06
14 1.75e-06 2.1e-06 1.5e-06 1.55e-06 9.5e-07 1.9e-06 1.45e-06 2.05e-06 1.7e-06 2e-06 1.35e-06 1.7e-06 2e-06 2.15e-06 1.6e-06 2.55e-06 1.9e-06 1.45e-06 1e-06 1.5e-06 1.25e-06 1.95e-06 1.7e-06 1.25e-06 1.3e-06 1.25e-06 1.95e-06 1.95e-06 1.9e-06 1.65e-06 2.3e-06 2e-06 1.25e-06 2.1e-06 1.2e-06 1.7e-06 1.65e-06 2.05e-06 2.25e-06 1.3e-06 2.25e-06 1.9e-06 2.05e-06 2.3e-06 1.5e-06 1.2e-06 2.6e-06 2e-06 1.5e-06 1.45e-06 2.4e-06
15 2.75e-06 2.9e-06 2.6e-06 2.8e-06 2.55e-06 2.75e-06 2.6e-06 2.7e-06 2.7e-06 2.5e-06 2.8e-06 2.85e-06 2.8e-06 3.1e-06 2.55e-06 4.5e-06 2.55e-06 2.8e-06 2.7e-06 2.8e-06 2.6e-06 2.75e-06 2.95e-06 2.7e-06 2.85e-06 2.7e-06 2.85e-06 2.75e-06 2.95e-06 2.45e-06 3e-06 2.45e-06 2.75e-06 2.9e-06 2.65e-06 2.65e-06 2.7e-06 3.1e-06 3.2e-06 2.75e-06 3e-06 2.7e-06 2.85e-06 2.65e-06 2.55e-06 2.75e-06 3e-06 2.8e-06 2.95e-06 2.8e-06 2.7e-06
16 2.3e-06 2.65e-06 1.85e-06 2.9e-06 2.05e-06 2.25e-06 2e-06 2.4e-06 2.35e-06 2.15e-06 2.2e-06 2.15e-06 2.2e-06 3.35e-06 1.9e-06 2.55e-06 2.5e-06 1.8e-06 1.75e-06 2.45e-06 1.7e-06 2.35e-06 2.7e-06 2.1e-06 2.15e-06 2.1e-06 2.35e-06 1.95e-06 3.1e-06 1.7e-06 2.8e-06 1.9e-06 2.15e-06 2.75e-06 2.05e-06 1.85e-06 1.4e-06 3.25e-06 3.45e-06 2.15e-06 2.5e-06 2.25e-06 2.45e-06 2.55e-06 1.85e-06 2.05e-06 3.35e-06 2.4e-06 2.4e-06 1.65e-06 3.4e-06
17 1.7e-06 2.2e-06 1.55e-06 2.45e-06 1.6e-06 2.35e-06 1.5e-06 2.65e-06 1.95e-06 2.4e-06 1.95e-06 1.85e-06 2.4e-06 2.8e-06 1.45e-06 2.8e-06 1.8e-06 2e-06 1e-06 1.6e-06 1.3e-06 2.5e-06 2.25e-06 1.85e-06 1.55e-06 1.85e-06 2.1e-06 1.55e-06 2.7e-06 2.15e-06 2.75e-06 2.15e-06 1.75e-06 2.6e-06 1.8e-06 2.2e-06 1.15e-06 2.85e-06 2.9e-06 1.9e-06 2.3e-06 2.25e-06 2.6e-06 2.45e-06 2.1e-06 1.4e-06 3.2e-06 2.55e-06 1.7e-06 1.05e-06 2.85e-06
18 1.5e-06 1.85e-06 1.05e-06 2.25e-06 1.35e-06 2.1e-06 1.2e-06 2.25e-06 1.8e-06 2.05e-06 1.55e-06 1.85e-06 1.95e-06 2.6e-06 1e-06 2.7e-06 1.75e-06 1e-06 6e-07 1.15e-06 1.45e-06 2.15e-06 1.95e-06 1.45e-06 1e-06 1.45e-06 1.6e-06 1.85e-06 2.45e-06 1.7e-06 2.45e-06 1.95e-06 1.25e-06 2.25e-06 1.4e-06 1.7e-06 1.45e-06 2.6e-06 2.7e-06 1.5e-06 2.1e-06 1.95e-06 2.25e-06 2.4e-06 1.6e-06 8.5e-07 3.1e-06 2.2e-06 1.2e-06 9e-07 2.9e-06
19 1.8e-06 2.05e-06 1.55e-06 2.05e-06 1.55e-06 2.3e-06 1.75e-06 2.45e-06 2.05e-06 1.9e-06 1.95e-06 2e-06 2.25e-06 1.95e-06 1.5e-06 2.8e-06 2.45e-06 1.6e-06 1.15e-06 2e-06 1.9e-06 2.3e-06 1.7e-06 1.85e-06 1.55e-06 1.85e-06 1.9e-06 2.25e-06 2.05e-06 2.25e-06 2.2e-06 2.35e-06 1.55e-06 2.15e-06 1.8e-06 2.3e-06 2.15e-06 2.2e-06 2.05e-06 1.9e-06 2.35e-06 2.05e-06 2.4e-06 2.5e-06 2.2e-06 1.4e-06 2.75e-06 2.35e-06 1.45e-06 1.6e-06 2.45e-06
20 1.9e-06 2.25e-06 1.8e-06 1.9e-06 1.2e-06 1.9e-06 1.65e-06 2.4e-06 1.85e-06 2.3e-06 1.65e-06 1.5e-06 2.25e-06 2.45e-06 1.25e-06 2.6e-06 1.7e-06 1.3e-06 1.45e-06 1.9e-06 1.6e-06 2.15e-06 2e-06 1.55e-06 1.7e-06 1.55e-06 2.25e-06 1.55e-06 2.15e-06 1.95e-06 2.4e-06 2.15e-06 1.55e-06 2.4e-06 1.5e-06 2.05e-06 1.05e-06 2.3e-06 2.55e-06 1.6e-06 2.25e-06 2e-06 2.25e-06 2.15e-06 1.85e-06 1.6e-06 2.65e-06 2.2e-06 1.85e-06 1.35e-06 2.45e-06
21 2.6e-06 2e-06 1.9e-06 1.8e-06 1.8e-06 1.45e-06 2.5e-06 1.85e-06 2.05e-06 2.25e-06 1.2e-06 2.1e-06 1.7e-06 2.25e-06 1.95e-06 2.75e-06 2.35e-06 2.5e-06 2.15e-06 2.3e-06 2.15e-06 2.1e-06 1.95e-06 1.1e-06 1.75e-06 1.1e-06 1.65e-06 2.85e-06 1.6e-06 1.55e-06 1.8e-06 2.4e-06 1.8e-06 1.8e-06 1.05e-06 1.65e-06 2.6e-06 1.75e-06 2.35e-06 1.15e-06 2.65e-06 1.4e-06 1.15e-06 2.4e-06 1.45e-06 1.65e-06 1.75e-06 1.1e-06 1.85e-06 2.45e-06 2.4e-06
22 2.2e-06 2.35e-06 2.15e-06 1.7e-06 1.6e-06 2.2e-06 2.15e-06 2.35e-06 1.9e-06 2.2e-06 1.45e-06 1.95e-06 2.35e-06 1.6e-06 1.7e-06 2.95e-06 2.7e-06 2.25e-06 1.95e-06 1.7e-06 2e-06 1.95e-06 2.6e-06 1.35e-06 1.75e-06 1.3e-06 2.3e-06 2.5e-06 1.6e-06 2.1e-06 2.1e-06 2.55e-06 1.65e-06 2.25e-06 1.3e-06 2.2e-06 2.45e-06 1.75e-06 1.7e-06 1.4e-06 2.6e-06 2.1e-06 2e-06 2.7e-06 2e-06 1.65e-06 2.3e-06 2e-06 1.65e-06 2.25e-06 2.25e-06
23 1.8e-06 1.9e-06 1.7e-06 1.3e-06 1.2e-06 1.6e-06 1.7e-06 1.8e-06 1.05e-06 2.25e-06 1e-07 1.5e-06 1.85e-06 2e-06 1.25e-06 2.7e-06 2.1e-06 1.85e-06 1.45e-06 1.85e-06 1.55e-06 1.1e-06 1.35e-06 1e-07 8.5e-07 1e-07 1.85e-06 2.05e-06 1.2e-06 1.15e-06 2.25e-06 2.05e-06 1.2e-06 2.15e-06 5e-08 1.2e-06 1.9e-06 1.35e-06 2.1e-06 1e-07 2.55e-06 1.65e-06 1.2e-06 2.4e-06 9.5e-07 8e-07 1.85e-06 1.15e-06 1.15e-06 1.75e-06 2.1e-06
24 1.7e-06 1.95e-06 1.45e-06 1.9e-06 1.4e-06 2e-06 1.6e-06 2.2e-06 1.5e-06 2.3e-06 9e-07 1.85e-06 2.05e-06 2.4e-06 1.3e-06 2.85e-06 2.15e-06 1.55e-06 1e-06 1.55e-06 1.7e-06 1.75e-06 1.75e-06 8.5e-07 1.7e-06 9e-07 1.8e-06 2.1e-06 1.95e-06 1.6e-06 2.45e-06 2.15e-06 1.4e-06 2.3e-06 8.5e-07 1.6e-06 1.9e-06 2.1e-06 2.5e-06 9e-07 2.35e-06 1.9e-06 1.85e-06 2.5e-06 1.45e-06 9e-07 2.6e-06 1.8e-06 1.25e-06 1.45e-06 2.6e-06
25 1.8e-06 1.9e-06 1.7e-06 1.3e-06 1.2e-06 1.6e-06 1.7e-06 1.8e-06 1.1e-06 2.25e-06 2e-07 1.5e-06 1.85e-06 2e-06 1.25e-06 2.7e-06 2.1e-06 1.85e-06 1.45e-06 1.85e-06 1.55e-06 1.1e-06 1.3e-06 1e-07 9e-07 1e-07 1.85e-06 2.05e-06 1.2e-06 1.15e-06 2.25e-06 2.05e-06 1.2e-06 2.15e-06 5e-08 1.25e-06 1.9e-06 1.35e-06 2.1e-06 1.5e-07 2.55e-06 1.65e-06 1.15e-06 2.4e-06 9.5e-07 8e-07 1.85e-06 1.15e-06 1.1e-06 1.75e-06 2.1e-06
26 2.45e-06 1.95e-06 1.55e-06 2.35e-06 1.95e-06 1.8e-06 2.35e-06 2.2e-06 2.45e-06 2.25e-06 1.95e-06 2.4e-06 1.85e-06 2.6e-06 1.95e-06 2.85e-06 2.35e-06 2.1e-06 1.6e-06 1.9e-06 2.25e-06 1.65e-06 2.3e-06 1.85e-06 1.8e-06 1.85e-06 3e-06 2.85e-06 2.3e-06 1.95e-06 1.95e-06 2.45e-06 1.95e-06 1.9e-06 1.8e-06 2e-06 2.55e-06 2.45e-06 2.7e-06 1.9e-06 2.45e-06 1.6e-06 1.75e-06 2.45e-06 1.9e-06 1.65e-06 2.45e-06 1.7e-06 1.85e-06 2.05e-06 2.85e-06
27 1.45e-06 2.55e-06 2.3e-06 2.65e-06 2.05e-06 2.8e-06 1.35e-06 2.95e-06 1.55e-06 2.75e-06 2.15e-06 2e-06 2.95e-06 3e-06 1.95e-06 2.75e-06 1.95e-06 1.55e-06 1.85e-06 2.25e-06 1.55e-06 2.85e-06 2.5e-06 2.05e-06 2.1e-06 2.05e-06 2.85e-06 2e-06 2.9e-06 2.45e-06 3.3e-06 1.85e-06 2.25e-06 3.1e-06 2e-06 2.55e-06 1.15e-06 3.05e-06 3.1e-06 2.1e-06 2.65e-06 2.8e-06 2.95e-06 2.6e-06 2.35e-06 2e-06 3.1e-06 2.9e-06 2.35e-06 1.5e-06 2.65e-06
28 2.65e-06 2.25e-06 2.6e-06 1.1e-06 1.75e-06 1.95e-06 2.55e-06 2e-06 2e-06 2.45e-06 1.3e-06 1.85e-06 2.3e-06 1.35e-06 1.9e-06 2.95e-06 3.1e-06 2.7e-06 2.45e-06 2.05e-06 2.15e-06 1.6e-06 1.6e-06 1.2e-06 1.95e-06 1.2e-06 2.3e-06 2.9e-06 1.3e-06 2.2e-06 2.1e-06 2.9e-06 1.55e-06 2.15e-06 1.15e-06 2.3e-06 2.9e-06 9e-07 1.5e-06 1.25e-06 2.95e-06 2e-06 1.7e-06 2.65e-06 2e-06 1.85e-06 1.35e-06 1.65e-06 1.75e-06 2.75e-06 1.45e-06
29 2.25e-06 2.3e-06 1.65e-06 2.15e-06 1.7e-06 1.8e-06 2.05e-06 1.85e-06 1.9e-06 1.9e-06 1.25e-06 2.1e-06 1.8e-06 2.75e-06 1.65e-06 2.45e-06 1.7e-06 2.15e-06 1.7e-06 2.25e-06 1.95e-06 1.55e-06 2.1e-06 1.15e-06 1.6e-06 1.15e-06 1.95e-06 2.45e-06 2.2e-06 2.2e-06 2.4e-06 1.85e-06 1.75e-06 2.3e-06 1.1e-06 1.3e-06 2.15e-06 2.35e-06 2.85e-06 1.2e-06 2.55e-06 1.8e-06 1.65e-06 2.5e-06 1.2e-06 1.5e-06 2.6e-06 1.6e-06 1.85e-06 2.05e-06 2.95e-06
30 3e-06 2.4e-06 2.2e-06 2.3e-06 2.1e-06 1.9e-06 2.95e-06 2.45e-06 2.9e-06 2.3e-06 2.35e-06 2.45e-06 2.05e-06 2.15e-06 2.3e-06 3e-06 2.8e-06 2.75e-06 2.45e-06 2.2e-06 2.4e-06 1.8e-06 2.1e-06 2.25e-06 2.45e-06 2.25e-06 1.95e-06 3.3e-06 2.1e-06 2.4e-06 2.8e-06 2.95e-06 2.15e-06 1.95e-06 2.2e-06 2.5e-06 2.95e-06 2.25e-06 2.25e-06 2.3e-06 2.5e-06 1.7e-06 1.9e-06 2.55e-06 2.4e-06 2.35e-06 2.35e-06 1.85e-06 2.3e-06 2.75e-06 2.75e-06
31 1.75e-06 2.5e-06 1.95e-06 2.65e-06 2.1e-06 2.45e-06 1.65e-06 2.35e-06 1.8e-06 2.2e-06 2.15e-06 2.45e-06 2.4e-06 3.05e-06 2e-06 2.45e-06 1.9e-06 2.15e-06 1.95e-06 2.35e-06 2.15e-06 2.4e-06 2.55e-06 2.05e-06 2.15e-06 2.05e-06 2.45e-06 1.85e-06 2.9e-06 1.85e-06 2.95e-06 3e-06 2.3e-06 2.7e-06 2e-06 1.95e-06 2.05e-06 3.05e-06 3.15e-06 2.1e-06 2.6e-06 2.4e-06 2.5e-06 2.55e-06 1.85e-06 2.05e-06 3e-06 2.45e-06 2.4e-06 2.1e-06 2.95e-06
32 2.05e-06 2.1e-06 1.75e-06 1.75e-06 1.4e-06 1.9e-06 1.75e-06 2.1e-06 1.85e-06 2.05e-06 1.3e-06 1.55e-06 2e-06 2.05e-06 1.25e-06 2.75e-06 2.15e-06 1.75e-06 1.25e-06 1.55e-06 1.55e-06 1.8e-06 1.65e-06 1.2e-06 1.4e-06 1.2e-06 1.95e-06 2.25e-06 1.55e-06 1.75e-06 2.15e-06 2.3e-06 2.1e-06 2.2e-06 1.15e-06 1.8e-06 1.9e-06 1.7e-06 2.15e-06 1.25e-06 2.35e-06 1.9e-06 1.9e-06 2.45e-06 1.6e-06 1.3e-06 2.4e-06 1.85e-06 1.35e-06 1.7e-06 2.4e-06
33 2.75e-06 2.25e-06 2.05e-06 2.1e-06 2e-06 1.95e-06 2.65e-06 2.25e-06 2.65e-06 2.3e-06 2.25e-06 2.6e-06 2.1e-06 2.25e-06 2.1e-06 2.9e-06 2.75e-06 2.6e-06 2.25e-06 2.15e-06 2.4e-06 1.8e-06 2.25e-06 2.15e-06 2.3e-06 2.15e-06 1.9e-06 3.1e-06 2.15e-06 2.3e-06 1.95e-06 2.7e-06 2.2e-06 3e-06 2.1e-06 2.35e-06 2.95e-06 2.3e-06 2.35e-06 2.2e-06 2.75e-06 1.75e-06 1.9e-06 2.6e-06 2.25e-06 2.2e-06 2.2e-06 1.85e-06 2.35e-06 2.65e-06 2.55e-06
34 1.75e-06 1.85e-06 1.65e-06 1.25e-06 1.15e-06 1.55e-06 1.65e-06 1.75e-06 1.05e-06 2.2e-06 1.5e-07 1.45e-06 1.8e-06 1.95e-06 1.2e-06 2.65e-06 2.05e-06 1.8e-06 1.4e-06 1.8e-06 1.5e-06 1.05e-06 1.3e-06 5e-08 8.5e-07 5e-08 1.8e-06 2e-06 1.15e-06 1.1e-06 2.2e-06 2e-06 1.15e-06 2.1e-06 0.0 1.2e-06 1.85e-06 1.3e-06 2.05e-06 1e-07 2.5e-06 1.6e-06 1.15e-06 2.35e-06 9e-07 7.5e-07 1.8e-06 1.1e-06 1.1e-06 1.7e-06 2.05e-06
35 2.35e-06 2.35e-06 1.7e-06 2.25e-06 1.8e-06 1.9e-06 2.1e-06 1.8e-06 1.95e-06 2.1e-06 1.25e-06 2.2e-06 1.75e-06 2.85e-06 1.7e-06 2.65e-06 1.85e-06 2.2e-06 1.7e-06 2.3e-06 2.05e-06 1.65e-06 2.2e-06 1.2e-06 1.6e-06 1.25e-06 2e-06 2.55e-06 2.3e-06 1.3e-06 2.5e-06 1.95e-06 1.8e-06 2.35e-06 1.2e-06 2.4e-06 2.25e-06 2.45e-06 2.95e-06 1.25e-06 2.6e-06 1.9e-06 1.75e-06 2.6e-06 1.2e-06 1.55e-06 2.7e-06 1.7e-06 1.9e-06 2.1e-06 3.05e-06
36 1.8e-06 2.5e-06 2e-06 2.7e-06 1.8e-06 2.4e-06 1.5e-06 2.8e-06 1.9e-06 2.55e-06 2e-06 1.35e-06 2.55e-06 3.1e-06 1.65e-06 2.7e-06 1.4e-06 1.15e-06 1.45e-06 2.15e-06 1.05e-06 2.6e-06 2.45e-06 1.9e-06 1.9e-06 1.9e-06 2.55e-06 1.15e-06 2.9e-06 2.15e-06 2.95e-06 2.05e-06 1.9e-06 2.95e-06 1.85e-06 2.25e-06 1e-07 3.05e-06 3.2e-06 1.95e-06 2.35e-06 2.45e-06 2.7e-06 2.4e-06 2.15e-06 1.8e-06 3.25e-06 2.65e-06 2.15e-06 1.05e-06 2.9e-06
