 slim_762263633 slim_762263681 slim_762263640 slim_762263652 slim_762263655 slim_762263646 slim_762263680 slim_762263682 slim_762263645 slim_762263678 slim_762263660 slim_762263641 slim_762263690 slim_762263687 slim_762263679 slim_762263662 slim_762263629 slim_762263648 slim_762263694 slim_762263684 slim_762263670 slim_762263688 slim_762263692 slim_762263676 slim_762263666 slim_762263677 slim_762263685 slim_762263691 slim_762263671 slim_762263674 slim_762263634 slim_762263673 slim_762263656 slim_762263632 slim_762263653 slim_762263650 slim_762263696 slim_762263654 slim_762263644 slim_762263626 slim_762263683 slim_762263664 slim_762263665 slim_762263642 slim_762263625 slim_762263643 slim_762263663 slim_762263669 slim_762263672 slim_762263667 slim_762263638 slim_762263657 slim_762263689 slim_762263695 slim_762263624 slim_762263630 slim_762263651 slim_762263639 slim_762263627 slim_762263693 slim_762263635 slim_762263647 slim_762263637 slim_762263697 slim_762263686 slim_762263668 slim_762263631 slim_762263636 slim_762263675 slim_762263659 slim_762263658 slim_762263628 slim_762263661 slim_762263649
27 1.15e-06 1.55e-06 1.2e-06 1.3e-06 1.4e-06 1.2e-06 9e-07 1.35e-06 1.55e-06 1.3e-06 1.45e-06 9.5e-07 1.85e-06 1.3e-06 1.15e-06 1.25e-06 1.8e-06 1.2e-06 1.2e-06 1.45e-06 1.3e-06 1.35e-06 1.45e-06 1.15e-06 1.15e-06 1.1e-06 1.15e-06 1.8e-06 1.35e-06 1.15e-06 1.4e-06 1.2e-06 1.1e-06 1.15e-06 1e-06 1.15e-06 1.35e-06 1.05e-06 1.65e-06 1.5e-06 1.4e-06 1.15e-06 1.35e-06 1.15e-06 1.1e-06 1.9e-06 1.05e-06 1.35e-06 1.3e-06 1.1e-06 1.55e-06 1.15e-06 1.4e-06 1.5e-06 9.5e-07 1.2e-06 1.1e-06 1.3e-06 1.5e-06 1.1e-06 1.5e-06 1.1e-06 1.5e-06 9.5e-07 1.05e-06 1.4e-06 1.3e-06 1.45e-06 1.35e-06 1.45e-06 1.1e-06 1.6e-06 1.4e-06 1.45e-06
28 9e-07 1.1e-06 1e-06 1.2e-06 1.15e-06 9.5e-07 1.35e-06 1e-06 9e-07 1.05e-06 8e-07 7.5e-07 1.8e-06 9.5e-07 9.5e-07 7.5e-07 1.45e-06 9.5e-07 9.5e-07 1.2e-06 1.65e-06 8.5e-07 1.05e-06 1e-06 9e-07 9e-07 9e-07 1.35e-06 1.4e-06 9.5e-07 1.1e-06 8.5e-07 8.5e-07 9e-07 8.5e-07 1.45e-06 1.05e-06 9e-07 1.05e-06 9.5e-07 1e-06 9.5e-07 9.5e-07 9e-07 8e-07 1.2e-06 8e-07 1.1e-06 9.5e-07 9e-07 9.5e-07 9e-07 1.1e-06 1.15e-06 8e-07 8.5e-07 9.5e-07 9.5e-07 9e-07 8.5e-07 1.1e-06 9e-07 1.1e-06 7.5e-07 8e-07 1.05e-06 9e-07 1.15e-06 9.5e-07 1.1e-06 9e-07 1.25e-06 1.05e-06 1.05e-06
29 3e-07 7.5e-07 6e-07 1.05e-06 5.5e-07 5e-07 1.15e-06 6.5e-07 1.1e-06 6.5e-07 1.3e-06 3.5e-07 1.9e-06 5.5e-07 5.5e-07 8.5e-07 9.5e-07 5e-07 1e-06 1.1e-06 1.5e-06 9.5e-07 7e-07 4.5e-07 3e-07 7.5e-07 5e-07 1.15e-06 9.5e-07 6e-07 3e-07 5e-07 4.5e-07 3e-07 4e-07 1.1e-06 1.05e-06 4.5e-07 1.2e-06 9.5e-07 6.5e-07 5e-07 6e-07 3e-07 6.5e-07 1.45e-06 5.5e-07 7e-07 8.5e-07 5e-07 1.15e-06 5e-07 7.5e-07 1e-06 3.5e-07 7e-07 5e-07 8e-07 1.05e-06 6e-07 5.5e-07 6.5e-07 5.5e-07 5e-07 4e-07 7.5e-07 7.5e-07 3.5e-07 9e-07 8e-07 5e-07 1.2e-06 7e-07 5e-07
30 2.5e-07 7.5e-07 8e-07 1.2e-06 5e-07 4.5e-07 1.4e-06 7.5e-07 1.2e-06 8e-07 1.45e-06 5.5e-07 1.95e-06 6e-07 7.5e-07 1.05e-06 9.5e-07 4.5e-07 1.2e-06 1.15e-06 1.65e-06 1.15e-06 7.5e-07 6e-07 2.5e-07 1e-06 6.5e-07 1.4e-06 1.1e-06 3e-07 0.0 6e-07 6e-07 2.5e-07 6.5e-07 1.05e-06 1.25e-06 7e-07 1.3e-06 1e-06 7e-07 7e-07 6.5e-07 2.5e-07 8e-07 1.55e-06 7e-07 8.5e-07 9.5e-07 7e-07 1.3e-06 6.5e-07 9.5e-07 1.15e-06 6e-07 8e-07 7.5e-07 9e-07 1.15e-06 7.5e-07 4e-07 8.5e-07 4e-07 7e-07 5.5e-07 7e-07 8e-07 5e-08 1.05e-06 9.5e-07 7e-07 1.4e-06 8e-07 3.5e-07
31 4.5e-07 4e-07 6e-07 1.05e-06 7e-07 6.5e-07 1.2e-06 4.5e-07 1e-06 6.5e-07 1.2e-06 3.5e-07 1.65e-06 4e-07 5.5e-07 8e-07 1.05e-06 6.5e-07 1e-06 9e-07 1.5e-06 9e-07 5e-07 6e-07 4.5e-07 8e-07 5e-07 1.2e-06 8.5e-07 5e-07 6e-07 6e-07 4.5e-07 4.5e-07 4.5e-07 1.25e-06 9.5e-07 5e-07 1.1e-06 6e-07 4.5e-07 5.5e-07 4e-07 4.5e-07 6.5e-07 1.25e-06 5.5e-07 7e-07 7e-07 5e-07 1.05e-06 5e-07 7.5e-07 9e-07 4e-07 7e-07 5.5e-07 8e-07 9.5e-07 6e-07 5e-07 6.5e-07 5e-07 5e-07 4e-07 8.5e-07 6e-07 6.5e-07 7e-07 7e-07 5e-07 1.2e-06 5e-07 4.5e-07
32 4e-07 7.5e-07 4.5e-07 9e-07 6.5e-07 6e-07 1.1e-06 5.5e-07 9e-07 4.5e-07 1.2e-06 2e-07 1.85e-06 4e-07 4e-07 8e-07 1.05e-06 6e-07 9e-07 1.05e-06 1.3e-06 9e-07 5.5e-07 5e-07 4e-07 7e-07 3e-07 1.1e-06 8.5e-07 4.5e-07 6e-07 4.5e-07 4e-07 4e-07 3e-07 1.2e-06 9.5e-07 4e-07 1e-06 9e-07 5e-07 3.5e-07 4.5e-07 4e-07 5e-07 1.35e-06 3.5e-07 5e-07 8e-07 3.5e-07 9.5e-07 3e-07 7e-07 9e-07 3e-07 5e-07 4e-07 6e-07 9.5e-07 4e-07 7e-07 5.5e-07 7e-07 4e-07 2e-07 8e-07 7e-07 6.5e-07 8e-07 6.5e-07 3e-07 1.15e-06 6.5e-07 6.5e-07
33 2.5e-07 7e-07 5.5e-07 1e-06 5e-07 4.5e-07 1.15e-06 6e-07 1.05e-06 6e-07 1.25e-06 3e-07 1.85e-06 5e-07 5e-07 8.5e-07 9.5e-07 4.5e-07 9.5e-07 1.05e-06 1.45e-06 9.5e-07 6.5e-07 4.5e-07 2.5e-07 7.5e-07 4.5e-07 1.15e-06 9e-07 3e-07 2.5e-07 4.5e-07 4e-07 5e-07 4e-07 1.05e-06 1e-06 4.5e-07 1.15e-06 9e-07 6e-07 5e-07 5.5e-07 2.5e-07 6e-07 1.4e-06 5e-07 6.5e-07 8e-07 4.5e-07 1.1e-06 4.5e-07 7.5e-07 9.5e-07 3.5e-07 6.5e-07 5e-07 7.5e-07 1e-06 5.5e-07 5e-07 6e-07 5e-07 4.5e-07 3.5e-07 7e-07 7e-07 3e-07 8.5e-07 7.5e-07 4.5e-07 1.2e-06 6.5e-07 4.5e-07
34 4e-07 8e-07 4e-07 9e-07 6.5e-07 6e-07 1e-06 5.5e-07 1.05e-06 5.5e-07 1.2e-06 1.5e-07 1.9e-06 5.5e-07 3.5e-07 7.5e-07 1.05e-06 6e-07 8.5e-07 1.1e-06 1.4e-06 8.5e-07 7e-07 4e-07 4e-07 6e-07 4e-07 1e-06 8.5e-07 4e-07 6.5e-07 4.5e-07 3e-07 4e-07 3e-07 1.2e-06 9e-07 3e-07 1.15e-06 9.5e-07 6.5e-07 4e-07 6e-07 4e-07 5e-07 1.4e-06 4.5e-07 6e-07 8e-07 3e-07 1.05e-06 4e-07 6.5e-07 9e-07 2e-07 6.5e-07 3e-07 7.5e-07 1e-06 5e-07 7.5e-07 5e-07 7.5e-07 3.5e-07 3e-07 8.5e-07 7.5e-07 7e-07 8e-07 6.5e-07 2.5e-07 1.1e-06 6.5e-07 7e-07
35 1.05e-06 1.5e-06 1.35e-06 1.4e-06 1.3e-06 1.1e-06 1.15e-06 1.4e-06 1.6e-06 1.4e-06 1.55e-06 1.1e-06 1.85e-06 1.3e-06 1.3e-06 1.4e-06 1.75e-06 1.1e-06 1.35e-06 1.45e-06 1.45e-06 1.5e-06 1.45e-06 1.25e-06 1.05e-06 1.3e-06 1.25e-06 1.15e-06 1.45e-06 1.1e-06 1.05e-06 1.25e-06 1.2e-06 1.05e-06 1.2e-06 2.1e-06 1.5e-06 1.25e-06 1.7e-06 1.5e-06 1.4e-06 1.3e-06 1.35e-06 1.05e-06 1.2e-06 1.95e-06 1.15e-06 1.45e-06 1.35e-06 1.25e-06 1.65e-06 1.25e-06 1.55e-06 1.6e-06 1.15e-06 1.25e-06 1.3e-06 1.35e-06 1.55e-06 1.2e-06 1.3e-06 1.25e-06 1.3e-06 1.1e-06 1.15e-06 1.3e-06 1.3e-06 1.1e-06 1.45e-06 1.55e-06 1.25e-06 1.75e-06 1.45e-06 1.25e-06
36 1e-06 1.25e-06 1.05e-06 1.35e-06 1.25e-06 8.5e-07 1.35e-06 1.1e-06 1.25e-06 1.15e-06 1.1e-06 8e-07 2.05e-06 1.1e-06 1e-06 1e-06 1.5e-06 8.5e-07 8e-07 1.4e-06 1.7e-06 1.1e-06 1.2e-06 1.05e-06 1e-06 9.5e-07 1e-06 1.35e-06 1.05e-06 1.05e-06 1.25e-06 9.5e-07 9.5e-07 1e-06 9e-07 1.5e-06 9e-07 9.5e-07 1.35e-06 1.15e-06 1.15e-06 1.05e-06 1.1e-06 1e-06 9.5e-07 1.3e-06 7.5e-07 1.2e-06 1.05e-06 9.5e-07 1.25e-06 1e-06 1.1e-06 8.5e-07 8.5e-07 1.05e-06 1e-06 1.15e-06 1.2e-06 8e-07 1.25e-06 8e-07 1.25e-06 6.5e-07 9e-07 1.25e-06 1.1e-06 1.3e-06 1.1e-06 1e-06 9.5e-07 1.25e-06 1.15e-06 1.2e-06
37 4.5e-07 8.5e-07 5e-07 1e-06 7e-07 6.5e-07 1.05e-06 6.5e-07 1.1e-06 6e-07 1.25e-06 2.5e-07 1.95e-06 6e-07 4.5e-07 8e-07 1.1e-06 6.5e-07 9e-07 1.15e-06 1.45e-06 9e-07 7.5e-07 4.5e-07 4.5e-07 5.5e-07 4.5e-07 1.05e-06 9e-07 4.5e-07 7e-07 5e-07 4e-07 4.5e-07 3e-07 1.25e-06 9.5e-07 4e-07 1.2e-06 1e-06 7e-07 3.5e-07 6.5e-07 4.5e-07 6e-07 1.45e-06 5e-07 6.5e-07 8.5e-07 4e-07 1.1e-06 4.5e-07 7e-07 9.5e-07 2.5e-07 7e-07 4e-07 8e-07 1.05e-06 5.5e-07 8e-07 5.5e-07 8e-07 4e-07 3.5e-07 9e-07 8e-07 7.5e-07 8.5e-07 7.5e-07 4e-07 1.15e-06 7e-07 7.5e-07
38 1.15e-06 1.3e-06 1.3e-06 1.35e-06 1.4e-06 1.2e-06 1.65e-06 1.25e-06 9.5e-07 1.1e-06 1.1e-06 1.05e-06 2e-06 1.05e-06 1.2e-06 1e-06 1.65e-06 1.2e-06 1.25e-06 1.35e-06 1.7e-06 1e-06 1.05e-06 1.3e-06 1.15e-06 1.2e-06 1.05e-06 1.65e-06 1.05e-06 1.2e-06 1.3e-06 1.1e-06 1e-06 1.15e-06 1.15e-06 1.7e-06 1.35e-06 1.2e-06 1.8e-06 1.15e-06 1.1e-06 1.1e-06 1.05e-06 1.15e-06 1.05e-06 1.3e-06 9.5e-07 1.15e-06 1.2e-06 1.15e-06 1.05e-06 1.05e-06 1.35e-06 1.4e-06 1.1e-06 9.5e-07 1.2e-06 9.5e-07 9e-07 1e-06 1.3e-06 1.2e-06 1.3e-06 1.05e-06 9.5e-07 1.25e-06 1.1e-06 1.35e-06 1.2e-06 1.35e-06 1.2e-06 1.5e-06 1.3e-06 1.25e-06
39 9e-07 5.5e-07 1.1e-06 1.25e-06 1.15e-06 1e-06 1.5e-06 7.5e-07 1.05e-06 1.1e-06 1.1e-06 8.5e-07 1.6e-06 7e-07 1.05e-06 9e-07 1.4e-06 1e-06 1.2e-06 9e-07 1.75e-06 1e-06 7.5e-07 1.1e-06 9e-07 1.1e-06 9.5e-07 1.5e-06 9.5e-07 9.5e-07 1e-06 6e-07 9e-07 9e-07 9.5e-07 1.5e-06 1.15e-06 1e-06 1.15e-06 8e-07 7e-07 1e-06 6.5e-07 9e-07 8e-07 1.2e-06 9e-07 1.15e-06 8.5e-07 1e-06 1.15e-06 9.5e-07 1.15e-06 1.15e-06 9e-07 8e-07 1.05e-06 9e-07 1e-06 9.5e-07 7.5e-07 1.05e-06 7.5e-07 9e-07 8.5e-07 9.5e-07 6e-07 1.05e-06 7.5e-07 1.05e-06 1e-06 1.4e-06 8e-07 7e-07
40 6e-07 5e-07 8e-07 1.2e-06 8.5e-07 8e-07 1.4e-06 6e-07 1e-06 7e-07 1.35e-06 5.5e-07 1.75e-06 4e-07 7.5e-07 9.5e-07 1.15e-06 8e-07 1.2e-06 1e-06 1.55e-06 1.05e-06 5e-07 8e-07 6e-07 1e-06 5.5e-07 1.4e-06 1e-06 6.5e-07 7e-07 4.5e-07 5e-07 6e-07 6.5e-07 1.4e-06 1.15e-06 7e-07 1.1e-06 7e-07 8e-07 6e-07 4e-07 6e-07 8e-07 1.35e-06 6e-07 7.5e-07 8.5e-07 7e-07 1.1e-06 5.5e-07 9e-07 1.05e-06 6e-07 7e-07 7.5e-07 8e-07 1.05e-06 6.5e-07 6e-07 8.5e-07 6e-07 7e-07 4.5e-07 9.5e-07 7e-07 7.5e-07 8.5e-07 8.5e-07 7e-07 1.35e-06 6.5e-07 5.5e-07
41 5e-07 8.5e-07 6e-07 1.05e-06 7.5e-07 7e-07 1.15e-06 7e-07 1e-06 5.5e-07 1.3e-06 3.5e-07 1.95e-06 5e-07 5.5e-07 8.5e-07 1.1e-06 7e-07 1e-06 1.15e-06 1.4e-06 9.5e-07 6.5e-07 5.5e-07 5e-07 6.5e-07 4e-07 1.15e-06 9.5e-07 5e-07 7e-07 5.5e-07 3.5e-07 5e-07 4e-07 1.3e-06 1.05e-06 3.5e-07 1.1e-06 1e-06 6e-07 6e-07 5.5e-07 5e-07 6.5e-07 1.45e-06 4.5e-07 6e-07 9e-07 5e-07 1.05e-06 4e-07 7.5e-07 1e-06 3.5e-07 6e-07 5e-07 7e-07 1.05e-06 5e-07 8e-07 6.5e-07 8e-07 5e-07 3e-07 9e-07 8e-07 7.5e-07 9e-07 8e-07 5e-07 1.2e-06 7.5e-07 7.5e-07
42 5.5e-07 4.5e-07 7.5e-07 1.15e-06 8e-07 7.5e-07 1.35e-06 5.5e-07 9.5e-07 6.5e-07 1.3e-06 5e-07 1.7e-06 3.5e-07 7e-07 9e-07 1.1e-06 7.5e-07 1.15e-06 9.5e-07 1.5e-06 1e-06 4.5e-07 7.5e-07 5.5e-07 9.5e-07 5e-07 1.35e-06 9.5e-07 6e-07 6.5e-07 4e-07 4.5e-07 5.5e-07 6e-07 1.35e-06 1.1e-06 6.5e-07 1.05e-06 6.5e-07 4e-07 5.5e-07 7e-07 5.5e-07 7.5e-07 1.3e-06 5.5e-07 7e-07 8e-07 6.5e-07 1.05e-06 5e-07 8.5e-07 1e-06 5.5e-07 6.5e-07 7e-07 7.5e-07 1e-06 6e-07 5.5e-07 8e-07 5.5e-07 6.5e-07 4e-07 9e-07 6.5e-07 7e-07 8e-07 8e-07 6.5e-07 1.3e-06 6e-07 5e-07
43 2.5e-07 7e-07 5.5e-07 1e-06 5e-07 4.5e-07 1.15e-06 6e-07 1.05e-06 6e-07 1.25e-06 3e-07 1.85e-06 5e-07 5e-07 8.5e-07 9.5e-07 4.5e-07 9.5e-07 1.05e-06 1.45e-06 9.5e-07 6.5e-07 4.5e-07 2.5e-07 7.5e-07 4.5e-07 1.15e-06 9e-07 3e-07 2.5e-07 4.5e-07 4e-07 2.5e-07 4e-07 1.05e-06 1e-06 4.5e-07 1.15e-06 9e-07 6e-07 5e-07 5.5e-07 5e-07 6e-07 1.4e-06 5e-07 6.5e-07 8e-07 4.5e-07 1.1e-06 4.5e-07 7.5e-07 9.5e-07 3.5e-07 6.5e-07 5e-07 7.5e-07 1e-06 5.5e-07 5e-07 6e-07 5e-07 4.5e-07 3.5e-07 7e-07 7e-07 3e-07 8.5e-07 7.5e-07 4.5e-07 1.2e-06 6.5e-07 4.5e-07
44 6e-07 9.5e-07 6.5e-07 8.5e-07 8.5e-07 7e-07 1.1e-06 7.5e-07 9.5e-07 7.5e-07 9.5e-07 4e-07 1.8e-06 7e-07 6e-07 7.5e-07 1.25e-06 7e-07 8e-07 1e-06 1.4e-06 8.5e-07 8.5e-07 7e-07 6e-07 7e-07 6e-07 1.1e-06 8e-07 6.5e-07 8e-07 6.5e-07 5e-07 6e-07 5e-07 1.2e-06 9.5e-07 6e-07 1.05e-06 8e-07 8e-07 6.5e-07 7.5e-07 6e-07 8e-07 1.3e-06 5.5e-07 8e-07 8e-07 5.5e-07 1e-06 6e-07 9e-07 1e-06 5e-07 5e-07 6e-07 6e-07 9e-07 6e-07 9e-07 6.5e-07 9e-07 5e-07 5e-07 7e-07 6e-07 8.5e-07 7.5e-07 8.5e-07 5e-07 1.15e-06 8.5e-07 8.5e-07
45 1.4e-06 1.4e-06 1.55e-06 1.6e-06 1.65e-06 1.45e-06 1.9e-06 1.4e-06 1.3e-06 1.55e-06 1.25e-06 1.3e-06 2.1e-06 1.35e-06 1.45e-06 1.15e-06 1.55e-06 1.45e-06 1.5e-06 1.5e-06 2.15e-06 1.15e-06 1.4e-06 1.55e-06 1.4e-06 1.45e-06 1.4e-06 1.9e-06 1.2e-06 1.45e-06 1.55e-06 1.25e-06 1.35e-06 1.4e-06 1.4e-06 1.95e-06 1.3e-06 1.45e-06 1.3e-06 1.2e-06 1.35e-06 1.45e-06 1.3e-06 1.4e-06 1.3e-06 1.9e-06 1.3e-06 1.6e-06 1.4e-06 1.4e-06 1.4e-06 1.4e-06 1.3e-06 1.2e-06 1.35e-06 1.3e-06 1.45e-06 1.4e-06 1.05e-06 1.35e-06 1.45e-06 1.45e-06 1.45e-06 1.3e-06 1.3e-06 1.5e-06 1.3e-06 1.6e-06 1.35e-06 1.15e-06 1.45e-06 1.4e-06 1.45e-06 1.4e-06
46 5e-07 8.5e-07 6e-07 9.5e-07 7.5e-07 5.5e-07 1.05e-06 7e-07 8.5e-07 5.5e-07 1e-06 3.5e-07 1.8e-06 5e-07 5.5e-07 7.5e-07 1.15e-06 5.5e-07 7e-07 1.05e-06 1.25e-06 8.5e-07 6.5e-07 6e-07 5e-07 6.5e-07 4e-07 1.05e-06 8e-07 5.5e-07 7e-07 5.5e-07 3.5e-07 5e-07 4.5e-07 1.15e-06 7.5e-07 5e-07 9.5e-07 9e-07 6e-07 4.5e-07 5.5e-07 5e-07 5.5e-07 1.3e-06 6e-07 6e-07 7.5e-07 5e-07 9e-07 4e-07 8e-07 8.5e-07 4e-07 5e-07 5.5e-07 6e-07 9e-07 3.5e-07 8e-07 5e-07 8e-07 3.5e-07 3e-07 8e-07 7e-07 7.5e-07 8e-07 8e-07 5e-07 1.1e-06 7.5e-07 7.5e-07
47 6.5e-07 1e-06 6e-07 1.2e-06 8.5e-07 8.5e-07 1.35e-06 8.5e-07 1.05e-06 4.5e-07 1.45e-06 5e-07 2.1e-06 6.5e-07 6.5e-07 1.05e-06 1.3e-06 8.5e-07 1.15e-06 1.3e-06 1.4e-06 1.15e-06 7e-07 6e-07 6.5e-07 9.5e-07 4.5e-07 1.35e-06 1.1e-06 7e-07 8.5e-07 7e-07 5e-07 6.5e-07 6e-07 1.45e-06 1.2e-06 6.5e-07 1.15e-06 1.15e-06 7.5e-07 6e-07 7e-07 6.5e-07 8e-07 1.6e-06 6e-07 9e-07 1.05e-06 6.5e-07 1.05e-06 5.5e-07 9.5e-07 1.15e-06 5.5e-07 7.5e-07 7e-07 7.5e-07 1.2e-06 6.5e-07 9.5e-07 6.5e-07 9.5e-07 6.5e-07 4.5e-07 1.05e-06 9.5e-07 9e-07 9e-07 9.5e-07 6.5e-07 1.4e-06 7.5e-07 9e-07
48 8e-07 8e-07 9.5e-07 1.2e-06 1.05e-06 8.5e-07 1.3e-06 8.5e-07 1.1e-06 1e-06 9e-07 7e-07 1.8e-06 7.5e-07 9e-07 9e-07 1.4e-06 8.5e-07 8.5e-07 1.1e-06 1.6e-06 1e-06 9e-07 9.5e-07 8e-07 8e-07 8.5e-07 1.3e-06 9.5e-07 8.5e-07 9.5e-07 7e-07 8e-07 8e-07 8e-07 1.35e-06 1.05e-06 8.5e-07 1.2e-06 8.5e-07 8.5e-07 9e-07 8e-07 8e-07 8e-07 1.4e-06 7.5e-07 1.05e-06 1.3e-06 8.5e-07 1.15e-06 8.5e-07 1.1e-06 1.15e-06 7.5e-07 8.5e-07 9e-07 9.5e-07 1.05e-06 8e-07 9e-07 8.5e-07 9e-07 7e-07 7.5e-07 1e-06 7.5e-07 1e-06 9e-07 1.1e-06 8.5e-07 1.2e-06 9e-07 8.5e-07
49 4.5e-07 8.5e-07 4.5e-07 7.5e-07 7e-07 6.5e-07 1.1e-06 6e-07 1.1e-06 6e-07 1.25e-06 2e-07 1.95e-06 6e-07 2.5e-07 8.5e-07 1.15e-06 6.5e-07 9e-07 1.1e-06 1.45e-06 9e-07 7.5e-07 5e-07 4.5e-07 7e-07 4.5e-07 1.1e-06 9e-07 5e-07 7e-07 5e-07 3.5e-07 4.5e-07 3e-07 1.25e-06 9.5e-07 4e-07 1.15e-06 1e-06 7e-07 5e-07 6.5e-07 4.5e-07 5.5e-07 1.4e-06 5e-07 6.5e-07 8.5e-07 4e-07 1.1e-06 4.5e-07 7.5e-07 9.5e-07 3e-07 7e-07 2.5e-07 8e-07 9.5e-07 5.5e-07 8e-07 5.5e-07 8e-07 4e-07 3.5e-07 9e-07 8e-07 7.5e-07 8.5e-07 7e-07 3e-07 1.2e-06 7e-07 7.5e-07
50 1.1e-06 1.3e-06 1.15e-06 1.4e-06 1.35e-06 1.15e-06 1.55e-06 1.2e-06 9e-07 1e-06 1e-06 9.5e-07 2e-06 1.05e-06 1.1e-06 9.5e-07 1.65e-06 1.15e-06 1.15e-06 1.4e-06 1.65e-06 1.05e-06 1.05e-06 1.15e-06 1.1e-06 1.1e-06 1e-06 1.55e-06 9.5e-07 1.15e-06 1.3e-06 1.05e-06 9.5e-07 1.1e-06 1.05e-06 1.65e-06 1.25e-06 1.1e-06 1.05e-06 1.15e-06 1.1e-06 1.05e-06 1.05e-06 1.1e-06 1e-06 1.4e-06 9e-07 1.05e-06 1.15e-06 1.1e-06 1.8e-06 1e-06 1.3e-06 1.35e-06 1e-06 9.5e-07 1.15e-06 9.5e-07 1.1e-06 9.5e-07 1.3e-06 1.05e-06 1.3e-06 9.5e-07 9e-07 1.25e-06 1.1e-06 1.35e-06 1.1e-06 1.3e-06 1.1e-06 1.45e-06 1.2e-06 1.25e-06
51 4.5e-07 8e-07 5.5e-07 1e-06 7e-07 6.5e-07 1.15e-06 6.5e-07 9.5e-07 5e-07 1.25e-06 3e-07 1.9e-06 4.5e-07 5e-07 8.5e-07 1.1e-06 6.5e-07 9.5e-07 1.1e-06 1.35e-06 9.5e-07 6e-07 5.5e-07 4.5e-07 7.5e-07 3.5e-07 1.15e-06 9e-07 5e-07 6.5e-07 5e-07 3e-07 4.5e-07 4e-07 1.25e-06 1e-06 4.5e-07 1.05e-06 9.5e-07 5.5e-07 4e-07 5e-07 4.5e-07 6e-07 1.4e-06 4e-07 5.5e-07 8.5e-07 4.5e-07 1e-06 5e-07 7.5e-07 9.5e-07 3.5e-07 5.5e-07 5e-07 6.5e-07 1e-06 4.5e-07 7.5e-07 6e-07 7.5e-07 4.5e-07 2.5e-07 8.5e-07 7.5e-07 7e-07 8.5e-07 7.5e-07 4.5e-07 1.2e-06 7e-07 7e-07
52 7.5e-07 1e-06 8.5e-07 1.3e-06 1e-06 9.5e-07 1.4e-06 9e-07 1.25e-06 9e-07 1.45e-06 6e-07 2e-06 8e-07 8e-07 1e-06 9.5e-07 9.5e-07 1.25e-06 1.35e-06 1.75e-06 1.1e-06 9.5e-07 8e-07 7.5e-07 1e-06 7.5e-07 1.4e-06 1.1e-06 7.5e-07 9.5e-07 7.5e-07 7e-07 7.5e-07 6.5e-07 1.55e-06 1.1e-06 7e-07 1.35e-06 1.15e-06 9e-07 7.5e-07 8.5e-07 7.5e-07 9e-07 1.3e-06 8e-07 9.5e-07 1.1e-06 7.5e-07 1.3e-06 7.5e-07 1.1e-06 9.5e-07 6e-07 9.5e-07 7.5e-07 1.05e-06 1.2e-06 8.5e-07 1e-06 9e-07 1e-06 7.5e-07 6.5e-07 1.15e-06 1e-06 1e-06 1.1e-06 7.5e-07 7.5e-07 1.05e-06 9.5e-07 9.5e-07
53 9.5e-07 1.15e-06 1.05e-06 1.4e-06 1.2e-06 9.5e-07 1.5e-06 1.05e-06 1.3e-06 1.1e-06 1.35e-06 8e-07 2.1e-06 1e-06 1e-06 1.1e-06 1.25e-06 9.5e-07 1.1e-06 1.4e-06 1.8e-06 1.2e-06 1.1e-06 1.05e-06 9.5e-07 1.1e-06 9.5e-07 1.5e-06 1.15e-06 1e-06 1.15e-06 9e-07 9e-07 9.5e-07 9e-07 1.6e-06 8.5e-07 9.5e-07 1.4e-06 1.15e-06 1.05e-06 1e-06 1e-06 9.5e-07 1e-06 1.2e-06 8.5e-07 1.15e-06 1.15e-06 9.5e-07 1.35e-06 9.5e-07 9.5e-07 1.5e-06 8.5e-07 1.05e-06 1e-06 1.15e-06 1.25e-06 9e-07 1.15e-06 9.5e-07 1.15e-06 8e-07 8.5e-07 1.25e-06 1.1e-06 1.2e-06 1.15e-06 8e-07 9.5e-07 1.2e-06 1.1e-06 1.1e-06
54 3.5e-07 7.5e-07 4e-07 9e-07 6e-07 5.5e-07 9.5e-07 5.5e-07 1e-06 5e-07 1.15e-06 1.5e-07 1.85e-06 5e-07 3.5e-07 7e-07 1e-06 5.5e-07 8e-07 1.05e-06 1.35e-06 8e-07 6.5e-07 3.5e-07 3.5e-07 5.5e-07 3.5e-07 9.5e-07 8e-07 3.5e-07 6e-07 4e-07 3e-07 3.5e-07 2e-07 1.15e-06 8.5e-07 2.5e-07 1.1e-06 9e-07 6e-07 3.5e-07 5.5e-07 3.5e-07 5e-07 1.35e-06 4e-07 5.5e-07 7.5e-07 3e-07 1e-06 3.5e-07 6e-07 8.5e-07 2e-07 6e-07 3e-07 7e-07 9.5e-07 4.5e-07 7e-07 4.5e-07 7e-07 3e-07 2.5e-07 8e-07 7e-07 6.5e-07 7.5e-07 6.5e-07 3e-07 1.05e-06 6e-07 6.5e-07
