 slim_762186558 slim_762186513 slim_762186554 slim_762186556 slim_762186526 slim_762186557 slim_762186529 slim_762186516 slim_762186539 slim_762186536 slim_762186543 slim_762186549 slim_762186518 slim_762186525 slim_762186528 slim_762186538 slim_762186511 slim_762186553 slim_762186530 slim_762186544 slim_762186519 slim_762186540 slim_762186535 slim_762186547 slim_762186551 slim_762186527 slim_762186532 slim_762186531 slim_762186512 slim_762186546 slim_762186514 slim_762186545 slim_762186552 slim_762186524 slim_762186550 slim_762186517 slim_762186520 slim_762186548 slim_762186542 slim_762186521 slim_762186555 slim_762186522 slim_762186541 slim_762186510 slim_762186515 slim_762186537 slim_762186534 slim_762186533 slim_762186523
39 2.3e-06 1.95e-06 1.9e-06 1.6e-06 1.75e-06 1.5e-06 2.1e-06 1.75e-06 1.55e-06 1.55e-06 2.15e-06 2.15e-06 1.35e-06 2.1e-06 1.9e-06 1.7e-06 1.55e-06 1.15e-06 1.05e-06 1.15e-06 2.2e-06 2.1e-06 1.45e-06 1.25e-06 1.65e-06 1.65e-06 1.9e-06 2.2e-06 2.2e-06 1.15e-06 1e-06 1.65e-06 1.65e-06 1.45e-06 1.3e-06 1.9e-06 1.95e-06 1.1e-06 1.25e-06 1.3e-06 1.45e-06 1.2e-06 2.25e-06 1.25e-06 1.2e-06 1.8e-06 1.45e-06 1.25e-06 1.75e-06
40 1.7e-06 1.95e-06 2e-06 1.45e-06 1.75e-06 1.75e-06 1.65e-06 1.75e-06 1.85e-06 1.75e-06 1.6e-06 2.05e-06 1.9e-06 1.95e-06 1.75e-06 1.6e-06 1.75e-06 1.7e-06 1.65e-06 1.75e-06 1.95e-06 1.55e-06 2e-06 1.75e-06 1.65e-06 1.65e-06 1.7e-06 2.1e-06 2.05e-06 1.25e-06 1.55e-06 1.65e-06 1.65e-06 1.75e-06 1.9e-06 1.9e-06 2.2e-06 1.55e-06 1.65e-06 1.45e-06 2.3e-06 1.65e-06 1.9e-06 1.85e-06 1.75e-06 2.3e-06 1.95e-06 1.7e-06 2.2e-06
41 2.55e-06 1.95e-06 1.6e-06 1.75e-06 2.15e-06 1.95e-06 2.45e-06 2.1e-06 1.1e-06 1.65e-06 2.35e-06 2.5e-06 1.45e-06 1.9e-06 1.55e-06 1.9e-06 1.6e-06 1.2e-06 1.3e-06 1.5e-06 2.35e-06 2.3e-06 1.55e-06 1.25e-06 2.05e-06 2.05e-06 2.25e-06 2.4e-06 2.05e-06 1.45e-06 1.3e-06 2.05e-06 2.05e-06 1.45e-06 1.55e-06 2.15e-06 2.25e-06 1.4e-06 1.2e-06 1.2e-06 1.65e-06 1.6e-06 2.55e-06 1.4e-06 1.65e-06 2.15e-06 1.95e-06 1.55e-06 2.25e-06
42 1.55e-06 2.05e-06 2.1e-06 1.95e-06 1.85e-06 1.8e-06 1.4e-06 1.8e-06 2.6e-06 2.25e-06 1.45e-06 1.8e-06 2.15e-06 2.1e-06 2.25e-06 1.65e-06 1.9e-06 2.3e-06 2.35e-06 2.5e-06 1.8e-06 1.4e-06 2.4e-06 2.4e-06 1.75e-06 1.75e-06 1.9e-06 1.95e-06 1.95e-06 1.75e-06 2.2e-06 1.75e-06 1.75e-06 2.2e-06 2.4e-06 1.7e-06 2.25e-06 2.2e-06 2.15e-06 2.25e-06 1.9e-06 2.55e-06 2.7e-06 2.3e-06 2e-06 2.1e-06 2.3e-06 2.2e-06 2.15e-06
43 2.4e-06 1.75e-06 1.9e-06 1.7e-06 1.75e-06 1.65e-06 2.15e-06 2e-06 1.4e-06 1.55e-06 2.25e-06 2.15e-06 1.3e-06 1.95e-06 1.95e-06 1.7e-06 1.65e-06 1e-06 9e-07 1.1e-06 1.9e-06 2.2e-06 1.35e-06 1.15e-06 1.65e-06 1.65e-06 2.1e-06 1.8e-06 2.2e-06 1.5e-06 1e-06 1.65e-06 1.65e-06 1.25e-06 8e-07 1.85e-06 1.85e-06 1.35e-06 1.05e-06 1.25e-06 1.85e-06 1.4e-06 2.3e-06 1.3e-06 1.35e-06 2e-06 1.55e-06 1.55e-06 1.9e-06
44 2.45e-06 2.1e-06 1.7e-06 1.75e-06 1.8e-06 1.15e-06 2.15e-06 1.6e-06 1.75e-06 1.5e-06 2.3e-06 2e-06 1.05e-06 2.3e-06 2.1e-06 1.85e-06 1.35e-06 1.1e-06 1.1e-06 1.15e-06 2.3e-06 2.25e-06 1.35e-06 1.4e-06 1.7e-06 1.7e-06 1.75e-06 2.3e-06 2.25e-06 1.4e-06 1.05e-06 1.7e-06 1.7e-06 1.6e-06 1.35e-06 1.75e-06 1.8e-06 1.15e-06 1.4e-06 1.2e-06 1.75e-06 1.65e-06 2e-06 1.35e-06 1.6e-06 1.05e-06 1.2e-06 1.3e-06 1.3e-06
45 3.05e-06 2.7e-06 1.85e-06 2.3e-06 2.6e-06 1.5e-06 2.6e-06 1.85e-06 2.4e-06 1.95e-06 2.85e-06 2.3e-06 1.1e-06 2.9e-06 2.75e-06 2.3e-06 1.45e-06 1.65e-06 1.95e-06 2.15e-06 2.8e-06 2.8e-06 1.7e-06 2e-06 2.5e-06 2.5e-06 2.1e-06 2.8e-06 2.55e-06 1.75e-06 1.8e-06 2.5e-06 2.5e-06 2.15e-06 2.15e-06 2e-06 2e-06 1.6e-06 1.95e-06 1.8e-06 2.3e-06 2.15e-06 2.1e-06 2e-06 1.05e-06 5e-07 1.75e-06 1.5e-06 1.3e-06
46 2.5e-06 2.25e-06 2.05e-06 1.85e-06 1.9e-06 1.45e-06 2.3e-06 1.65e-06 1.95e-06 1.5e-06 2.45e-06 1.9e-06 1.5e-06 2.45e-06 2.2e-06 2.05e-06 1.7e-06 1.4e-06 1.2e-06 1.25e-06 2.55e-06 2.4e-06 1.45e-06 1.5e-06 1.8e-06 1.8e-06 1.5e-06 2.55e-06 2.4e-06 1.7e-06 1.2e-06 1.8e-06 1.8e-06 1.8e-06 1.55e-06 2e-06 1.85e-06 1.25e-06 1.6e-06 1.45e-06 1.95e-06 1.95e-06 2.3e-06 1.55e-06 1.2e-06 1.75e-06 1.8e-06 1.25e-06 1.1e-06
47 2.5e-06 2.2e-06 1.9e-06 1.8e-06 2.1e-06 1.6e-06 2.25e-06 1.65e-06 1.85e-06 1.5e-06 2.4e-06 1.9e-06 1.35e-06 2.35e-06 2.15e-06 1.9e-06 1.55e-06 1.4e-06 1.4e-06 1.6e-06 2.45e-06 2.35e-06 1.4e-06 1.45e-06 2e-06 2e-06 1.55e-06 2.45e-06 2.25e-06 1.35e-06 1.35e-06 2e-06 2e-06 1.7e-06 1.7e-06 1.95e-06 1.75e-06 1.1e-06 1.5e-06 1.25e-06 1.7e-06 1.55e-06 2.2e-06 1.55e-06 1.3e-06 1.5e-06 1.25e-06 1.9e-06 1.15e-06
48 2.65e-06 2.5e-06 2e-06 2e-06 2.3e-06 1.55e-06 2.35e-06 1.3e-06 2.3e-06 1.6e-06 2.65e-06 1.65e-06 1.45e-06 2.7e-06 2.45e-06 2.2e-06 1.65e-06 1.7e-06 1.65e-06 1.85e-06 2.8e-06 2.6e-06 1.3e-06 1.7e-06 2.2e-06 2.2e-06 1.35e-06 2.8e-06 2.3e-06 1.8e-06 1.6e-06 2.2e-06 2.2e-06 2.05e-06 2.05e-06 2e-06 1.65e-06 1.3e-06 1.85e-06 1.75e-06 2.2e-06 2.25e-06 2.15e-06 1.9e-06 1.3e-06 1.3e-06 1.1e-06 1.15e-06 5e-07
