 slim_762128363 slim_762128390 slim_762128358 slim_762128374 slim_762128414 slim_762128404 slim_762128377 slim_762128405 slim_762128384 slim_762128383 slim_762128393 slim_762128387 slim_762128376 slim_762128362 slim_762128403 slim_762128397 slim_762128402 slim_762128378 slim_762128395 slim_762128381 slim_762128416 slim_762128368 slim_762128367 slim_762128418 slim_762128406 slim_762128399 slim_762128396 slim_762128398 slim_762128360 slim_762128392 slim_762128400 slim_762128375 slim_762128413 slim_762128385 slim_762128411 slim_762128373 slim_762128382 slim_762128394 slim_762128361 slim_762128386 slim_762128417 slim_762128379 slim_762128365 slim_762128380 slim_762128401 slim_762128420 slim_762128370 slim_762128410 slim_762128408 slim_762128415 slim_762128407 slim_762128364 slim_762128409 slim_762128369 slim_762128372 slim_762128359 slim_762128366 slim_762128389 slim_762128371 slim_762128391 slim_762128419 slim_762128412 slim_762128388
30 1.05e-06 1.1e-06 1.35e-06 1.6e-06 1.65e-06 1.05e-06 1.35e-06 9e-07 1.1e-06 1.35e-06 1.65e-06 1.45e-06 1.45e-06 1.55e-06 1.15e-06 1.4e-06 1.1e-06 1.05e-06 1.6e-06 1.6e-06 1.95e-06 1.15e-06 1.25e-06 1.75e-06 1.3e-06 1.15e-06 1.25e-06 8.5e-07 1.45e-06 1.5e-06 1.6e-06 1.05e-06 1.55e-06 1.4e-06 1.15e-06 1.75e-06 1.35e-06 1e-06 1.2e-06 9.5e-07 1.35e-06 1.4e-06 1.55e-06 1.25e-06 1.15e-06 1.5e-06 1.4e-06 1.2e-06 1.6e-06 1.75e-06 1.5e-06 1.6e-06 1.35e-06 1.75e-06 1.55e-06 1.35e-06 1e-06 1.4e-06 1.1e-06 1.25e-06 1.3e-06 1.15e-06 9.5e-07
31 1.35e-06 1.15e-06 1.35e-06 1.7e-06 1.65e-06 9.5e-07 1.2e-06 1e-06 1.15e-06 1.35e-06 1.75e-06 1.55e-06 1.45e-06 1.65e-06 1.35e-06 1.4e-06 1.15e-06 1.1e-06 1.7e-06 1.6e-06 1.95e-06 1.2e-06 1.3e-06 1.75e-06 1.15e-06 1.35e-06 1.4e-06 1.25e-06 1.45e-06 1.5e-06 1.05e-06 1.8e-06 1.55e-06 1.5e-06 1.35e-06 1.6e-06 1.2e-06 1.2e-06 1.5e-06 1.05e-06 1.45e-06 1.4e-06 1.6e-06 1.3e-06 1.2e-06 1.5e-06 1.4e-06 1.15e-06 1.7e-06 1.75e-06 1.5e-06 1.7e-06 1.45e-06 1.6e-06 1.55e-06 1.45e-06 1.05e-06 1.5e-06 1.3e-06 1.3e-06 1.45e-06 1.2e-06 1.35e-06
32 1.3e-06 1.45e-06 9.5e-07 1.5e-06 1.25e-06 1.55e-06 1.55e-06 1.5e-06 1.1e-06 1.15e-06 1.85e-06 1.25e-06 1.05e-06 1.35e-06 1.5e-06 1.4e-06 1.1e-06 1.35e-06 1.75e-06 1.05e-06 1.3e-06 1.75e-06 1.65e-06 1.35e-06 1.6e-06 1.5e-06 1.75e-06 1.35e-06 1.15e-06 1.45e-06 1.55e-06 1.55e-06 1.6e-06 1.25e-06 1.2e-06 1.65e-06 1.65e-06 1.45e-06 1.45e-06 1.15e-06 1.55e-06 1.1e-06 1.9e-06 1.65e-06 1.45e-06 1.25e-06 1e-06 1.7e-06 1.5e-06 1.1e-06 1.3e-06 1.4e-06 1.3e-06 1.65e-06 1.3e-06 1.55e-06 1.35e-06 1.25e-06 1.15e-06 1.7e-06 1.5e-06 1.45e-06 1.75e-06
33 9e-07 1.45e-06 1.25e-06 1.3e-06 1.75e-06 1.5e-06 1.7e-06 1.4e-06 1.1e-06 1.25e-06 2e-06 1.1e-06 1.25e-06 1.25e-06 1.5e-06 1.6e-06 1.1e-06 1.45e-06 1.9e-06 1e-06 1.6e-06 1.9e-06 1.65e-06 1.85e-06 1.75e-06 1.5e-06 1.5e-06 1.05e-06 1.35e-06 1.8e-06 1.4e-06 1.5e-06 1.25e-06 1.6e-06 1.15e-06 1.7e-06 1.8e-06 1.55e-06 1.1e-06 1e-06 1.65e-06 1.2e-06 1.7e-06 1.65e-06 1.55e-06 1.45e-06 1.25e-06 1.7e-06 1.5e-06 1.4e-06 1.4e-06 1.3e-06 1.05e-06 1.7e-06 1.1e-06 1.7e-06 1.35e-06 1.25e-06 1.1e-06 1.8e-06 1.3e-06 1.6e-06 1.6e-06
34 8.5e-07 1.35e-06 7.5e-07 1.45e-06 1.85e-06 1.35e-06 1.4e-06 1.25e-06 8.5e-07 1.05e-06 2.05e-06 1e-06 6e-07 1.15e-06 1.25e-06 1.4e-06 8.5e-07 1.2e-06 1.95e-06 1.15e-06 1.7e-06 1.9e-06 1.55e-06 1.95e-06 1.65e-06 1.25e-06 1.7e-06 5.5e-07 1.15e-06 1.6e-06 1.15e-06 1.35e-06 1.2e-06 1.15e-06 1e-06 1.5e-06 1.7e-06 1.2e-06 1.1e-06 8e-07 1.6e-06 8.5e-07 1.5e-06 1.55e-06 1.2e-06 1.6e-06 7.5e-07 1.65e-06 1.55e-06 1.5e-06 1.2e-06 1.25e-06 1.15e-06 1.5e-06 1.15e-06 1.55e-06 1.25e-06 1.2e-06 6e-07 1.8e-06 1.55e-06 1.5e-06 1.2e-06
35 1.65e-06 1.7e-06 1.35e-06 1.95e-06 2e-06 1.6e-06 1.65e-06 1.7e-06 1.5e-06 1.6e-06 2.3e-06 1.65e-06 1.4e-06 1.8e-06 1.8e-06 1.7e-06 1.5e-06 1.55e-06 2.2e-06 1.6e-06 2.1e-06 2e-06 1.9e-06 2.1e-06 1.8e-06 1.8e-06 2.05e-06 1.6e-06 1.7e-06 1.9e-06 1.75e-06 1.6e-06 1.65e-06 1.7e-06 1.5e-06 2.3e-06 1.85e-06 1.75e-06 1.85e-06 1.5e-06 1.95e-06 1.45e-06 1.5e-06 1.9e-06 1.7e-06 1.8e-06 1.35e-06 1.85e-06 2.05e-06 1.9e-06 1.75e-06 1.85e-06 1.75e-06 1.2e-06 1.7e-06 2.05e-06 1.65e-06 1.75e-06 1.4e-06 2e-06 1.95e-06 1.85e-06 2.05e-06
36 1.8e-06 1.35e-06 1.45e-06 1.75e-06 1.65e-06 1.2e-06 1.35e-06 1.3e-06 1.15e-06 1.2e-06 1.8e-06 1.9e-06 1.7e-06 1.9e-06 1.6e-06 1.5e-06 1.15e-06 1.3e-06 1.75e-06 1.8e-06 1.95e-06 1.3e-06 1.3e-06 1.75e-06 9.5e-07 1.6e-06 1.7e-06 1.7e-06 1.35e-06 1.4e-06 1.35e-06 1.2e-06 1.65e-06 1.8e-06 1.7e-06 1.85e-06 1.9e-06 1.35e-06 1.85e-06 1.25e-06 1.55e-06 1.45e-06 1.95e-06 1.3e-06 1.4e-06 1.65e-06 1.55e-06 1.25e-06 1.75e-06 1.7e-06 1.5e-06 1.95e-06 1.6e-06 1.85e-06 1.55e-06 1.45e-06 1.25e-06 1.7e-06 1.65e-06 1.4e-06 1.65e-06 1.2e-06 1.6e-06
37 1.3e-06 1.2e-06 1.15e-06 1.75e-06 1.55e-06 1.2e-06 1.3e-06 1.1e-06 1.2e-06 1.35e-06 1.6e-06 1.5e-06 1.3e-06 1.6e-06 1.3e-06 1.3e-06 1.2e-06 1.05e-06 1.55e-06 1.55e-06 2e-06 1.25e-06 1.35e-06 1.65e-06 1.3e-06 1.3e-06 1.45e-06 1.1e-06 1.5e-06 1.4e-06 1e-06 1.2e-06 1.45e-06 1.55e-06 1.2e-06 1.75e-06 1.35e-06 1.9e-06 1.45e-06 1.15e-06 1.5e-06 1.35e-06 1.75e-06 1.35e-06 1.15e-06 1.55e-06 1.25e-06 1.35e-06 1.7e-06 1.8e-06 1.5e-06 1.65e-06 1.5e-06 1.75e-06 1.6e-06 1.45e-06 1.1e-06 1.45e-06 1.15e-06 1.35e-06 1.5e-06 1.25e-06 1.1e-06
38 7e-07 1.55e-06 1.4e-06 1.15e-06 1.9e-06 1.5e-06 1.8e-06 1.35e-06 1.15e-06 1.4e-06 1.85e-06 1.15e-06 1.45e-06 1.1e-06 1.4e-06 1.8e-06 1.15e-06 1.5e-06 1.75e-06 1.45e-06 1.8e-06 1.9e-06 1.7e-06 2e-06 1.8e-06 1.4e-06 1.4e-06 7.5e-07 1.4e-06 1.9e-06 1.2e-06 1.5e-06 1.45e-06 1.1e-06 1.1e-06 1.85e-06 1.85e-06 1.45e-06 1.4e-06 9.5e-07 1.6e-06 1.4e-06 1.6e-06 1.7e-06 1.6e-06 1.65e-06 1.4e-06 1.6e-06 1.3e-06 1.6e-06 1.5e-06 1.15e-06 1.3e-06 1.85e-06 1.55e-06 1.65e-06 1.45e-06 1.15e-06 1.05e-06 1.8e-06 9e-07 1.6e-06 1.25e-06
39 8e-07 1.1e-06 8.5e-07 1.1e-06 1.7e-06 1.05e-06 1.35e-06 9e-07 5e-07 7.5e-07 1.8e-06 1.05e-06 9.5e-07 1.15e-06 1.2e-06 1.35e-06 5e-07 1.05e-06 1.7e-06 1.2e-06 1.45e-06 1.55e-06 1.15e-06 1.8e-06 1.2e-06 1.2e-06 1.35e-06 6.5e-07 8e-07 1.35e-06 9.5e-07 1.05e-06 1.15e-06 1e-06 8e-07 1.5e-06 1.25e-06 1.15e-06 9.5e-07 6e-07 1.3e-06 8e-07 1.45e-06 1.15e-06 1.15e-06 1.5e-06 9e-07 1.25e-06 1.2e-06 1.25e-06 9.5e-07 1.2e-06 9e-07 1.5e-06 9.5e-07 1.15e-06 1e-06 1.05e-06 7.5e-07 1.45e-06 1.1e-06 1.05e-06 1.1e-06
40 1.55e-06 1.45e-06 1.55e-06 1.7e-06 1.55e-06 1.45e-06 1.65e-06 1.35e-06 1.35e-06 1.45e-06 1.9e-06 1.75e-06 1.7e-06 1.75e-06 1.2e-06 1.6e-06 1.35e-06 1.4e-06 1.8e-06 1.75e-06 1.75e-06 1.1e-06 1.5e-06 1.65e-06 1.5e-06 1.2e-06 1.65e-06 1.5e-06 1.25e-06 1.4e-06 1.35e-06 1.45e-06 1.55e-06 1.65e-06 1.6e-06 1.95e-06 1.55e-06 1.5e-06 1.6e-06 1.3e-06 1.9e-06 1.55e-06 1.95e-06 1.5e-06 1.5e-06 1.3e-06 1.55e-06 1.25e-06 1.7e-06 1.6e-06 1.6e-06 1.8e-06 1.3e-06 1.95e-06 1.65e-06 1.35e-06 1.35e-06 1.65e-06 1.55e-06 1.35e-06 1.55e-06 1.2e-06 1.65e-06
41 1.2e-06 1.35e-06 7e-07 1.15e-06 1.7e-06 1.4e-06 1.4e-06 1.35e-06 7e-07 7.5e-07 2.05e-06 1.15e-06 7e-07 1.3e-06 1.4e-06 1.3e-06 7e-07 1.2e-06 1.95e-06 1.05e-06 1.45e-06 1.85e-06 1.2e-06 1.8e-06 1.4e-06 1.4e-06 1.85e-06 1e-06 8.5e-07 1.35e-06 1.4e-06 1.4e-06 1.1e-06 1.2e-06 8.5e-07 1.45e-06 1.45e-06 1.35e-06 1.4e-06 8e-07 1.55e-06 9e-07 1.7e-06 1.2e-06 1.3e-06 1.5e-06 7e-07 1.65e-06 1.5e-06 1.05e-06 1e-06 1.35e-06 1.1e-06 1.45e-06 7e-07 1.45e-06 1.25e-06 1.25e-06 8e-07 1.75e-06 1.65e-06 1.35e-06 1.6e-06
42 1.4e-06 1.8e-06 1.75e-06 1.95e-06 2.25e-06 1.6e-06 1.85e-06 1.65e-06 1.55e-06 1.75e-06 2.4e-06 1.75e-06 1.75e-06 1.9e-06 1.7e-06 2e-06 1.55e-06 1.75e-06 2.3e-06 1.85e-06 2.25e-06 2.05e-06 1.95e-06 2.35e-06 1.9e-06 1.7e-06 1.95e-06 1.25e-06 1.85e-06 2.15e-06 1.55e-06 1.6e-06 1.9e-06 1.7e-06 1.5e-06 1.5e-06 1.95e-06 1.75e-06 1.6e-06 1.45e-06 1.95e-06 1.7e-06 2.4e-06 1.95e-06 1.85e-06 1.95e-06 1.75e-06 1.8e-06 2.05e-06 2.05e-06 1.9e-06 1.95e-06 1.75e-06 1.5e-06 1.85e-06 2.05e-06 1.7e-06 1.8e-06 1.45e-06 2.05e-06 1.85e-06 1.9e-06 1.7e-06
43 1.6e-06 1.3e-06 1.45e-06 1.5e-06 1.7e-06 1.3e-06 1.5e-06 1.2e-06 1.15e-06 1.25e-06 1.85e-06 1.75e-06 1.6e-06 1.8e-06 1.5e-06 1.5e-06 1.15e-06 1.25e-06 1.8e-06 1.7e-06 1.9e-06 1.3e-06 1.1e-06 1.8e-06 1.25e-06 1.5e-06 1.6e-06 1.5e-06 1.35e-06 1.45e-06 1.25e-06 1.3e-06 1.65e-06 1.65e-06 1.55e-06 1.9e-06 1.3e-06 1.35e-06 1.7e-06 1.15e-06 1.5e-06 1.2e-06 1.95e-06 2.1e-06 1.35e-06 1.6e-06 1.5e-06 1.4e-06 1.75e-06 1.5e-06 1.5e-06 1.85e-06 1.5e-06 1.9e-06 1.3e-06 1.45e-06 1.2e-06 1.65e-06 1.5e-06 1.4e-06 1.6e-06 1.2e-06 1.55e-06
44 1.45e-06 1.2e-06 1.1e-06 1.75e-06 1.55e-06 1.2e-06 1.25e-06 1.1e-06 1.2e-06 1.35e-06 1.7e-06 1.45e-06 1.1e-06 1.5e-06 1.4e-06 1.3e-06 1.2e-06 1.05e-06 1.65e-06 1.5e-06 1.95e-06 1.25e-06 1.35e-06 1.65e-06 1.35e-06 1.4e-06 1.5e-06 1.35e-06 1.45e-06 1.4e-06 1.15e-06 1.2e-06 1.45e-06 1.55e-06 1.2e-06 1.7e-06 1.4e-06 1.15e-06 1.6e-06 1.15e-06 1.5e-06 1.3e-06 1.85e-06 1.35e-06 2e-06 1.5e-06 1.15e-06 1.4e-06 1.75e-06 1.75e-06 1.5e-06 1.6e-06 1.5e-06 1.7e-06 1.55e-06 1.5e-06 1.1e-06 1.5e-06 1.25e-06 1.35e-06 1.55e-06 1.25e-06 1.45e-06
45 1.5e-06 1.4e-06 1.5e-06 1.7e-06 1.3e-06 1.5e-06 1.6e-06 1.45e-06 1.45e-06 1.5e-06 1.85e-06 1.55e-06 1.55e-06 1.65e-06 1.25e-06 1.45e-06 1.45e-06 1.4e-06 1.75e-06 1.35e-06 1.6e-06 1.15e-06 1.6e-06 1.4e-06 1.6e-06 1.25e-06 1.6e-06 1.65e-06 1.45e-06 1.5e-06 1.5e-06 1.5e-06 1.25e-06 1.45e-06 1.6e-06 1.8e-06 1.65e-06 1.55e-06 1.65e-06 1.5e-06 1.3e-06 1.5e-06 1.95e-06 1.6e-06 1.5e-06 1.8e-06 1.5e-06 1.65e-06 1.75e-06 1.4e-06 1.65e-06 1.7e-06 1.6e-06 1.8e-06 1.6e-06 1.65e-06 1.3e-06 1.55e-06 1.55e-06 1.4e-06 1.6e-06 1.4e-06 1.85e-06
46 1.25e-06 1.3e-06 4e-07 1.45e-06 1.55e-06 1.4e-06 1.25e-06 1.35e-06 8.5e-07 9e-07 1.9e-06 1.05e-06 4.5e-07 1.15e-06 1.4e-06 1.15e-06 8.5e-07 1.05e-06 1.8e-06 1e-06 1.55e-06 1.8e-06 1.5e-06 1.65e-06 1.5e-06 1.4e-06 1.85e-06 1.05e-06 9.5e-07 1.3e-06 1.4e-06 1.4e-06 1e-06 1.25e-06 7.5e-07 1.35e-06 1.55e-06 1.25e-06 1.4e-06 9e-07 1.55e-06 7e-07 1.75e-06 1.5e-06 1.15e-06 1.5e-06 6e-07 1.65e-06 1.5e-06 1.35e-06 1e-06 1.2e-06 1.15e-06 1.4e-06 1.05e-06 1.5e-06 1.25e-06 1.2e-06 7e-07 1.65e-06 1.6e-06 1.4e-06 1.6e-06
47 1.55e-06 1.35e-06 1.6e-06 1.75e-06 1.65e-06 1.15e-06 1.4e-06 1.2e-06 1.35e-06 1.5e-06 1.75e-06 1.8e-06 1.8e-06 1.8e-06 1.5e-06 1.6e-06 1.35e-06 1.3e-06 1.7e-06 1.85e-06 1.95e-06 1.25e-06 1.4e-06 1.75e-06 1.2e-06 1.5e-06 1.5e-06 1.5e-06 1.45e-06 1.5e-06 1.2e-06 1.15e-06 1.7e-06 1.7e-06 1.65e-06 1.85e-06 1.25e-06 1.35e-06 1.6e-06 1.25e-06 1.25e-06 1.65e-06 1.8e-06 1.4e-06 1.4e-06 1.65e-06 1.65e-06 1.9e-06 1.7e-06 1.8e-06 1.65e-06 1.85e-06 1.35e-06 1.85e-06 1.75e-06 1.4e-06 1.25e-06 1.65e-06 1.6e-06 1.35e-06 1.45e-06 1.2e-06 1.5e-06
48 1.4e-06 1.7e-06 1.45e-06 1.4e-06 1.85e-06 1.7e-06 1.9e-06 1.6e-06 1.25e-06 1.35e-06 1.6e-06 1.6e-06 1.65e-06 1.45e-06 1.75e-06 1.85e-06 1.25e-06 1.65e-06 1.5e-06 1.6e-06 1.75e-06 1.95e-06 1.75e-06 1.95e-06 1.7e-06 1.75e-06 1.8e-06 1.45e-06 1.1e-06 1.75e-06 1.6e-06 1.7e-06 1.5e-06 1.5e-06 1.55e-06 2.05e-06 1.75e-06 1.7e-06 1.3e-06 1.2e-06 1.7e-06 1.5e-06 2.05e-06 1.75e-06 1.75e-06 1.75e-06 1.5e-06 1.7e-06 1.8e-06 1.6e-06 1.3e-06 1.5e-06 1.45e-06 2.05e-06 1.6e-06 1.6e-06 1.6e-06 1.15e-06 1.5e-06 1.85e-06 1.15e-06 1.55e-06 1.75e-06
49 1.5e-06 1.65e-06 1.35e-06 1.3e-06 1.5e-06 1.75e-06 1.85e-06 1.7e-06 1.15e-06 1.15e-06 2.15e-06 1.55e-06 1.45e-06 1.6e-06 1.65e-06 1.7e-06 1.15e-06 1.65e-06 2.05e-06 1.3e-06 1.3e-06 1.9e-06 1.5e-06 1.6e-06 1.65e-06 1.65e-06 1.95e-06 1.55e-06 1.1e-06 1.6e-06 1.75e-06 1.75e-06 1.1e-06 1.4e-06 1.5e-06 1.9e-06 1.7e-06 1.8e-06 1.6e-06 1.25e-06 1.6e-06 1.05e-06 2.05e-06 1.5e-06 1.75e-06 1.4e-06 1.35e-06 1.8e-06 1.6e-06 1.8e-06 1.4e-06 1.65e-06 1.35e-06 1.9e-06 1.1e-06 1.6e-06 1.55e-06 1.5e-06 1.45e-06 1.85e-06 1.65e-06 1.5e-06 2e-06
50 1.45e-06 1.45e-06 1e-06 1.45e-06 1.8e-06 1.5e-06 1.6e-06 1.45e-06 9e-07 7.5e-07 2.05e-06 1.5e-06 1.15e-06 1.5e-06 1.55e-06 1.5e-06 9e-07 1.4e-06 1.95e-06 1.35e-06 1.55e-06 1.85e-06 1.5e-06 1.9e-06 1.45e-06 1.55e-06 1.95e-06 1.25e-06 7.5e-07 1.45e-06 1.5e-06 1.5e-06 1.3e-06 1.4e-06 1.2e-06 1.75e-06 1.5e-06 1.5e-06 1.5e-06 9.5e-07 1.6e-06 1e-06 1.9e-06 1.5e-06 1.5e-06 1.65e-06 1e-06 1.65e-06 1.3e-06 1.4e-06 1.2e-06 1.55e-06 1.2e-06 1.75e-06 1.1e-06 1.4e-06 1.35e-06 1.35e-06 1.15e-06 1.75e-06 1.55e-06 1.35e-06 1.65e-06
51 1.15e-06 1.7e-06 1.2e-06 1.35e-06 1.85e-06 1.7e-06 1.75e-06 1.6e-06 1.3e-06 1.45e-06 1.95e-06 1.05e-06 1.2e-06 1.15e-06 1.7e-06 1.75e-06 1.3e-06 1.55e-06 1.85e-06 1.4e-06 1.85e-06 2.05e-06 1.85e-06 1.95e-06 1.9e-06 1.7e-06 1.7e-06 1.3e-06 1.45e-06 1.85e-06 1.6e-06 1.7e-06 1.4e-06 1.3e-06 1.25e-06 1.85e-06 1.95e-06 1.65e-06 1.15e-06 1.2e-06 1.8e-06 1.35e-06 1.95e-06 1.85e-06 1.6e-06 1.7e-06 1.2e-06 1.85e-06 1.5e-06 1.65e-06 1.55e-06 2.1e-06 1.5e-06 1.85e-06 1.6e-06 1.85e-06 1.6e-06 1.3e-06 1.25e-06 1.95e-06 1.2e-06 1.75e-06 1.8e-06
52 1.2e-06 1.4e-06 1.15e-06 1.4e-06 1.75e-06 1.45e-06 1.65e-06 1.35e-06 9.5e-07 1.05e-06 2.05e-06 1.4e-06 1.25e-06 1.45e-06 1.45e-06 1.55e-06 9.5e-07 1.4e-06 1.95e-06 1.15e-06 1.5e-06 1.8e-06 1.5e-06 1.85e-06 1.55e-06 1.45e-06 1.75e-06 1.05e-06 1e-06 1.55e-06 1.35e-06 1.45e-06 1.3e-06 1.05e-06 1.15e-06 1.75e-06 1.6e-06 1.5e-06 1.3e-06 9e-07 1.3e-06 1.1e-06 1.75e-06 1.5e-06 1.5e-06 1.6e-06 1.15e-06 1.35e-06 1.45e-06 1.35e-06 1.2e-06 1.5e-06 1.4e-06 1.75e-06 9.5e-07 1.4e-06 1.3e-06 1.35e-06 1.1e-06 1.7e-06 1.45e-06 1.35e-06 1.55e-06
53 1.65e-06 1.75e-06 1.4e-06 1.95e-06 2e-06 1.6e-06 1.65e-06 1.7e-06 1.5e-06 1.6e-06 2.3e-06 1.65e-06 1.4e-06 1.8e-06 1.8e-06 1.75e-06 1.5e-06 1.6e-06 2.2e-06 1.6e-06 2.1e-06 2e-06 1.9e-06 2.1e-06 1.8e-06 1.8e-06 2.05e-06 1.6e-06 1.7e-06 1.9e-06 1.75e-06 1.6e-06 1.65e-06 1.7e-06 1.5e-06 1.2e-06 1.85e-06 1.75e-06 1.85e-06 1.5e-06 1.95e-06 1.45e-06 1.5e-06 1.9e-06 1.7e-06 1.8e-06 1.4e-06 1.85e-06 2.05e-06 1.9e-06 1.75e-06 1.85e-06 1.75e-06 2.3e-06 1.7e-06 2.05e-06 1.65e-06 1.75e-06 1.45e-06 2e-06 1.95e-06 1.85e-06 2.05e-06
54 1.4e-06 1.45e-06 1.05e-06 1.25e-06 1.85e-06 1.55e-06 1.65e-06 1.5e-06 8.5e-07 8.5e-07 2.25e-06 1.45e-06 1.1e-06 1.55e-06 1.55e-06 1.5e-06 8.5e-07 1.45e-06 2.15e-06 1.05e-06 1.5e-06 1.95e-06 1.3e-06 1.95e-06 1.5e-06 1.55e-06 2e-06 1.2e-06 9.5e-07 1.55e-06 1.55e-06 1.55e-06 1.3e-06 1.1e-06 1.15e-06 1.7e-06 1.55e-06 1.6e-06 1.55e-06 9.5e-07 1.65e-06 7e-07 1.85e-06 1.3e-06 1.55e-06 1.6e-06 1.05e-06 1.75e-06 1.6e-06 1.1e-06 1.1e-06 1.6e-06 9.5e-07 1.7e-06 1.1e-06 1.55e-06 1.35e-06 1.45e-06 1.1e-06 1.85e-06 1.75e-06 1.45e-06 1.75e-06
55 1.6e-06 1.45e-06 1.45e-06 1.7e-06 1.7e-06 1.45e-06 1.65e-06 1.35e-06 1.2e-06 1.3e-06 1.95e-06 1.8e-06 1.65e-06 1.8e-06 1.45e-06 1.65e-06 1.2e-06 1.4e-06 1.9e-06 1.8e-06 1.75e-06 1.4e-06 1.45e-06 1.8e-06 1.4e-06 1.45e-06 1.75e-06 1.45e-06 1.05e-06 1.4e-06 1.35e-06 1.45e-06 1.55e-06 1.7e-06 1.55e-06 2.05e-06 1.45e-06 1.45e-06 1.65e-06 1.15e-06 1.35e-06 1.45e-06 2.05e-06 1.45e-06 1.5e-06 1.65e-06 1.5e-06 1.4e-06 1.6e-06 1.6e-06 1.4e-06 1.85e-06 1.4e-06 2.05e-06 1.55e-06 2e-06 1.35e-06 1.65e-06 1.5e-06 1.55e-06 1.7e-06 1.15e-06 1.35e-06
56 1.3e-06 9.5e-07 1.15e-06 1.6e-06 1.45e-06 1.05e-06 1.25e-06 9e-07 1.05e-06 1.2e-06 1.65e-06 1.45e-06 1.3e-06 1.55e-06 1.25e-06 1.2e-06 1.05e-06 1e-06 1.6e-06 1.4e-06 1.75e-06 1.1e-06 1.15e-06 1.55e-06 1.2e-06 1.25e-06 1.3e-06 1.2e-06 1.3e-06 1.35e-06 1e-06 1.05e-06 1.35e-06 1.35e-06 1.25e-06 1.65e-06 1.25e-06 1.1e-06 1.45e-06 1e-06 1.35e-06 1.25e-06 1.7e-06 1.2e-06 1.1e-06 1.3e-06 1.25e-06 1.25e-06 1.6e-06 1.55e-06 1.35e-06 1.6e-06 1.3e-06 1.65e-06 1.35e-06 1.35e-06 1.7e-06 1.4e-06 1.2e-06 1.15e-06 1.4e-06 1.1e-06 1.3e-06
57 1.1e-06 1.5e-06 1.15e-06 1.35e-06 1.7e-06 1.5e-06 1.65e-06 1.4e-06 1.1e-06 1.25e-06 1.6e-06 1.25e-06 1.25e-06 1.25e-06 1.55e-06 1.6e-06 1.1e-06 1.4e-06 1.5e-06 1.3e-06 1.7e-06 1.85e-06 1.65e-06 1.8e-06 1.65e-06 1.55e-06 1.6e-06 1.15e-06 1.3e-06 1.7e-06 1.4e-06 1.5e-06 1.25e-06 1.25e-06 1.2e-06 1.75e-06 1.7e-06 1.45e-06 1.15e-06 1.05e-06 1.65e-06 1.25e-06 1.8e-06 1.65e-06 1.5e-06 1.55e-06 1.2e-06 1.65e-06 1.15e-06 1.5e-06 1.35e-06 1.3e-06 1.35e-06 1.75e-06 1.45e-06 1.65e-06 1.4e-06 1.8e-06 1.15e-06 1.75e-06 1.15e-06 1.55e-06 1.55e-06
58 8e-07 1.25e-06 7e-07 1.4e-06 1.8e-06 1.3e-06 1.4e-06 1.2e-06 8e-07 1e-06 2e-06 1e-06 7e-07 1.2e-06 1.2e-06 1.3e-06 8e-07 1.1e-06 1.9e-06 1.1e-06 1.65e-06 1.85e-06 1.5e-06 1.9e-06 1.6e-06 1.2e-06 1.65e-06 5e-07 1.1e-06 1.55e-06 1.1e-06 1.3e-06 1.15e-06 1.1e-06 6e-07 1.4e-06 1.65e-06 1.15e-06 1.05e-06 7.5e-07 1.55e-06 8e-07 1.45e-06 1.5e-06 1.25e-06 1.55e-06 7e-07 1.6e-06 1.5e-06 1.45e-06 1.15e-06 1.25e-06 1.1e-06 1.45e-06 1.1e-06 1.5e-06 1.2e-06 1.15e-06 9e-07 1.75e-06 1.5e-06 1.45e-06 1.15e-06
59 1.75e-06 1.25e-06 1.6e-06 1.9e-06 1.5e-06 1.3e-06 1.5e-06 1.15e-06 1.5e-06 1.6e-06 1.7e-06 1.9e-06 1.85e-06 1.9e-06 1.4e-06 1.5e-06 1.5e-06 1.25e-06 1.65e-06 1.85e-06 2.05e-06 9.5e-07 1.35e-06 1.6e-06 1.35e-06 1.4e-06 1.45e-06 1.75e-06 1.6e-06 1.45e-06 1.25e-06 1.3e-06 1.7e-06 1.8e-06 1.8e-06 2e-06 1.4e-06 1.35e-06 1.8e-06 1.45e-06 1.35e-06 1.75e-06 2.05e-06 1.4e-06 1.35e-06 1.4e-06 1.65e-06 1.35e-06 1.85e-06 1.85e-06 1.75e-06 1.95e-06 1.7e-06 2e-06 1.85e-06 1.55e-06 1.15e-06 1.75e-06 1.75e-06 1.6e-06 1.5e-06 1.2e-06 1.65e-06
60 1.1e-06 1.5e-06 1.55e-06 1.15e-06 1.65e-06 1.45e-06 1.75e-06 1.3e-06 1.3e-06 1.5e-06 1.5e-06 1.4e-06 1.75e-06 1.15e-06 1.6e-06 1.75e-06 1.3e-06 1.45e-06 1.4e-06 1.6e-06 1.85e-06 1.6e-06 1.6e-06 1.75e-06 1.6e-06 1.6e-06 1.3e-06 1.35e-06 1.45e-06 1.75e-06 1.3e-06 1.45e-06 1.5e-06 1.3e-06 1.55e-06 1.95e-06 1.65e-06 1.5e-06 9e-07 1.1e-06 1.55e-06 1.65e-06 1.85e-06 1.6e-06 1.55e-06 1.6e-06 1.6e-06 1.45e-06 1.15e-06 1.65e-06 1.55e-06 1.2e-06 1.45e-06 1.95e-06 1.75e-06 1.7e-06 1.4e-06 1.15e-06 1.5e-06 1.5e-06 1e-06 1.45e-06 1.6e-06
