 slim_762286351 slim_762286363 slim_762286342 slim_762286360 slim_762286344 slim_762286375 slim_762286372 slim_762286376 slim_762286349 slim_762286357 slim_762286371 slim_762286369 slim_762286367 slim_762286337 slim_762286350 slim_762286333 slim_762286352 slim_762286364 slim_762286373 slim_762286340 slim_762286335 slim_762286355 slim_762286359 slim_762286347 slim_762286345 slim_762286365 slim_762286336 slim_762286379 slim_762286361 slim_762286339 slim_762286370 slim_762286374 slim_762286354 slim_762286378 slim_762286377 slim_762286348 slim_762286334 slim_762286356 slim_762286346 slim_762286368 slim_762286353 slim_762286343 slim_762286331 slim_762286341 slim_762286358 slim_762286332 slim_762286366 slim_762286362 slim_762286338
39 1e-06 9.5e-07 2.6e-06 2.5e-06 1.8e-06 1.6e-06 9.5e-07 1.15e-06 1.65e-06 1.4e-06 1.75e-06 2.3e-06 2.1e-06 2.4e-06 1.8e-06 1e-06 1.55e-06 1.8e-06 1e-06 8e-07 2.45e-06 1.5e-06 1.7e-06 7.5e-07 8e-07 8e-07 1.75e-06 2.5e-06 2.4e-06 2.05e-06 8e-07 1.15e-06 1.9e-06 1.85e-06 1.7e-06 1.85e-06 1.7e-06 1.7e-06 1.05e-06 5e-07 1.15e-06 5.5e-07 2.3e-06 1.15e-06 1.7e-06 9e-07 5e-07 2.05e-06 1.6e-06
40 1e-06 9.5e-07 2.45e-06 2.55e-06 1.6e-06 1.75e-06 1.05e-06 1.2e-06 1.85e-06 1.25e-06 1.7e-06 2.15e-06 2.1e-06 2.3e-06 1.7e-06 1.05e-06 1.3e-06 1.55e-06 1e-06 1.25e-06 2.25e-06 1.9e-06 2e-06 1.05e-06 8e-07 9.5e-07 1.8e-06 2.2e-06 2.4e-06 2e-06 7.5e-07 1.25e-06 1.75e-06 1.85e-06 1.85e-06 1.75e-06 1.5e-06 1.5e-06 1.35e-06 1.15e-06 1.4e-06 1.2e-06 2.3e-06 1.55e-06 1.85e-06 7.5e-07 9e-07 2.1e-06 1.55e-06
41 1.1e-06 1.05e-06 2.45e-06 2.25e-06 1.7e-06 1.65e-06 1e-06 1.25e-06 1.7e-06 1.45e-06 1.85e-06 2.35e-06 2.2e-06 2.45e-06 1.65e-06 1e-06 1.6e-06 1.9e-06 1.1e-06 9.5e-07 2.45e-06 1.65e-06 1.55e-06 8.5e-07 9e-07 8.5e-07 1.75e-06 2.5e-06 2.3e-06 1.95e-06 9e-07 1.05e-06 1.95e-06 1.65e-06 1.75e-06 1.8e-06 1.7e-06 1.7e-06 1.15e-06 5.5e-07 1.2e-06 9e-07 2.2e-06 1.15e-06 1.7e-06 9.5e-07 6.5e-07 1.95e-06 1.7e-06
42 2.2e-06 2.15e-06 2.15e-06 1.7e-06 2.25e-06 2.15e-06 2.4e-06 2.35e-06 2.2e-06 2.35e-06 2.65e-06 2e-06 2.25e-06 2.1e-06 1.85e-06 2.25e-06 2.55e-06 2.9e-06 2.05e-06 2.3e-06 2.4e-06 2.85e-06 2.1e-06 2.25e-06 2.2e-06 2.25e-06 2.4e-06 3.1e-06 1.75e-06 1.7e-06 2.05e-06 2.3e-06 2.75e-06 2.5e-06 2.8e-06 2.05e-06 2.25e-06 2.1e-06 2.55e-06 2.3e-06 2.3e-06 2.2e-06 3.3e-06 2e-06 2.4e-06 2.1e-06 2.2e-06 2.1e-06 2.1e-06
43 1.5e-06 1.45e-06 2.25e-06 1.65e-06 1.95e-06 2.05e-06 1.55e-06 1.7e-06 2.05e-06 1.65e-06 2.1e-06 2.25e-06 2.3e-06 2.3e-06 1.5e-06 1.45e-06 1.85e-06 2.1e-06 1.5e-06 1.5e-06 2.35e-06 2.05e-06 1.55e-06 1.35e-06 1.35e-06 1.35e-06 1.85e-06 2.7e-06 2.1e-06 1.7e-06 1.3e-06 1.5e-06 2.15e-06 2.1e-06 2.1e-06 1.65e-06 1.95e-06 1.65e-06 1.65e-06 1.15e-06 1.55e-06 1.15e-06 2e-06 2.1e-06 1.8e-06 1.3e-06 1.2e-06 1.85e-06 2e-06
44 1.65e-06 1.6e-06 2.45e-06 2.4e-06 1.95e-06 2.1e-06 1.75e-06 1.8e-06 2.1e-06 1.7e-06 2.3e-06 1.9e-06 2.35e-06 1.95e-06 2e-06 1.6e-06 2.15e-06 2.5e-06 1.6e-06 1.7e-06 1.8e-06 2.3e-06 1.95e-06 1.7e-06 1.7e-06 1.75e-06 1.55e-06 2.85e-06 2.5e-06 2.15e-06 1.65e-06 1.8e-06 2.3e-06 2.2e-06 2.35e-06 2.05e-06 1.85e-06 1.45e-06 2e-06 1.7e-06 1.85e-06 1.7e-06 2.4e-06 1.8e-06 2.9e-06 1.6e-06 1.65e-06 2.2e-06 2.15e-06
45 7e-07 7e-07 2.3e-06 2.3e-06 1.35e-06 1.65e-06 1e-06 9e-07 1.7e-06 9.5e-07 1.5e-06 1.95e-06 1.85e-06 2.05e-06 1.45e-06 9e-07 1.25e-06 1.35e-06 8e-07 9.5e-07 2e-06 1.65e-06 1.75e-06 8e-07 5e-07 7.5e-07 1.65e-06 2.25e-06 2.2e-06 1.8e-06 5.5e-07 1.1e-06 1.5e-06 1.75e-06 1.7e-06 1.5e-06 1.25e-06 1.25e-06 1.1e-06 9e-07 7.5e-07 9.5e-07 2.1e-06 1.3e-06 1.6e-06 9e-07 6.5e-07 1.8e-06 1.4e-06
46 6e-07 5.5e-07 2.5e-06 2.35e-06 1.75e-06 1.65e-06 9.5e-07 9e-07 1.7e-06 1e-06 1.6e-06 2.15e-06 1.95e-06 2.25e-06 1.7e-06 1.05e-06 1.2e-06 1.35e-06 8e-07 6.5e-07 2.3e-06 1.4e-06 1.7e-06 7.5e-07 5e-07 5.5e-07 1.7e-06 2.3e-06 2.3e-06 1.9e-06 5.5e-07 1.2e-06 1.75e-06 1.8e-06 1.55e-06 1.75e-06 1.65e-06 1.55e-06 1.05e-06 5e-07 9e-07 6.5e-07 2.2e-06 1.2e-06 1.65e-06 6.5e-07 6e-07 1.8e-06 1.5e-06
47 1.6e-06 1.6e-06 2.25e-06 1.55e-06 2.35e-06 2.65e-06 2.25e-06 1.8e-06 2.65e-06 1.75e-06 2.55e-06 2.4e-06 2.6e-06 2.45e-06 1.75e-06 2.2e-06 2.2e-06 2.5e-06 1.75e-06 1.75e-06 2.4e-06 2.55e-06 1.95e-06 2.05e-06 1.8e-06 1.85e-06 2.25e-06 3.05e-06 2.1e-06 2.15e-06 1.85e-06 2.25e-06 2.6e-06 2.5e-06 2.55e-06 1.95e-06 2.35e-06 1.95e-06 2.35e-06 2.05e-06 2.1e-06 1.95e-06 2.1e-06 1.85e-06 2.2e-06 1.8e-06 1.8e-06 3e-06 2.45e-06
48 1.45e-06 1.4e-06 2.65e-06 3e-06 1.8e-06 1.6e-06 1.45e-06 1.5e-06 1.5e-06 1.8e-06 2.1e-06 1.85e-06 1.65e-06 1.8e-06 2.25e-06 1.65e-06 1.9e-06 2.15e-06 1.35e-06 1.65e-06 2.25e-06 2.35e-06 2.4e-06 1.65e-06 1.3e-06 1.65e-06 2.2e-06 2.55e-06 2.2e-06 1.85e-06 1.3e-06 1.8e-06 2.25e-06 2.2e-06 2.4e-06 2.3e-06 1.7e-06 1.9e-06 1.95e-06 1.6e-06 1.55e-06 1.7e-06 2.1e-06 2e-06 2.15e-06 1.4e-06 1.5e-06 2.45e-06 2.1e-06
