 slim_762225141 slim_762225143 slim_762225155 slim_762225150 slim_762225152 slim_762225153 slim_762225199 slim_762225156 slim_762225140 slim_762225145 slim_762225175 slim_762225171 slim_762225137 slim_762225162 slim_762225185 slim_762225194 slim_762225193 slim_762225167 slim_762225166 slim_762225172 slim_762225139 slim_762225142 slim_762225170 slim_762225184 slim_762225138 slim_762225169 slim_762225183 slim_762225144 slim_762225190 slim_762225197 slim_762225187 slim_762225186 slim_762225182 slim_762225192 slim_762225146 slim_762225164 slim_762225163 slim_762225195 slim_762225148 slim_762225191 slim_762225151 slim_762225188 slim_762225189 slim_762225178 slim_762225159 slim_762225165 slim_762225147 slim_762225154 slim_762225160 slim_762225168 slim_762225149 slim_762225177 slim_762225179 slim_762225158 slim_762225180 slim_762225176 slim_762225198 slim_762225174 slim_762225181 slim_762225157 slim_762225196 slim_762225161 slim_762225173
10 2e-06 1.65e-06 2.25e-06 2e-06 1.95e-06 2.45e-06 1.2e-06 1.35e-06 1.3e-06 1.9e-06 2.2e-06 1.45e-06 2.4e-06 1.6e-06 2.15e-06 1.95e-06 1.2e-06 2.35e-06 1.8e-06 1.45e-06 1.15e-06 2.55e-06 1.65e-06 1.2e-06 2.3e-06 2.05e-06 1.7e-06 2.15e-06 1.15e-06 1.8e-06 2.05e-06 2.35e-06 1.65e-06 1.6e-06 2.1e-06 1.8e-06 1.5e-06 1.95e-06 2e-06 1.8e-06 2.05e-06 1.95e-06 1.9e-06 1.35e-06 1.75e-06 1.5e-06 2.1e-06 1.45e-06 1.75e-06 1.6e-06 2.1e-06 1.5e-06 1.55e-06 1.65e-06 1.9e-06 1.35e-06 1.1e-06 1.45e-06 1.8e-06 1.25e-06 2.15e-06 1.85e-06 1.9e-06
11 1.85e-06 1.6e-06 2e-06 1.85e-06 1.75e-06 2.45e-06 9e-07 1e-06 1.25e-06 1.7e-06 1.45e-06 1.5e-06 1.9e-06 1.85e-06 2.15e-06 2.2e-06 1.1e-06 2.45e-06 1.5e-06 1.1e-06 1.1e-06 2e-06 1.4e-06 1.2e-06 1.85e-06 2.15e-06 1.7e-06 2.15e-06 1.05e-06 1.9e-06 2.1e-06 2.5e-06 1.7e-06 1.5e-06 2e-06 1.65e-06 1.7e-06 2.1e-06 1.95e-06 1.65e-06 2e-06 2.15e-06 1.8e-06 9.5e-07 1.55e-06 1.45e-06 1.95e-06 8.5e-07 1.25e-06 1.6e-06 2e-06 1.1e-06 1.2e-06 1.05e-06 2e-06 1.2e-06 1.25e-06 1.2e-06 1.9e-06 1.2e-06 2.3e-06 1.7e-06 9.5e-07
12 1.9e-06 2.2e-06 2.25e-06 2.15e-06 1.9e-06 2.05e-06 2.5e-06 2.65e-06 2.7e-06 2e-06 2.4e-06 1.9e-06 2.8e-06 2.55e-06 2.15e-06 2.65e-06 2.55e-06 2.55e-06 2.4e-06 2.05e-06 2.55e-06 2.1e-06 2.5e-06 2.65e-06 1.6e-06 2.5e-06 2e-06 2.65e-06 2.45e-06 2.35e-06 1.95e-06 1.8e-06 2.6e-06 2.3e-06 1.95e-06 2.05e-06 2.1e-06 2.05e-06 2.4e-06 2e-06 1.95e-06 2.5e-06 2.75e-06 2.4e-06 2.2e-06 1.8e-06 1.95e-06 2.1e-06 1.6e-06 2.4e-06 2.15e-06 2.55e-06 2.6e-06 2.4e-06 2.4e-06 2.45e-06 2.2e-06 2.25e-06 1.75e-06 2.65e-06 2.15e-06 2.05e-06 1.8e-06
13 2.1e-06 1.8e-06 1.95e-06 2.3e-06 2.1e-06 2.3e-06 1.6e-06 1.75e-06 1.5e-06 1.9e-06 1.6e-06 1.85e-06 2.55e-06 2e-06 2.15e-06 1.4e-06 1.35e-06 1.8e-06 1.95e-06 1.7e-06 1.35e-06 2.7e-06 1.8e-06 1.45e-06 2.4e-06 1.5e-06 1.9e-06 1.85e-06 1.3e-06 1.45e-06 2e-06 2.25e-06 1.6e-06 1.8e-06 2.15e-06 1.95e-06 1.45e-06 1.8e-06 1.6e-06 1.95e-06 2.25e-06 1.45e-06 1.65e-06 1.75e-06 2e-06 1.75e-06 2.25e-06 1.85e-06 2e-06 1.3e-06 2.2e-06 1.9e-06 1.95e-06 2.05e-06 1.8e-06 1.5e-06 1.4e-06 1.7e-06 2.1e-06 1.45e-06 1.95e-06 2e-06 2.3e-06
14 2.05e-06 2.1e-06 2.55e-06 2.35e-06 2.05e-06 2.3e-06 2e-06 2.15e-06 1.95e-06 2.05e-06 2.15e-06 2.15e-06 2.15e-06 2.15e-06 3.4e-06 2.25e-06 1.85e-06 2.7e-06 2.55e-06 2.15e-06 1.9e-06 2.75e-06 2.4e-06 1.9e-06 2.3e-06 2.65e-06 2.15e-06 2.4e-06 1.8e-06 2.45e-06 1.85e-06 1.9e-06 2.35e-06 2.05e-06 2.35e-06 1.95e-06 1.85e-06 1.75e-06 2.3e-06 1.9e-06 2e-06 2.25e-06 2.3e-06 2.15e-06 2.15e-06 1.9e-06 2e-06 2.15e-06 2.05e-06 2.25e-06 2e-06 2.25e-06 2.35e-06 2.25e-06 1.9e-06 2.05e-06 1.95e-06 2.15e-06 2.05e-06 1.9e-06 1.9e-06 1.9e-06 2.5e-06
15 2.4e-06 1.9e-06 1.95e-06 2.65e-06 2.45e-06 2.4e-06 1.95e-06 2.1e-06 1.85e-06 2.25e-06 1.95e-06 2.2e-06 2.65e-06 1.4e-06 2.25e-06 2.7e-06 1.7e-06 1.8e-06 2.3e-06 2.05e-06 1.7e-06 2.6e-06 2.15e-06 1.8e-06 2.7e-06 1.85e-06 2e-06 1.7e-06 1.6e-06 1.8e-06 2.1e-06 2.1e-06 1.95e-06 1.9e-06 2.5e-06 2.3e-06 1.8e-06 1.9e-06 1.95e-06 2.3e-06 2.35e-06 1.55e-06 1.65e-06 2.1e-06 2.1e-06 1.85e-06 2.35e-06 2.2e-06 2.1e-06 1.65e-06 2.3e-06 2.25e-06 2.3e-06 2.4e-06 1.65e-06 1.85e-06 1.75e-06 2.05e-06 2.45e-06 1.8e-06 2.05e-06 2.35e-06 2.65e-06
16 2e-06 1.5e-06 2.25e-06 2.15e-06 1.9e-06 2.7e-06 5e-07 6e-07 5e-07 1.65e-06 1.2e-06 1.1e-06 2.55e-06 1.35e-06 1.85e-06 1.7e-06 7e-07 2.6e-06 1.75e-06 1.2e-06 4.5e-07 2.7e-06 1.4e-06 5e-07 2.45e-06 2.3e-06 1.85e-06 1.9e-06 4e-07 2e-06 1.95e-06 2.55e-06 1.45e-06 1.3e-06 2.4e-06 1.55e-06 1.35e-06 1.7e-06 1.75e-06 1.55e-06 2.2e-06 1.85e-06 1.35e-06 8e-07 1.65e-06 1.7e-06 2e-06 9.5e-07 1.85e-06 1.45e-06 1.85e-06 8.5e-07 1.05e-06 1e-06 1.6e-06 8e-07 1e-06 1.05e-06 2.2e-06 5e-07 1.95e-06 1.5e-06 1.7e-06
17 2.45e-06 2.2e-06 1.85e-06 2.3e-06 2.55e-06 1.8e-06 2.55e-06 2.75e-06 2.75e-06 2.4e-06 2.35e-06 2.45e-06 2.55e-06 1.8e-06 2.7e-06 1.8e-06 2.6e-06 2e-06 1.8e-06 2.55e-06 2.6e-06 1.9e-06 1.85e-06 2.7e-06 2.65e-06 1.05e-06 1.95e-06 1.85e-06 2.5e-06 1.45e-06 2.45e-06 2.2e-06 1.9e-06 2.3e-06 1.75e-06 2.6e-06 2.3e-06 2.5e-06 2.05e-06 2.6e-06 2.2e-06 1.75e-06 2.15e-06 2.55e-06 2.25e-06 1.7e-06 2.5e-06 2.6e-06 2.05e-06 1.7e-06 2.65e-06 2.7e-06 2.7e-06 2.9e-06 2.25e-06 2.55e-06 2.15e-06 2.7e-06 2.25e-06 2.7e-06 2.55e-06 2.65e-06 2.75e-06
18 2.05e-06 1.9e-06 2.3e-06 1.6e-06 1.75e-06 2.1e-06 1.4e-06 1.6e-06 1.9e-06 2.05e-06 1.8e-06 1.5e-06 2.4e-06 1.95e-06 2.55e-06 2.3e-06 1.75e-06 1.8e-06 2e-06 1.85e-06 1.7e-06 1.95e-06 1.3e-06 1.85e-06 2.35e-06 1.5e-06 1.8e-06 2.25e-06 1.7e-06 1.45e-06 2.45e-06 2.65e-06 1.6e-06 1.9e-06 1.65e-06 2.05e-06 2.05e-06 2.5e-06 2.1e-06 2.05e-06 2.05e-06 2.2e-06 2.25e-06 1.2e-06 1.55e-06 1.55e-06 2.3e-06 1.7e-06 1.75e-06 1.65e-06 2.35e-06 1.35e-06 1.3e-06 1.95e-06 2.4e-06 1.45e-06 1.6e-06 2.05e-06 2e-06 1.85e-06 2.65e-06 2.1e-06 1.95e-06
19 1.95e-06 1.7e-06 2.1e-06 2.2e-06 1.9e-06 2.55e-06 1.25e-06 1.35e-06 1.3e-06 1.8e-06 1.45e-06 1.1e-06 2.05e-06 1.7e-06 2.15e-06 2.05e-06 1.2e-06 2.55e-06 1.85e-06 2.2e-06 1.15e-06 2.35e-06 1.75e-06 1.2e-06 1.95e-06 2.25e-06 1.85e-06 2.25e-06 1.15e-06 2e-06 2.05e-06 2.4e-06 1.75e-06 1.65e-06 2.25e-06 1.8e-06 1.5e-06 1.95e-06 2e-06 1.8e-06 2.2e-06 2.05e-06 1.9e-06 1.3e-06 1.75e-06 1.65e-06 2.1e-06 1.2e-06 1.45e-06 1.7e-06 2.1e-06 1.45e-06 1.55e-06 1.4e-06 1.95e-06 1.3e-06 1.3e-06 1.2e-06 2.05e-06 1.25e-06 2.2e-06 1.85e-06 1.3e-06
20 2.05e-06 1.5e-06 2.25e-06 2.1e-06 1.85e-06 2.7e-06 5e-07 6e-07 6e-07 1.7e-06 1.15e-06 1.1e-06 2.55e-06 1.35e-06 1.9e-06 1.7e-06 4.5e-07 2.6e-06 1.7e-06 1.15e-06 7e-07 2.7e-06 1.4e-06 5e-07 2.45e-06 2.3e-06 1.85e-06 1.9e-06 4e-07 1.95e-06 1.95e-06 2.55e-06 1.4e-06 1.3e-06 2.4e-06 1.55e-06 1.3e-06 1.7e-06 1.8e-06 1.55e-06 2.2e-06 1.85e-06 1.35e-06 7.5e-07 1.6e-06 1.7e-06 2e-06 9.5e-07 1.85e-06 1.45e-06 1.85e-06 9e-07 1e-06 1.05e-06 1.6e-06 7.5e-07 1e-06 1e-06 2.2e-06 5e-07 1.95e-06 1.6e-06 1.7e-06
21 2.5e-06 2.15e-06 2.05e-06 2.45e-06 2.6e-06 2.1e-06 2.45e-06 2.6e-06 2.85e-06 2.5e-06 2.55e-06 2e-06 2.1e-06 2.7e-06 2.75e-06 2.6e-06 2.7e-06 1.9e-06 1.95e-06 2.35e-06 2.7e-06 2.3e-06 2.05e-06 2.8e-06 2.45e-06 2.05e-06 1.9e-06 2.25e-06 2.6e-06 2.25e-06 2.55e-06 2.2e-06 2.35e-06 2.2e-06 2.1e-06 2.7e-06 2.7e-06 2.7e-06 2.7e-06 2.7e-06 2.2e-06 2.4e-06 2.55e-06 2.35e-06 2.05e-06 1.65e-06 2.35e-06 2.1e-06 1.6e-06 2.35e-06 2.6e-06 2.5e-06 2.55e-06 2.4e-06 2.25e-06 2.6e-06 2.35e-06 2.45e-06 2.45e-06 2.8e-06 2.85e-06 2.75e-06 1.95e-06
22 2.15e-06 1.85e-06 2.2e-06 1.85e-06 2.05e-06 2.15e-06 1.15e-06 1.3e-06 1.55e-06 1.9e-06 1.65e-06 1.4e-06 2.5e-06 1.8e-06 2.4e-06 2.15e-06 1.4e-06 1.85e-06 1.3e-06 1.75e-06 1.4e-06 2.05e-06 2.1e-06 1.5e-06 2.45e-06 1.55e-06 1.85e-06 2e-06 1.35e-06 1.7e-06 2.35e-06 2.7e-06 1.45e-06 1.65e-06 1.7e-06 1.9e-06 1.9e-06 2.35e-06 1.95e-06 1.8e-06 2.1e-06 2.1e-06 1.9e-06 1.3e-06 1.85e-06 1.6e-06 2.2e-06 1.4e-06 1.85e-06 1.55e-06 2.25e-06 1.45e-06 1.5e-06 1.6e-06 2.25e-06 1.55e-06 1.45e-06 1.75e-06 2.05e-06 1.5e-06 2.5e-06 1.95e-06 1.85e-06
23 2.1e-06 1.6e-06 2.35e-06 2.25e-06 2e-06 2.8e-06 6e-07 7e-07 5.5e-07 1.8e-06 1.2e-06 1.2e-06 2.65e-06 1.45e-06 1.9e-06 1.8e-06 5e-07 2.7e-06 1.85e-06 1.2e-06 5e-07 2.8e-06 1.5e-06 9e-07 2.55e-06 2.4e-06 1.95e-06 2e-06 5e-07 2.1e-06 2.05e-06 2.65e-06 1.5e-06 1.4e-06 2.5e-06 1.65e-06 1.35e-06 1.8e-06 1.9e-06 1.65e-06 2.3e-06 1.95e-06 1.45e-06 9e-07 1.75e-06 1.8e-06 2.1e-06 1.05e-06 1.95e-06 1.55e-06 1.95e-06 1e-06 1.15e-06 1.05e-06 1.65e-06 9e-07 1.05e-06 1.05e-06 2.3e-06 5e-07 2.05e-06 1.65e-06 1.8e-06
24 1.65e-06 2.3e-06 2.35e-06 1.95e-06 1.9e-06 2.15e-06 2.45e-06 2.6e-06 2.6e-06 2e-06 2.3e-06 1.85e-06 1.6e-06 2.4e-06 2.3e-06 2.7e-06 2.45e-06 2.65e-06 2.35e-06 1.95e-06 2.45e-06 2.45e-06 2.45e-06 2.55e-06 2.7e-06 2.4e-06 2.1e-06 2.9e-06 2.35e-06 2.25e-06 2.05e-06 2.05e-06 2.5e-06 2.4e-06 1.9e-06 2e-06 2e-06 2.1e-06 2.3e-06 2e-06 1.9e-06 2.55e-06 2.85e-06 2.35e-06 2.3e-06 1.9e-06 2.05e-06 2.05e-06 1.7e-06 2.3e-06 2.25e-06 2.5e-06 2.55e-06 2.35e-06 2.65e-06 2.35e-06 2.1e-06 2.15e-06 1.75e-06 2.55e-06 2.3e-06 2.05e-06 1.75e-06
25 2.2e-06 2.15e-06 1.9e-06 2e-06 2.25e-06 1.75e-06 2.25e-06 2.45e-06 2.45e-06 2.1e-06 2.05e-06 2.15e-06 2.5e-06 1.5e-06 2.65e-06 1.85e-06 2.3e-06 1.05e-06 1.5e-06 2.25e-06 2.3e-06 2.05e-06 1.55e-06 2.4e-06 2.4e-06 1.4e-06 1.9e-06 2.05e-06 2.25e-06 1.15e-06 2.4e-06 2.4e-06 1.6e-06 2.25e-06 1.45e-06 2.3e-06 2e-06 2.45e-06 1.75e-06 2.3e-06 2.15e-06 1.7e-06 2.2e-06 2.25e-06 2.2e-06 1.65e-06 2.45e-06 2.3e-06 2e-06 1.4e-06 2.6e-06 2.4e-06 2.4e-06 2.6e-06 2.45e-06 2.25e-06 1.85e-06 2.4e-06 1.95e-06 2.4e-06 2.5e-06 2.35e-06 2.45e-06
26 1.9e-06 1.3e-06 2e-06 1.8e-06 2e-06 2.05e-06 1.8e-06 1.9e-06 2e-06 2.2e-06 1.7e-06 1.7e-06 2e-06 1.9e-06 2.15e-06 2e-06 1.85e-06 1.95e-06 1.8e-06 1.85e-06 1.85e-06 1.9e-06 1.85e-06 1.95e-06 2.1e-06 1.9e-06 1.8e-06 2e-06 1.75e-06 1.65e-06 1.85e-06 1.55e-06 1.95e-06 1.4e-06 2e-06 2e-06 1.9e-06 2e-06 2.3e-06 2.05e-06 1.6e-06 1.75e-06 2.15e-06 1.75e-06 1.5e-06 1e-06 1.8e-06 1.8e-06 1.35e-06 1.7e-06 2.1e-06 1.9e-06 1.95e-06 2.1e-06 1.65e-06 1.8e-06 1.5e-06 1.95e-06 1.8e-06 1.95e-06 2.2e-06 2.1e-06 2e-06
27 2.6e-06 1.95e-06 2e-06 2.6e-06 2.6e-06 2.45e-06 1.9e-06 2.05e-06 2.05e-06 2.45e-06 2.15e-06 2.15e-06 2.65e-06 1.85e-06 2.4e-06 1.7e-06 1.9e-06 1.85e-06 2.25e-06 2.25e-06 1.9e-06 2.25e-06 2e-06 2e-06 2.9e-06 2.05e-06 2e-06 3e-06 1.8e-06 2e-06 2.3e-06 2.2e-06 2.15e-06 1.8e-06 2.55e-06 2.45e-06 2.2e-06 2.2e-06 2.2e-06 2.35e-06 2.3e-06 1.8e-06 1.7e-06 2.05e-06 2.05e-06 1.8e-06 2.35e-06 2.15e-06 2.05e-06 1.85e-06 2.35e-06 2.2e-06 2.25e-06 2.35e-06 1.7e-06 2.05e-06 1.95e-06 2.25e-06 2.6e-06 2e-06 2.3e-06 2.5e-06 2.6e-06
28 1.95e-06 1.4e-06 2.15e-06 2.1e-06 1.85e-06 2.6e-06 4.5e-07 5.5e-07 5.5e-07 1.65e-06 1.15e-06 1.05e-06 2.45e-06 1.3e-06 1.8e-06 1.6e-06 4e-07 2.5e-06 1.7e-06 1.15e-06 4e-07 2.6e-06 1.35e-06 5e-07 2.35e-06 2.25e-06 1.75e-06 1.8e-06 6e-07 1.95e-06 1.85e-06 2.4e-06 1.4e-06 1.2e-06 2.35e-06 1.5e-06 1.3e-06 1.6e-06 1.75e-06 1.5e-06 2.1e-06 1.75e-06 1.25e-06 7.5e-07 1.55e-06 1.6e-06 1.9e-06 9e-07 1.75e-06 1.4e-06 1.75e-06 9e-07 1e-06 1e-06 1.45e-06 7.5e-07 9.5e-07 1e-06 2.15e-06 5e-07 1.85e-06 1.55e-06 1.65e-06
29 2e-06 1.9e-06 1.9e-06 1.55e-06 1.85e-06 2e-06 1.85e-06 2.1e-06 2.15e-06 2.05e-06 1.8e-06 1.9e-06 2.35e-06 1.45e-06 2.45e-06 1.8e-06 2e-06 1.45e-06 1.45e-06 2e-06 1.95e-06 2.25e-06 1.7e-06 2.1e-06 2.25e-06 1.15e-06 1.65e-06 2e-06 1.95e-06 1.8e-06 2.25e-06 2.25e-06 1.75e-06 2e-06 1.7e-06 2.1e-06 1.8e-06 2.25e-06 1.8e-06 2.1e-06 1.95e-06 1.7e-06 2.15e-06 1.75e-06 1.75e-06 1.45e-06 2.3e-06 2.05e-06 1.8e-06 1.35e-06 2.35e-06 1.9e-06 1.8e-06 2.35e-06 2.2e-06 1.75e-06 1.6e-06 2.15e-06 1.8e-06 2.1e-06 2.3e-06 2.15e-06 2.25e-06
